@RELATION ksd
@ATTRIBUTE FT_DM NUMERIC
@ATTRIBUTE FT_DE NUMERIC
@ATTRIBUTE FT_DMin NUMERIC
@ATTRIBUTE FT_DC NUMERIC
@ATTRIBUTE FT_Z NUMERIC
@ATTRIBUTE FT_HM NUMERIC
@ATTRIBUTE FT_HE NUMERIC
@ATTRIBUTE FT_HMin NUMERIC
@ATTRIBUTE FT_HZ NUMERIC
@ATTRIBUTE FT_DIE NUMERIC
@ATTRIBUTE FT_DIL NUMERIC
@ATTRIBUTE FT_RAll NUMERIC
@ATTRIBUTE FT_RMix NUMERIC
@ATTRIBUTE FT_R1 NUMERIC
@ATTRIBUTE HT_DM NUMERIC
@ATTRIBUTE HT_DE NUMERIC
@ATTRIBUTE HT_DMin NUMERIC
@ATTRIBUTE HT_DC NUMERIC
@ATTRIBUTE HT_Z NUMERIC
@ATTRIBUTE HT_HM NUMERIC
@ATTRIBUTE HT_HE NUMERIC
@ATTRIBUTE HT_HMin NUMERIC
@ATTRIBUTE HT_HZ NUMERIC
@ATTRIBUTE HT_DIE NUMERIC
@ATTRIBUTE HT_DIL NUMERIC
@ATTRIBUTE HT_RAll NUMERIC
@ATTRIBUTE HT_RMix NUMERIC
@ATTRIBUTE HT_R1 NUMERIC
@ATTRIBUTE RESULT {legitimate,impostor}

@DATA
0.684857889620946,0.93854227546033,0.530449854579481,0.214862348980639,1.05988341282459,0.250806331219433,0.289544685942743,0.213781784219326,0.0551431601272534,0.217576248273619,0.209636725755677,0.37387195207301,0.324436679117966,0.327368647717485,0.798101581906691,1.10074375021785,0.636954785530207,0.116213825536356,2.01377848436672,0.246570124085484,0.28260208945427,0.212501104981612,0.0476947535771065,0.345020613031592,0.333559547898232,0.418643375045491,0.406719681643064,0.396990740740741,legitimate
0.733009158427884,0.980845922660577,0.568081277391255,0.169749857933759,1.40350877192982,0.25305179504232,0.293787236159818,0.214381750175478,0.0633802816901408,0.19555923976749,0.186149948274052,0.305771693095637,0.282717020718594,0.269887546855477,0.823175442147775,1.08127958026757,0.667097961770604,0.103172685195862,2.80701754385965,0.262288025642517,0.295621240014995,0.22992463183918,0.0456140350877193,0.297450171943561,0.288698202367355,0.432975475228996,0.430801248699272,0.423005565862709,legitimate
0.732738886656988,1.02139500602351,0.572159060047457,0.200536333662008,1.34048257372654,0.253443552010512,0.294253478251351,0.214003124635627,0.061744966442953,0.18330284630095,0.171409391547437,0.291386503419306,0.279825794725832,0.286322188449848,0.829580076260735,1.14898626627745,0.65800063918971,0.120760938924098,2.01072386058981,0.254950739312267,0.291899148336671,0.219702038150198,0.0563002680965147,0.300548742295616,0.29906308997061,0.438015225588164,0.428778771941807,0.417534329259092,legitimate
0.763476271054358,1.12458280823245,0.583117622223636,0.166962289617309,2.29226361031519,0.262384555609704,0.298911345136884,0.227047525797926,0.0517241379310345,0.213179795440971,0.218445361720794,0.354384236453202,0.327458256029685,0.316208099991884,0.835834231513055,1.13214747780557,0.666659373828353,0.106652865115777,3.43839541547278,0.25965027519442,0.295603545662703,0.227043230319012,0.0744985673352436,0.271371089896476,0.270208846422421,0.491954022988506,0.473397570171764,0.470962033462033,legitimate
0.756525530512838,1.02621785857522,0.593554108707912,0.184863936506298,1.77935943060498,0.246986387971506,0.288638200315657,0.204586237655982,0.0607142857142857,0.20006087945343,0.197173798860951,0.351893767919119,0.322035338090384,0.337636932707355,0.855688022239199,1.29511979624598,0.642911140022303,0.108534430698867,4.25531914893617,0.251818426271555,0.287317723846575,0.218809578224873,0.0460992907801418,0.38242090335617,0.380013366887133,0.43312710628238,0.433110925771476,0.418402777777778,legitimate
0.717145845020474,0.966752445228934,0.559780023130074,0.182267025064777,0.371747211895911,0.257307101613435,0.294515328800171,0.219656153853992,0.0522388059701493,0.190671773509901,0.192767008149436,0.341901603095633,0.355271520372855,0.323436603557085,0.860849478572756,1.20025558421081,0.674711742762008,0.109481158890754,2.60223048327138,0.261306157399739,0.299518362966857,0.223655831226621,0.0706319702602231,0.337991338817638,0.318675705047909,0.46661138750691,0.48249299719888,0.471371882086168,legitimate
0.744341492258213,1.07100114772377,0.574149910085541,0.195210158140921,1.4367816091954,0.247073138259664,0.288281104740362,0.20716943716652,0.0518731988472622,0.177024121680166,0.167703510104258,0.284680935394372,0.283587186667577,0.287414965986395,0.738251341150552,0.999931954612312,0.59493296653873,0.105332137192516,0.862068965517241,0.237914870508259,0.276404039747536,0.203398049836212,0.0373563218390805,0.281115387436346,0.275336229971283,0.396584753600211,0.417897303888362,0.376330532212885,legitimate
0.716359099072744,0.988597483135811,0.564241035777928,0.191943021372658,1.35135135135135,0.250007786923476,0.288182713534344,0.211856302843526,0.0576271186440678,0.176340874717691,0.169340355820731,0.370617238860482,0.370870357712463,0.366161616161616,0.824354550412812,1.15401016102191,0.645702894575497,0.114573406855555,2.02702702702703,0.247830499888363,0.285951430474022,0.212025924348372,0.0405405405405405,0.305135709955352,0.307676563445789,0.426177867056245,0.440612810221041,0.4437,legitimate
0.692628004673572,0.976586658808916,0.533990711035248,0.172963537656703,1.57068062827225,0.234048474436103,0.276209635113484,0.19204613896839,0.0498687664041995,0.19158937385821,0.185517143651078,0.293809678819444,0.285547785547786,0.287521681461075,0.761565112150042,1.01949990056368,0.606473949262523,0.0997237655307552,1.83246073298429,0.242086876396744,0.280978189136351,0.201215742638197,0.0445026178010471,0.316763940683155,0.306347969944887,0.452338324652778,0.465615354938272,0.461111111111111,legitimate
0.733922341519583,0.985783140095159,0.573022243835814,0.217257046088761,1.4336917562724,0.246125153963581,0.288041237266361,0.201028800406635,0.0611510791366906,0.177725103161338,0.172556298283489,0.336587872559096,0.321882001493652,0.330350620891161,0.852033468267849,1.13995111548509,0.668247798680202,0.122971675812108,2.5089605734767,0.258511477600321,0.29570174578345,0.224938731118946,0.0752688172043011,0.256161564479517,0.254689609457253,0.420246659815005,0.379900147928994,0.388468468468468,legitimate
