VK,HT,FT
97,87,-2147483648
97,71,144
99,101,351
101,76,389
80,88,322
65,135,272
67,96,378
73,86,183
69,149,249
78,71,204
84,101,233
69,106,288
32,83,194
82,72,144
69,105,172
71,105,310
85,72,212
65,134,186
8,133,600
76,66,525
65,96,254
82,80,402
32,100,189
69,80,160
83,80,201
84,84,128
65,104,44
68,85,263
73,98,233
8,84,910
79,79,447
32,72,117
71,74,387
69,96,177
78,80,264
69,99,427
82,72,215
65,109,335
76,95,240
32,56,60
188,102,795
32,74,198
72,80,1052
84,86,247
79,80,728
32,121,248
98,123,1069
97,5,195
111,80,856
72,70,1393
66,72,607
101,114,984
13,111,249
83,130,1086
79,81,142
76,86,207
73,54,239
67,79,288
73,79,190
84,103,275
79,97,588
32,79,300
73,97,408
67,123,336
32,74,197
67,96,271
79,92,194
78,96,255
32,16,248
71,88,268
65,113,168
83,120,225
84,89,175
82,90,184
79,106,511
69,75,153
78,69,120
84,96,256
69,86,68
82,87,103
79,63,518
76,96,207
79,86,184
71,3,438
73,112,344
65,118,319
188,80,746
32,65,164
82,115,139
69,97,108
65,158,379
76,74,183
73,96,215
90,92,267
79,80,159
32,71,240
67,83,249
79,71,286
77,65,238
73,80,215
8,75,551
85,72,1084
78,55,536
73,73,107
67,82,287
65,151,176
67,133,310
73,160,215
79,47,78
78,79,269
32,80,202
84,82,322
69,97,159
76,56,368
69,102,136
70,80,107
79,72,176
78,83,253
73,87,191
67,88,549
65,95,340
188,102,626
32,69,222
82,80,208
69,80,775
83,64,219
69,104,219
82,115,191
86,114,233
79,86,322
32,88,296
81,128,541
85,86,277
73,64,97
82,104,271
79,56,507
70,80,474
65,120,371
78,72,272
79,88,375
32,93,256
80,121,79
65,136,269
82,85,210
65,116,86
32,80,234
82,89,406
69,65,1
65,133,296
76,72,220
73,88,264
90,78,354
65,110,224
67,82,83
73,72,292
79,59,143
78,89,156
32,80,188
68,158,222
69,104,281
32,103,121
69,108,135
83,88,239
84,86,8
85,63,349
68,127,133
73,86,230
79,64,116
13,104,739
83,97,905
79,80,23
76,70,205
73,58,207
67,101,328
73,81,223
84,80,278
79,116,528
32,78,261
50,0,507
32,78,275
85,55,625
71,60,446
82,88,320
32,57,129
13,104,537
78,89,320
79,63,368
32,87,256
80,77,415
82,78,192
69,69,196
83,63,156
69,83,207
78,105,121
84,67,421
65,132,144
83,87,254
79,87,224
78,91,255
68,121,224
65,94,337
32,105,226
78,52,622
83,68,264
32,71,120
67,102,920
79,65,264
78,83,209
32,81,189
68,55,239
69,88,211
66,64,359
73,83,360
82,72,239
79,56,247
8,63,582
8,73,149
84,105,1014
79,91,40
32,72,214
83,105,674
65,78,256
78,83,210
71,128,420
85,56,127
73,80,204
78,96,272
79,98,373
76,64,205
69,88,277
78,88,294
84,87,256
79,72,442
32,97,189
72,74,557
8,74,632
32,88,813
84,63,735
65,108,195
32,64,250
49,107,524
48,72,290
48,80,142
111,96,1027
102,94,191
96,80,382
32,95,591
83,121,300
84,88,289
8,24,894
65,107,113
84,96,120
32,92,291
56,82,20
8,0,500
57,37,457
56,67,200
32,92,1396
