VK,HT,FT
97,79,0
96,64,248
99,104,232
97,64,184
80,73,3495
65,88,201
67,81,279
73,72,225
69,105,247
78,72,177
84,105,247
69,111,121
32,63,216
67,80,504
79,55,248
78,72,240
32,72,207
66,64,321
69,104,352
85,80,224
78,64,200
65,111,352
32,63,136
69,95,256
86,88,376
79,64,272
76,40,231
85,80,233
67,89,239
73,153,208
79,110,122
78,87,255
32,63,232
67,104,792
76,56,255
73,79,249
78,72,215
73,79,185
86,79,319
8,103,649
67,88,352
65,136,240
32,71,96
89,97,263
32,65,264
77,80,1512
69,120,320
74,47,385
79,63,528
82,105,279
73,81,200
65,96,392
32,64,193
68,73,167
69,64,232
76,49,240
32,55,273
68,96,1296
79,63,151
76,56,208
79,64,232
82,151,17
190,64,1272
32,64,255
13,151,537
69,95,728
83,105,295
32,56,273
68,96,335
69,62,225
83,97,231
67,72,353
65,105,159
84,88,441
65,80,183
68,71,257
65,104,288
32,47,192
76,72,472
65,129,143
32,57,144
80,72,496
65,89,176
84,135,401
79,64,343
76,48,240
79,71,193
71,80,328
73,73,423
65,136,200
32,48,561
67,88,312
79,71,216
82,112,248
79,65,207
78,72,272
65,104,280
82,112,329
73,71,256
65,119,248
190,80,19408
32,89,199
83,96,417
69,104,232
32,56,160
82,80,208
69,64,200
65,97,271
76,79,274
73,65,566
90,62,242
65,80,223
32,48,1232
84,97,480
67,88,552
32,73,160
68,96,336
69,104,200
32,72,216
67,104,240
8,113,928
84,128,1040
79,80,200
82,104,136
65,72,600
88,104,408
32,71,216
83,127,1016
79,48,264
8,232,744
73,136,776
78,87,232
32,81,102792
76,65,320
69,89,192
83,144,217
73,127,256
79,97,135
78,71,273
69,88,167
83,103,265
32,72,496
190,80,1656
13,192,2551
8,47,6065
72,71,2840
69,96,231
77,64,232
79,79,369
68,72,279
73,72,192
78,64,240
65,129,280
77,73,216
73,87,289
67,48,247
65,104,328
77,81,200
69,88,216
78,81,152
84,89,264
69,104,248
32,72,136
67,88,352
79,88,232
77,63,225
80,79,392
69,104,208
78,72,255
83,63,273
65,71,224
68,97,263
65,111,273
190,55,856
82,111,4904
8,88,4368
20,78,809
83,160,254
20,71,633
32,103,43775
84,168,408
82,88,120
79,71,625
80,80,191
79,72,208
8,72,1688
8,54,217
8,57,183
8,72,168
8,63,1176
8,88,4000
32,88,737
84,160,327
82,88,120
79,56,592
80,104,184
79,95,105
32,88,1079
109,79,984
32,54,4569
190,64,1351
13,80,25088
83,81,271
69,120,233
32,64,152
68,78,240
69,89,231
67,121,593
73,81,175
68,65,240
69,103,217
32,63,88
69,112,168
88,95,480
84,144,247
82,71,138
69,87,311
8,160,496
8,33,287
69,152,776
82,127,88
78,87,513
65,113,184
67,104,312
73,120,247
79,118,114
78,80,247
32,88,200
80,81,799
65,144,193
82,105,288
65,136,144
32,63,160
77,72,9256
65,72,288
78,48,336
69,71,240
74,56,423
79,73,1344
32,72,408
65,95,633
77,56,1464
66,71,184
85,64,400
76,57,375
65,80,209
84,72,240
79,73,479
82,113,256
73,103,185
79,96,87
32,72,353
80,88,1544
79,97,111
82,88,353
32,57,143
67,87,569
79,70,208
78,88,248
83,105,455
85,71,177
76,40,487
84,71,297
79,57,607
82,95,273
73,96,271
79,119,97
32,55,344
69,97,375
32,87,81
67,79,344
76,65,263
73,97,272
78,72,240
73,79,313
67,72,231
65,72,288
190,72,1464
78,73,3776
79,63,249
