VK,HT,FT
97,112,0
105,112,232
100,88,233
104,80,247
76,73,13136
65,136,184
32,64,137
80,104,527
65,104,136
67,96,392
73,88,264
69,80,176
78,80,160
69,128,232
84,104,25
32,72,287
69,79,137
83,95,263
32,80,168
69,88,192
86,72,344
65,73,176
76,64,368
73,64,232
8,120,576
85,88,368
65,104,136
68,72,328
65,73,208
32,105,152
80,161,352
79,48,161
82,104,191
32,56,176
73,96,5905
78,95,263
70,80,264
69,80,264
67,80,504
84,64,224
79,64,464
32,95,240
81,80,296
85,80,200
69,79,264
32,88,144
73,80,504
78,88,232
68,80,304
73,88,224
67,80,192
65,128,328
32,88,176
84,104,672
79,88,200
77,96,192
65,96,192
32,87,137
68,72,168
69,104,167
32,63,81
72,88,415
78,96,344
8,104,616
77,96,344
67,72,320
32,55,176
83,80,9232
73,80,144
32,72,248
80,88,816
82,88,216
69,72,208
83,64,216
69,81,200
78,79,192
84,96,280
65,80,184
32,89,168
83,88,328
73,88,216
78,88,200
84,89,264
79,80,464
77,88,208
65,88,144
83,112,208
32,80,120
73,88,568
78,80,224
70,64,280
76,80,352
65,95,168
77,96,232
65,105,112
84,88,328
79,89,488
82,97,255
73,127,209
79,112,144
83,111,408
32,72,704
68,72,352
69,96,192
32,87,81
73,89,295
78,86,184
70,64,384
69,72,328
67,55,289
67,96,159
73,161,144
79,110,121
78,71,223
32,72,184
69,79,200
78,80,392
68,55,264
79,64,248
86,86,378
65,65,157
83,64,217
67,72,312
85,72,288
76,73,287
65,88,129
82,80,312
190,96,1128
32,88,6128
78,88,280
79,87,232
32,81,223
83,105,289
85,72,232
71,80,280
73,82,366
69,88,170
82,65,192
69,104,184
32,80,168
65,113,224
78,64,184
84,80,240
73,89,671
66,80,313
73,64,376
79,104,176
84,80,288
73,80,416
67,95,240
79,65,192
83,96,232
32,88,376
84,96,512
69,96,120
82,80,136
65,94,289
80,80,471
73,96,160
65,88,144
190,80,40800
13,80,472
69,87,1728
83,95,224
32,64,224
69,80,200
86,80,304
65,88,207
76,96,601
85,97,287
65,87,233
68,96,751
79,64,217
8,145,503
65,113,288
32,56,521
8,55,3657
20,207,4295
76,80,272
20,135,136
65,96,536
32,81,143
80,80,449
65,88,96
67,104,319
73,87,169
69,112,167
78,80,201
84,96,240
69,96,112
32,96,216
69,88,175
83,103,225
32,96,280
69,103,512
86,88,344
65,97,135
76,56,401
85,96,240
65,71,104
68,56,247
65,97,224
32,71,137
80,129,519
79,72,137
82,89,231
32,80,137
67,88,408
65,88,121
82,103,88
68,71,335
73,80,480
79,88,184
32,72,320
8,80,1495
76,80,457
79,103,184
71,71,376
73,73,399
65,129,184
32,88,160
80,111,561
79,96,352
82,112,304
32,126,656
162,800,22208
86,55,400
80,127,3264
79,63,112
82,97,335
32,57,168
80,73,592
82,88,176
69,73,208
83,71,473
69,87,223
78,89,192
84,96,240
65,81,136
82,103,273
32,151,528
8,71,8176
80,80,1335
65,111,201
82,79,240
65,87,136
32,80,160
69,88,423
86,73,304
65,70,209
76,64,344
85,95,240
65,72,151
67,80,304
73,72,224
79,72,168
78,64,209
32,71,176
80,95,432
79,71,127
82,96,280
32,55,153
72,72,311
69,96,361
77,72,448
65,88,176
84,73,231
79,73,520
76,64,200
79,79,177
71,64,287
73,96,352
65,96,193
32,72,144
89,87,280
32,72,247
8,89,544
8,73,192
32,72,528
69,104,217
32,65,343
73,80,408
78,64,208
70,57,296
69,55,193
67,87,376
84,73,183
79,81,480
76,55,241
79,105,143
71,96,632
73,88,312
65,96,225
190,73,399
32,73,240
13,89,456
13,71,8185
67,103,592
79,71,352
78,80,232
84,73,255
73,88,457
78,97,231
85,88,400
65,112,216
32,72,208
73,87,825
71,88,415
85,96,360
65,112,161
76,79,216
32,87,248
190,79,3447
13,87,849
65,80,1215
70,88,304
69,73,224
66,80,336
82,104,273
73,88,280
76,81,263
32,105,264
188,97,1456
32,88,176
72,81,432
69,88,192
77,87,281
79,88,231
68,72,408
73,89,424
78,89,304
73,104,200
77,81,280
65,96,233
67,73,463
65,96,264
77,71,2089
69,96,208
78,79,175
84,97,280
69,103,105
32,80,199
67,72,256
79,81,240
77,81,192
80,88,352
69,80,208
78,71,321
83,80,343
65,57,248
68,64,265
79,72,160
78,72,3239
79,80,184
162,535,17257
86,66,295
78,88,13440
79,80,224
