VK,HT,FT
97,56,0
99,80,216
96,65,192
99,73,176
162,792,18033
86,63,495
46,95,2641
46,112,359
46,144,256
46,119,273
46,120,832
46,95,536
46,151,1200
46,97,319
46,159,1193
46,126,312
46,136,1240
46,120,431
46,118,1345
46,128,415
46,127,1521
46,135,424
162,399,14904
86,59,199
46,103,3617
46,128,311
46,103,257
46,95,208
46,135,1128
46,88,335
32,145,2272
46,176,1648
46,151,1585
46,151,1544
13,176,2007
32,103,10472
83,71,1009
69,80,199
32,73,168
8,56,896
8,63,208
8,65,344
80,65,656
65,112,352
67,88,328
73,73,208
69,104,240
78,64,144
84,120,248
69,94,89
32,97,215
67,104,1041
79,80,175
78,72,216
32,56,232
65,80,8360
78,81,272
84,81,296
69,81,168
67,88,296
69,80,224
68,80,184
69,72,176
78,80,128
84,96,248
69,80,136
83,87,224
32,88,240
68,113,96
69,96,208
32,62,41
72,88,32839
69,88,336
77,88,200
79,73,200
68,89,287
73,72,217
78,57,712
65,89,223
77,71,233
73,73,247
67,81,288
65,104,345
77,63,192
69,72,184
78,72,128
84,88,256
69,86,73
32,65,158
69,80,137
83,80,200
84,80,192
65,88,128
66,72,408
76,65,472
69,113,159
32,57,184
188,80,1177
32,57,168
81,88,872
85,80,248
69,88,168
32,80,208
73,55,920
78,80,1024
71,103,352
82,80,160
69,88,208
83,64,488
65,105,231
8,72,601
8,56,183
8,72,153
8,73,159
8,56,168
8,64,177
8,64,168
80,72,760
82,64,168
69,55,200
83,64,208
69,72,207
78,72,136
84,81,241
65,86,49
32,56,215
68,97,135
79,71,273
76,57,199
79,63,185
82,88,232
32,56,152
65,88,256
66,56,296
68,88,248
79,73,239
77,56,177
73,89,175
78,64,169
65,129,207
76,88,1016
32,73,312
89,80,1745
32,72,248
85,80,376
82,89,231
69,104,209
84,139,335
82,101,140
65,104,164
76,80,457
32,56,288
190,72,2008
32,65,191
13,64,289
67,96,408
73,55,200
8,72,536
85,80,424
82,97,184
83,89,479
79,95,169
32,48,272
73,81,847
84,73,536
85,64,241
32,48,255
69,95,209
78,56,208
32,56,168
84,66,263
84,73,152
79,64,505
32,55,248
67,112,672
79,80,240
78,65,287
32,64,209
79,64,1200
80,89,167
84,89,312
65,72,257
77,64,256
79,64,248
88,96,480
190,64,2328
13,135,304
32,47,2969
83,113,190
79,80,169
76,72,160
73,81,215
67,72,289
73,64,184
84,64,256
79,59,448
32,56,216
69,89,127
67,105,256
79,72,209
71,72,336
82,88,208
65,111,200
70,72,383
73,96,425
65,119,80
83,97,263
190,64,1161
13,80,256
32,63,2808
83,129,239
79,63,185
76,64,176
73,79,200
67,96,240
73,64,176
84,72,240
79,81,423
32,80,241
73,80,312
67,65,463
32,79,169
67,104,319
79,63,200
78,47,217
32,42,167
85,64,369
82,96,320
79,64,295
76,56,177
79,81,159
71,64,337
73,79,344
65,95,216
190,48,1335
162,431,8057
67,64,175
162,559,2049
86,64,255
8,56,4553
162,511,34648
86,49,294
162,647,19922
86,56,391
56,55,2552
190,57,18264
13,63,289
162,623,536
86,56,383
32,62,2601
69,111,136
78,80,199
32,71,121
84,72,1239
84,79,152
79,72,336
32,89,344
67,73,552
79,72,264
78,48,176
68,80,7160
79,80,216
76,80,168
79,73,176
82,89,112
32,40,168
