VK,HT,FT
97,87,-2147483648
8,0,168
98,72,885
96,83,221
98,80,349
104,65,258
83,104,416
69,111,259
32,71,160
82,88,295
69,97,359
76,92,592
8,64,1021
65,136,1298
76,80,267
73,102,282
90,98,74
65,105,209
32,78,168
73,88,500
67,137,343
32,76,176
8,127,1303
8,6,200
8,72,199
8,66,200
8,63,159
8,80,30
8,71,49
8,0,160
8,64,131
8,141,159
8,54,145
8,0,47
8,95,23
8,109,241
8,64,50
20,167,204
83,80,346
20,133,881
69,140,343
32,98,111
82,57,305
69,73,248
65,106,407
76,90,231
73,65,194
90,79,183
65,109,298
32,56,128
73,75,449
67,119,434
32,71,173
84,96,304
69,104,160
76,68,318
69,61,137
70,80,339
79,71,181
78,109,511
73,96,238
67,88,447
65,112,317
32,78,210
67,86,213
79,79,183
78,81,268
32,69,190
85,95,340
84,115,233
73,19,584
190,86,564
32,88,235
83,151,309
69,121,260
32,79,146
8,77,1031
8,66,191
8,0,184
83,96,560
69,112,61
32,73,113
65,80,254
71,29,266
85,83,373
65,106,177
82,98,289
68,25,223
65,106,166
32,68,268
68,76,168
73,86,619
83,104,216
80,80,244
79,72,152
78,92,223
73,73,19
66,80,458
73,88,367
76,86,239
73,64,248
68,139,248
65,107,224
68,76,22
32,72,91
68,103,168
69,73,168
32,123,152
67,102,272
65,127,12
77,72,192
65,116,77
190,81,778
32,78,299
13,127,555
83,106,1344
69,125,214
32,67,131
72,80,271
65,121,238
66,74,353
76,65,495
65,106,87
32,40,64
69,112,203
78,50,120
32,40,175
70,115,405
79,77,178
82,100,265
77,55,253
65,6,240
32,97,1029
80,104,509
69,88,247
82,96,170
83,111,400
79,61,183
78,80,299
65,128,192
76,80,298
32,60,278
67,85,199
79,72,240
78,74,223
32,112,239
69,92,659
76,89,245
32,65,223
20,118,913
68,89,272
82,98,183
20,118,306
32,72,230
20,120,774
86,48,302
20,168,625
69,86,278
76,92,264
84,103,340
82,80,208
69,87,2
8,80,1373
79,76,925
8,88,773
73,89,396
188,96,939
32,112,231
81,117,565
85,80,225
69,157,184
32,61,151
73,55,912
78,101,231
68,91,313
73,88,399
67,75,199
65,128,415
32,106,243
82,72,267
77,113,455
78,83,166
32,78,177
68,80,72
69,100,232
32,108,57
84,127,328
79,72,544
68,37,295
65,97,262
32,42,175
76,83,254
65,93,211
32,126,145
67,88,331
79,72,294
76,72,215
85,92,101
77,96,436
78,98,230
65,153,142
32,87,183
80,72,256
65,125,120
82,89,304
65,101,198
32,102,68
68,80,571
69,116,196
83,75,239
67,119,269
65,103,264
82,142,327
84,75,207
65,96,489
82,78,352
32,13,261
80,80,524
65,111,191
84,79,182
79,86,108
76,45,175
79,64,196
71,101,288
73,89,209
65,122,200
83,85,190
32,79,223
89,93,921
32,56,206
80,48,239
65,119,141
83,98,221
69,121,197
32,72,109
65,125,403
85,97,548
84,98,231
73,48,497
8,104,753
8,63,389
8,37,157
8,0,801
85,77,520
84,88,211
73,71,444
190,80,1297
78,89,223
79,93,228
78,53,440
79,87,407
