VK,HT,FT
35,219,-2147483648
36,753,528
33,214,777
8,192,896
34,444,296
33,637,686
35,386,436
36,422,539
144,116,568
97,63,133
103,99,346
99,65,274
105,165,329
80,112,542
65,136,154
67,112,336
73,55,216
69,123,165
78,75,214
84,137,264
69,104,207
32,92,231
81,124,326
85,80,1134
69,108,176
32,72,83
67,184,249
79,96,184
78,72,235
84,119,232
73,87,58
78,71,240
85,88,289
65,142,274
32,85,229
72,16,514
84,72,279
65,112,471
32,140,152
32,86,156
49,88,778
55,80,138
48,80,289
111,172,111
97,72,720
96,82,259
96,85,162
32,101,217
77,96,176
77,97,184
72,71,415
71,104,287
188,75,1241
32,73,208
37,0,48
37,0,49
37,0,49
37,0,49
37,0,49
37,0,48
37,0,49
37,0,49
37,0,49
37,0,48
37,0,49
37,0,49
37,0,49
37,0,48
37,0,49
37,0,49
37,0,49
37,0,48
37,0,48
37,0,49
37,0,48
37,0,48
37,0,48
37,0,49
37,0,48
37,0,48
37,0,49
37,0,49
37,0,49
37,0,48
37,0,48
37,0,48
37,0,49
37,0,48
37,0,49
37,0,49
37,0,49
37,0,48
37,0,48
37,0,49
37,0,49
37,0,49
37,0,49
37,0,49
39,0,30
46,136,367
8,100,192
20,128,261
80,117,674
20,143,151
65,139,264
67,128,328
79,73,270
78,88,248
32,64,207
80,18,512
65,87,166
82,88,136
69,18,216
83,64,240
84,220,314
69,80,97
83,112,168
73,98,164
65,19,185
32,88,180
69,124,370
78,81,177
32,40,175
82,29,169
79,113,119
83,75,136
84,87,180
82,78,329
79,80,488
188,80,435
32,84,202
67,104,564
79,51,189
78,64,272
8,119,690
8,78,195
8,72,206
71,104,781
76,72,567
65,84,204
83,75,229
71,114,473
79,21,531
87,39,596
32,37,400
49,104,555
53,78,416
111,63,624
49,104,649
53,112,276
190,72,521
32,122,190
80,120,472
65,72,231
67,95,352
73,92,249
69,63,166
78,72,120
84,95,17
69,113,166
32,79,147
83,120,222
85,88,279
77,66,264
65,83,157
77,56,162
69,120,232
78,71,144
84,97,310
69,106,142
32,81,177
68,69,161
69,95,215
77,95,512
65,49,71
78,86,200
68,114,199
65,96,274
78,72,386
84,105,252
69,88,238
8,88,599
188,88,61
32,56,184
83,102,312
69,99,193
32,70,98
76,56,395
69,88,208
32,68,280
69,80,184
88,99,586
80,96,581
76,89,167
73,74,198
67,142,248
65,112,160
32,135,185
65,128,305
32,101,54
32,131,359
76,69,407
65,104,200
32,59,162
70,80,614
65,86,416
77,71,228
73,87,227
76,62,271
73,115,217
65,103,142
32,64,169
69,129,558
8,84,888
8,63,499
32,104,491
8,81,632
32,137,542
81,94,327
85,15,164
69,80,183
32,71,32
69,79,161
8,88,67
8,0,277
32,104,572
8,110,1048
8,55,282
8,134,199
8,0,52
8,0,29
32,68,1013
81,103,263
85,80,285
69,88,168
32,81,136
69,60,232
76,62,282
32,68,239
68,104,174
69,79,198
66,81,256
69,100,171
32,97,136
80,80,380
69,129,151
82,52,199
77,104,208
65,124,74
78,92,225
69,95,171
67,80,275
69,82,126
82,82,199
32,89,88
73,65,295
78,88,230
84,104,245
69,72,199
82,79,160
78,89,445
65,74,170
68,102,272
79,104,160
32,54,280
80,119,280
65,88,176
82,72,240
65,131,147
32,112,120
69,96,343
83,80,233
84,92,160
85,64,483
68,115,416
73,96,192
79,170,135
190,24,1032
32,109,135
80,120,608
69,96,247
82,86,223
79,95,162
32,88,248
69,94,145
8,66,679
68,104,387
69,98,182
67,95,378
73,101,236
68,82,208
69,22,202
78,80,204
32,47,67
84,182,291
8,72,460
83,86,414
79,66,256
76,78,224
73,104,226
67,103,330
73,64,208
84,96,295
65,174,456
82,98,518
32,99,168
84,157,294
82,13,198
65,124,312
83,96,331
0,19,305
8,72,176
76,78,1008
65,88,207
68,87,247
79,133,46
32,63,88
65,106,542
32,22,0
79,89,608
84,71,176
82,95,208
79,72,570
32,94,279
83,114,321
65,108,173
78,92,255
65,106,136
84,64,198
79,89,454
82,88,160
73,88,213
79,112,339
190,83,268
32,72,264
80,56,592
65,147,109
67,88,453
73,88,54
69,103,191
78,88,160
84,112,268
69,95,112
32,64,191
68,93,292
69,96,160
77,81,120
65,50,70
78,87,217
68,96,176
65,164,243
78,26,416
84,88,302
69,72,216
