VK,HT,FT
104,112,0
100,113,820
101,92,371
8,83,2022
8,80,273
8,74,208
96,115,911
104,106,379
100,118,324
101,118,163
32,115,15283
68,124,1040
69,118,271
8,118,1569
8,95,234
8,92,185
32,153,1908
20,153,408
68,106,589
69,139,202
32,103,184
83,133,525
77,86,221
69,133,194
32,95,152
68,98,268
69,118,217
32,93,268
67,130,206
85,95,503
83,160,291
72,86,376
73,95,588
73,124,3256
78,93,400
71,129,475
32,122,1025
188,127,3755
32,118,295
72,142,1734
84,167,615
8,119,2275
8,70,260
8,90,191
8,75,309
39,125,2612
39,125,274
8,89,1048
8,80,280
188,107,2240
32,116,6878
56,92,472
48,107,500
32,109,4696
104,205,643
101,142,318
96,159,289
80,74,6792
65,122,245
67,107,661
73,92,292
69,96,322
78,98,186
84,112,226
69,116,280
32,107,157
81,113,435
85,95,238
69,118,243
32,95,140
67,113,600
79,93,337
78,110,300
84,136,692
73,98,338
78,107,257
85,101,386
65,134,271
32,96,281
67,156,446
79,112,267
78,107,323
32,138,223
68,127,703
79,93,243
76,63,229
79,84,185
82,141,166
32,89,226
65,148,332
66,124,378
68,148,383
79,96,272
77,127,289
73,118,229
78,107,234
65,156,278
76,102,598
188,93,446
32,104,280
68,104,2990
83,128,406
72,136,961
188,87,1498
32,90,314
8,180,5576
8,121,316
8,147,2084
8,104,289
8,78,217
32,121,2189
68,122,646
69,87,506
83,75,298
72,121,431
73,147,335
68,80,375
82,101,600
65,145,377
84,127,381
65,122,449
68,96,278
65,110,281
188,199,7200
32,107,415
80,95,801
82,109,200
69,67,271
83,87,257
69,107,220
78,130,209
84,125,203
65,125,472
32,124,224
69,104,2275
82,112,238
73,93,328
83,96,340
73,78,372
80,84,500
69,124,197
0,40,2456
8,113,753
76,93,1232
65,130,238
32,95,232
69,130,231
78,104,318
32,84,283
67,150,1329
79,83,358
68,104,288
79,90,320
32,182,632
32,136,5403
68,113,303
69,118,206
82,101,266
69,104,220
67,110,340
72,75,340
79,84,617
188,119,1406
32,124,241
85,87,5493
76,90,883
67,101,412
69,101,386
82,87,211
65,107,397
32,98,235
69,135,389
8,125,3061
69,124,1067
78,110,303
32,96,237
80,130,503
73,110,278
69,113,231
82,130,218
78,107,240
65,127,275
32,107,195
68,90,237
69,107,220
82,110,283
69,115,372
67,101,840
72,101,292
65,125,231
190,101,25159
8,101,26603
8,81,223
8,78,186
8,72,191
8,81,168
8,73,194
8,66,183
8,72,168
8,89,169
8,81,188
8,75,186
8,83,174
8,81,191
8,81,177
8,86,180
8,72,188
8,58,185
8,104,160
67,109,992
82,124,414
79,130,358
78,127,289
73,110,274
67,112,641
65,151,269
32,96,172
69,193,841
78,78,324
32,84,245
80,112,629
73,119,271
69,113,292
82,101,252
78,104,254
65,145,229
32,113,181
68,101,215
69,95,260
82,95,211
69,98,246
67,84,534
71,113,363
8,80,858
72,116,276
65,136,584
190,147,821
32,136,3659
65,131,15800
70,113,453
69,104,429
66,156,551
82,168,324
73,104,358
76,95,423
188,127,889
32,133,246
49,130,2030
48,99,386
48,110,183
8,113,2498
8,113,209
8,87,206
84,121,1218
65,125,263
32,104,189
49,107,595
48,80,341
48,90,185
32,90,357
8,112,23406
111,145,20285
54,109,2231
48,101,280
190,72,3215
13,80,509
83,113,1406
69,119,300
32,98,249
84,104,363
79,101,243
77,83,252
65,143,262
32,95,196
77,96,454
85,112,389
69,130,246
83,107,466
84,222,272
82,122,190
65,128,255
32,92,224
68,92,277
69,150,203
32,112,175
72,110,454
77,98,804
67,156,354
190,78,1101
32,147,400
88,154,3662
32,130,621
51,176,304
8,113,1001
50,148,309
190,173,3348
32,122,675
83,121,207
69,124,258
32,115,180
65,127,392
71,110,349
85,107,292
65,113,155
82,92,369
68,77,243
65,125,271
78,95,332
32,89,226
68,96,308
65,133,332
84,156,418
79,107,355
83,150,201
32,156,172
68,95,210
69,110,231
76,133,1978
8,93,992
32,165,343
76,95,478
65,142,306
66,127,710
79,124,558
82,124,234
65,101,421
84,110,426
79,87,243
82,168,803
73,218,252
79,241,121
32,159,483
69,113,784
32,89,192
73,110,365
77,81,283
65,110,332
71,124,346
69,136,209
78,121,332
69,106,192
83,145,257
68,171,3568
79,87,258
76,67,217
79,101,169
82,136,254
32,122,506
65,134,649
66,124,356
68,159,320
79,119,309
77,109,247
73,107,211
78,95,209
65,157,254
76,89,339
