VK,HT,FT
104,80,-2147483648
100,56,1178
101,71,203
8,43,1127
8,0,168
8,72,168
96,80,288
104,107,300
100,71,692
101,46,217
32,95,223
68,78,191
69,61,216
8,64,557
8,61,273
8,87,155
32,107,326
20,172,139
68,48,290
69,86,167
32,47,235
83,78,281
77,80,219
69,123,168
32,80,196
68,64,360
69,108,191
32,38,108
67,81,314
85,102,323
83,94,250
72,48,845
73,108,322
73,101,145
78,109,327
71,55,344
32,81,228
188,134,279
32,94,191
72,82,415
84,81,249
8,88,937
8,141,174
8,97,24
8,71,29
39,146,29
39,0,388
8,106,288
8,0,198
188,88,996
32,86,145
56,72,39
48,104,296
32,66,530
104,96,362
101,82,922
96,92,312
80,80,148
65,112,280
67,86,367
73,109,183
69,88,286
78,88,165
84,95,89
69,127,104
32,63,166
81,92,385
85,95,187
69,119,193
32,72,90
67,109,284
79,72,292
78,92,272
84,83,354
73,64,493
78,54,254
85,100,355
65,115,170
32,108,155
67,95,358
79,107,291
78,64,368
32,72,231
68,87,395
79,83,189
76,64,187
79,72,185
82,91,185
32,113,234
65,107,326
66,124,200
68,108,98
79,20,96
77,110,193
73,92,76
78,91,121
65,156,156
76,89,982
188,86,796
32,80,200
68,72,284
83,97,700
72,65,400
188,85,1137
32,80,264
8,128,1068
8,0,194
8,77,148
8,72,30
8,70,172
32,71,657
68,117,181
69,75,200
83,82,267
72,88,1272
73,78,475
68,98,256
82,56,236
65,128,384
84,69,88
65,21,625
68,72,418
65,97,302
188,63,615
32,56,204
80,95,1105
82,57,208
69,75,200
83,112,436
69,72,197
78,63,191
84,123,328
65,136,130
32,130,105
69,80,701
82,119,184
73,104,183
83,72,151
73,88,296
80,109,537
69,74,208
0,829,962
8,69,26
76,109,404
65,89,168
32,72,144
69,96,407
78,70,229
32,166,175
67,133,315
79,95,11
68,6,327
79,80,102
32,79,117
32,132,382
68,86,198
69,50,222
82,24,141
69,80,208
67,97,356
72,118,470
79,104,399
188,105,523
32,72,233
85,80,646
76,54,514
67,108,200
69,72,327
82,48,215
65,143,365
32,55,179
69,86,486
8,121,958
69,89,266
78,80,205
32,47,184
80,125,670
73,72,218
69,98,415
82,104,225
78,106,476
65,100,151
32,72,5
68,87,106
69,83,197
82,101,135
69,94,113
67,112,169
72,91,548
65,151,223
190,55,544
8,0,191
8,88,176
8,97,160
8,57,165
8,0,48
8,18,25
8,0,413
8,56,25
8,0,48
8,80,26
8,80,26
8,0,27
8,13,26
8,95,161
8,63,30
8,0,159
8,0,29
8,65,28
67,45,1436
82,122,284
79,95,223
78,83,272
73,87,227
67,103,153
65,96,236
32,64,175
69,98,323
78,69,375
32,88,280
80,72,188
73,147,247
69,95,167
82,87,326
78,89,471
65,105,157
32,71,112
68,87,1427
69,79,260
82,116,98
69,90,239
67,106,273
71,55,478
8,64,48
72,103,316
65,112,232
190,95,1471
32,72,262
65,107,281
70,118,428
69,85,258
66,79,328
82,150,209
73,83,350
76,66,146
188,115,184
32,126,246
49,80,325
48,84,262
48,68,176
8,57,159
8,56,25
8,148,216
84,76,771
65,104,165
32,90,322
49,102,811
48,63,48
48,66,168
32,65,342
8,152,579
111,80,816
54,64,381
48,64,319
190,64,1120
13,102,481
83,88,996
69,102,222
32,98,137
84,95,606
79,71,342
77,107,214
65,111,174
32,48,152
77,78,236
85,94,230
69,76,44
83,104,233
84,105,232
82,96,49
65,105,149
32,95,209
68,73,215
69,80,196
32,72,118
72,79,143
77,88,114
67,104,158
190,64,182
32,98,208
88,115,706
32,63,186
51,88,657
8,89,330
50,98,823
190,98,744
32,64,160
83,190,328
69,111,223
32,48,118
65,126,194
71,85,419
85,74,353
65,182,121
82,104,22
68,65,223
65,99,88
78,88,411
32,88,384
68,88,105
65,150,231
84,148,183
79,3,218
83,95,265
32,18,183
68,88,116
69,135,188
76,64,146
8,92,110
32,63,528
76,71,696
65,142,174
66,54,176
79,80,464
82,87,204
65,116,210
84,99,367
79,97,192
82,99,185
73,105,183
79,128,191
32,64,413
69,46,124
32,73,208
73,88,280
77,108,204
65,97,111
71,100,328
69,102,175
78,125,470
69,69,109
83,127,255
68,88,281
79,69,424
76,83,208
79,72,145
82,95,344
32,109,136
65,109,40
66,113,149
68,59,275
79,73,201
77,108,265
73,124,103
78,74,159
65,120,153
76,89,226
