VK,HT,FT
96,141,-2147483648
104,104,379
101,79,493
101,108,160
49,88,440
50,41,244
32,112,224
68,87,148
69,185,214
80,106,235
79,86,119
83,96,305
73,88,288
67,135,357
73,88,247
79,71,129
78,79,286
69,112,188
83,88,283
32,122,157
82,88,498
69,72,199
70,68,209
73,88,168
69,83,198
82,95,230
69,119,191
32,72,237
69,87,215
76,80,505
32,90,220
80,62,680
65,80,139
67,112,306
73,88,225
69,87,156
78,72,505
84,96,276
69,88,41
190,92,986
32,92,131
76,81,462
73,94,190
81,79,262
85,65,241
73,130,206
68,87,72
79,80,239
32,91,142
77,84,466
85,106,279
67,104,184
79,78,248
83,106,295
65,98,237
83,84,209
32,80,199
80,120,469
65,88,121
67,88,334
73,106,261
69,107,200
78,88,240
84,96,276
53,74,106
69,72,160
32,116,144
8,0,1320
8,56,501
8,68,150
69,117,880
8,121,608
8,0,500
8,90,192
8,75,170
8,0,1
8,0,167
8,0,74
20,174,796
65,81,382
67,95,320
73,111,266
69,95,224
78,44,193
84,85,268
89,81,260
69,96,200
32,115,45
77,81,491
65,115,162
83,56,243
67,83,201
85,80,281
76,72,335
73,98,225
78,72,184
79,86,250
32,84,267
68,88,120
8,80,949
67,112,1266
79,119,247
78,64,263
32,103,222
68,119,205
69,140,212
80,88,308
79,80,129
83,104,543
73,26,220
67,72,432
73,64,184
79,115,131
78,95,146
69,107,184
83,79,225
32,101,116
68,72,103
73,80,122
65,104,201
82,103,378
82,72,386
8,112,1325
82,95,1088
69,96,221
73,78,311
67,72,203
65,97,352
83,104,255
32,71,159
67,117,265
79,68,246
78,64,239
32,60,169
80,63,460
69,83,234
82,129,178
68,81,197
73,97,285
68,116,206
65,189,223
32,92,139
68,101,937
69,49,244
32,64,66
77,77,623
73,78,241
8,95,1046
85,79,409
67,112,282
79,65,239
83,107,191
65,88,208
8,88,709
8,64,152
8,68,259
85,83,307
83,129,233
188,65,799
32,58,289
65,103,281
67,138,329
79,88,305
77,111,192
80,80,342
65,88,208
0,122,233
65,82,208
68,63,232
79,88,224
32,56,255
68,100,286
69,45,162
32,66,117
70,92,609
73,109,288
69,80,148
78,88,248
8,84,1152
66,1,403
82,87,250
69,137,192
32,65,199
68,80,568
69,91,170
32,124,133
53,85,465
8,56,248
8,0,152
8,75,49
8,0,29
32,104,1062
68,80,154
69,114,231
32,62,144
53,78,109
32,171,969
83,92,297
69,120,235
77,81,494
65,112,266
78,90,357
65,105,150
83,104,272
32,111,120
68,107,40
69,80,182
32,99,29
69,97,25
86,81,434
79,78,273
76,83,208
85,101,323
67,78,278
73,94,171
79,134,133
78,92,243
188,96,549
32,101,160
72,64,78
65,106,109
67,109,91
69,80,32
32,88,127
50,22,218
52,88,916
32,42,184
72,72,1278
83,79,312
190,86,521
32,103,149
13,84,793
83,96,100
69,104,237
32,90,248
84,119,399
79,42,507
77,84,215
79,132,170
32,79,192
77,36,492
85,102,307
69,30,39
83,96,232
84,120,263
82,86,150
65,101,87
32,89,214
68,89,215
69,97,184
32,114,160
8,51,1328
8,76,215
8,72,24
80,68,55
65,124,346
82,88,275
65,136,136
32,72,186
82,87,225
69,97,191
65,109,356
76,49,101
73,80,223
90,88,224
65,110,312
82,127,382
32,98,236
67,96,528
79,87,116
80,72,222
82,135,237
79,36,409
67,77,381
85,80,131
76,72,288
84,120,304
73,90,282
86,125,398
79,83,352
13,80,1457
83,72,1384
69,96,207
32,72,152
82,78,160
69,96,194
65,112,272
76,97,295
73,66,209
8,70,1398
73,104,807
90,78,190
79,83,244
32,88,119
76,32,387
65,120,161
66,64,451
79,87,464
82,87,130
65,103,424
84,79,445
79,89,192
82,151,313
73,101,166
79,112,230
32,107,759
188,56,1045
32,20,199
81,100,387
85,80,283
69,112,184
32,80,136
78,75,515
79,99,206
32,80,275
77,83,176
85,87,279
69,88,182
83,96,465
84,79,116
82,111,184
65,69,144
32,66,219
65,92,32
76,89,235
84,79,224
89,63,279
8,75,641
69,28,195
82,93,123
65,152,371
67,80,300
73,72,248
79,135,80
78,102,303
32,96,37
69,124,177
78,78,174
32,107,168
83,87,9
85,78,288
83,119,313
32,63,492
80,80,472
65,80,136
82,72,364
65,104,85
77,106,405
69,101,232
84,85,293
82,36,253
79,57,513
83,55,279
190,80,1068
111,95,368
32,107,446
76,89,368
69,78,195
85,101,224
67,79,562
79,118,244
67,88,280
73,176,222
84,153,256
79,88,416
83,95,268
32,3,175
69,110,515
78,92,105
32,89,139
77,80,178
65,97,117
84,88,157
69,106,122
82,80,201
85,63,367
73,114,146
8,138,1330
8,107,183
73,130,897
65,134,232
32,95,183
70,72,335
69,105,242
67,63,305
65,88,448
76,76,120
190,88,454
32,100,300
32,63,296
83,107,121
69,127,193
32,72,41
83,88,246
79,95,169
76,56,227
73,74,197
67,102,255
73,50,219
84,101,401
65,155,202
32,81,131
82,108,40
88,114,906
32,72,208
65,119,168
66,71,405
68,150,240
79,80,219
77,106,216
69,95,286
78,79,186
32,64,224
89,105,260
32,58,224
69,42,204
67,114,249
79,98,91
71,88,336
82,46,231
65,111,151
70,91,334
73,88,415
65,78,209
32,57,171
65,146,149
66,88,250
68,105,105
79,80,99
77,71,221
73,91,233
78,108,142
65,136,191
76,88,133
190,69,1327
13,86,474
69,110,320
78,92,213
32,56,200
69,79,275
76,88,162
32,41,210
68,114,206
73,104,810
65,105,219
32,101,180
68,81,172
69,5,108
32,72,95
76,72,367
65,93,163
32,81,102
68,89,1381
8,80,691
70,81,426
69,120,254
67,100,324
72,84,428
65,147,177
32,48,144
83,77,71
79,87,300
76,56,176
73,18,191
67,94,256
8,72,680
8,104,169
8,0,171
8,0,189
8,0,227
188,88,1445
32,115,209
65,52,135
76,82,224
32,112,301
69,80,327
67,120,289
8,84,655
88,101,628
65,14,247
77,81,198
69,117,138
78,81,168
32,72,197
70,96,500
73,79,202
83,118,232
73,88,304
67,87,278
80,80,169
79,112,78
8,144,1347
8,72,711
79,79,826
32,72,247
188,17,703
32,80,185
80,72,481
65,103,152
67,128,260
73,87,233
69,96,261
78,80,120
84,110,272
69,86,154
32,86,145
76,94,1411
85,89,302
67,128,622
73,80,237
68,62,232
79,96,231
188,100,1213
32,8,217
71,88,645
76,103,432
65,124,43
83,61,319
71,112,604
79,80,426
87,120,606
32,64,60
49,101,642
53,68,502
111,80,1202
49,1,409
53,143,397
188,73,1410
32,89,225
32,72,582
84,88,352
67,113,325
32,99,214
51,103,746
55,88,266
106,82,297
50,64,499
188,71,1090
32,104,136
84,83,182
65,96,650
32,98,143
49,84,763
49,94,257
48,99,248
111,96,870
54,98,381
48,67,289
32,95,372
65,114,125
66,71,818
68,82,262
79,80,239
