VK,HT,FT
97,51,-2147483648
99,100,351
160,322,679
190,86,196
99,114,827
96,126,176
83,75,207
69,116,208
32,96,104
82,64,207
69,64,192
65,96,414
76,95,182
73,64,233
90,80,197
65,137,274
32,80,129
84,102,561
67,112,321
32,100,5
68,100,354
69,98,224
32,62,79
84,127,463
79,96,280
82,24,163
65,95,469
88,129,690
32,72,129
188,112,688
32,132,233
69,95,315
67,136,349
71,72,127
32,111,244
89,80,438
32,87,206
76,111,272
65,121,244
66,65,283
79,71,427
82,60,193
65,100,420
84,118,297
79,91,387
82,88,250
73,74,217
79,79,120
190,12,467
32,104,263
69,76,79
65,144,706
8,80,935
8,65,256
8,98,203
8,0,168
32,103,1041
83,84,308
65,97,344
84,45,162
160,373,672
53,91,65
32,93,240
57,92,622
55,96,211
32,87,223
32,104,118
8,80,890
13,64,422
84,88,258
67,113,382
32,99,209
68,97,906
69,72,184
32,54,77
84,105,797
79,20,534
82,145,155
65,90,421
88,110,399
32,102,218
78,80,262
79,82,248
32,14,247
80,47,425
82,72,204
69,71,234
83,68,208
69,103,57
78,18,54
84,89,230
65,174,116
32,65,187
70,96,561
88,120,390
32,121,144
67,112,777
79,81,282
83,88,258
84,64,105
65,106,144
76,82,10
32,55,187
188,100,1448
32,88,201
76,112,400
65,158,279
77,83,411
73,80,219
78,72,191
65,134,190
32,108,218
68,80,284
69,99,217
82,81,82
82,94,168
8,83,766
8,0,230
8,0,272
8,0,47
8,0,184
32,12,652
76,99,479
73,80,217
81,78,416
85,64,90
73,110,152
68,103,320
79,80,239
32,91,159
80,96,400
76,103,217
69,87,196
85,80,304
82,97,238
65,142,146
76,96,263
190,96,1299
32,66,941
13,80,291
83,109,305
69,118,23
32,83,18
73,94,108
78,99,165
68,94,411
73,76,229
67,82,341
65,122,323
32,88,171
65,112,309
8,72,1282
69,119,856
88,81,456
84,112,216
82,78,120
8,71,607
69,95,939
82,89,193
78,65,459
65,83,212
67,112,359
73,184,142
79,14,125
78,80,207
32,105,192
89,89,460
32,106,248
83,92,148
69,123,208
71,79,379
85,89,484
73,60,225
77,73,203
73,104,385
69,104,159
78,21,144
84,119,263
79,63,199
32,81,302
80,142,767
79,68,127
82,96,294
32,89,169
67,100,359
79,77,199
78,73,246
83,137,446
85,72,181
76,83,412
84,102,324
79,88,185
82,93,216
73,64,107
79,105,179
32,100,295
69,93,338
88,92,299
84,142,5
69,112,184
82,61,196
78,42,434
79,101,224
190,63,992
32,64,282
8,53,983
8,63,214
32,112,520
68,130,270
69,80,185
32,136,205
67,82,284
76,113,260
73,133,239
78,80,245
73,72,183
67,80,588
79,77,252
8,42,1222
65,112,277
32,72,224
77,74,385
69,79,189
68,114,296
73,88,179
67,102,201
65,129,408
190,70,527
32,63,248
72,78,267
69,3,232
77,72,301
79,88,170
68,99,132
73,87,208
78,72,317
65,109,240
77,90,256
73,88,120
67,68,430
65,148,377
77,80,222
69,88,224
78,82,128
84,32,257
69,69,93
32,112,146
69,87,167
83,104,197
84,112,196
65,139,125
66,65,321
76,89,511
69,129,205
190,56,1173
13,68,406
13,84,395
13,71,551
8,109,191
8,84,26
8,55,150
8,89,501
8,55,48
8,80,26
8,0,164
46,104,30
46,136,248
46,104,30
46,0,173
32,48,160
65,88,207
73,72,184
78,89,576
69,37,247
83,88,216
32,77,111
89,80,333
32,106,223
80,72,524
65,96,142
85,74,444
84,93,188
65,111,95
83,104,179
32,77,160
68,95,161
69,95,179
32,86,152
65,155,177
76,95,142
65,118,141
82,98,257
77,86,466
65,100,202
190,62,1089
70,96,728
8,112,835
32,109,983
84,104,338
88,115,657
32,117,178
68,74,372
69,71,201
32,120,82
84,89,321
79,81,556
82,36,61
65,89,411
88,34,534
