VK,HT,FT
97,79,0
103,112,232
96,96,288
103,89,552
80,88,119471
65,63,281
67,79,352
73,87,232
69,112,263
78,88,184
84,121,279
69,153,153
32,88,176
81,129,840
85,80,248
69,120,240
32,48,96
8,94,2817
8,88,359
8,96,176
8,0,160
8,0,500
8,0,26
8,0,24
8,0,25
8,0,26
8,0,25
8,0,26
8,0,23
8,0,25
8,0,26
8,0,25
8,0,26
8,0,25
8,0,26
8,14,25
83,97,523
69,129,224
32,64,129
82,81,199
69,72,200
65,112,296
76,49,176
73,81,232
90,81,200
65,104,216
32,78,49
32,79,7455
84,96,256
67,104,497
32,56,215
68,97,144
69,129,224
32,62,113
84,89,343
79,81,280
82,87,169
65,121,415
67,120,480
8,143,761
88,136,895
32,103,232
67,136,632
80,104,296
8,88,712
8,161,1576
81,120,864
85,88,304
69,121,200
32,64,152
77,72,457
85,105,294
69,96,153
83,96,224
84,88,289
82,65,230
65,120,353
32,112,280
77,80,2432
65,97,256
67,96,432
8,151,2993
8,113,271
8,129,256
78,71,736
65,128,304
67,145,440
32,105,304
72,80,4336
69,120,240
77,81,424
73,120,256
84,128,400
79,80,312
82,96,208
65,137,352
88,113,448
32,88,152
68,96,264
69,96,208
82,104,192
69,112,208
67,120,368
72,119,249
65,144,223
190,79,704
32,72,288
8,160,2352
8,81,295
8,80,241
79,87,736
190,72,856
32,64,296
32,71,2488
83,128,320
8,168,712
80,88,1072
65,97,216
67,88,336
73,88,208
69,88,280
78,88,152
84,94,281
69,85,90
32,89,165
65,112,256
70,95,449
69,87,263
66,88,383
82,87,209
73,97,503
76,80,297
188,88,1272
32,88,192
72,80,1288
69,105,200
77,80,328
79,80,312
68,112,248
73,94,241
78,87,303
65,120,224
77,65,192
73,80,392
67,96,368
65,89,343
77,95,281
69,112,232
78,55,216
84,96,288
69,111,305
32,49,174
69,88,2713
83,104,256
84,105,320
65,98,535
66,73,289
76,73,583
69,120,241
188,192,752
32,72,480
84,112,2664
79,80,464
76,88,208
69,97,183
82,72,209
65,104,312
32,72,152
68,81,232
69,71,232
67,97,295
85,72,313
66,64,488
73,72,496
82,97,223
8,105,1257
84,128,432
79,72,160
190,88,1144
32,55,304
83,98,3912
65,126,265
84,81,751
32,88,233
57,66,751
54,87,968
111,112,1168
66,49,2207
72,64,1096
79,56,633
67,112,384
51,104,1848
8,55,1655
8,64,201
8,71,184
8,73,183
8,88,169
78,48,600
32,47,1
8,120,1015
8,96,632
32,104,448
72,79,712
67,105,1847
79,64,616
51,103,1553
32,112,1064
98,56,1496
102,90,280
32,104,880
69,89,815
88,105,368
32,64,184
66,71,401
65,96,240
83,95,216
69,121,215
32,97,288
107,104,1385
99,87,608
32,97,1455
80,80,889
72,88,1448
32,80,320
103,80,1640
110,129,367
100,72,432
32,97,720
80,89,1832
79,56,2921
50,152,663
32,112,265
103,79,792
102,79,616
32,87,2712
80,80,1015
67,152,593
79,73,447
50,136,745
32,89,487
98,89,712
103,64,344
190,64,4857
13,80,480
67,104,944
79,79,312
78,89,271
84,89,360
73,88,512
78,57,256
85,88,345
65,112,328
32,63,409
67,113,414
79,81,224
78,73,272
32,47,216
84,80,312
84,72,169
79,71,552
32,64,263
65,81,328
84,89,369
66,89,511
190,65,632
32,55,217
78,57,3271
79,55,369
