VK,HT,FT
97,147,0
101,148,1772
100,118,224
99,121,435
80,121,11009
65,136,375
67,147,355
73,125,220
69,133,307
78,110,143
84,144,274
69,176,101
32,113,312
8,0,3787
8,0,501
8,0,48
8,0,49
8,0,49
8,0,48
8,0,48
8,0,49
8,0,49
8,0,48
8,0,48
8,0,48
8,0,48
8,12,49
20,235,794
80,179,308
20,202,230
8,144,1502
20,200,841
80,133,321
20,137,77
8,220,1127
20,119,408
80,109,839
8,115,910
20,182,388
80,124,381
20,183,260
65,128,655
67,179,329
73,112,201
69,135,265
78,141,194
84,127,268
69,121,49
32,127,237
8,0,11394
8,0,500
8,0,49
8,0,49
8,0,48
8,0,48
8,0,48
8,0,49
8,0,49
8,0,48
8,0,48
8,0,48
8,0,48
8,0,50
8,42,48
80,115,818
65,81,203
67,121,316
73,100,163
69,124,170
78,77,212
69,103,179
84,93,28
32,95,223
72,81,384
69,106,188
77,98,285
79,104,216
68,100,257
73,103,268
78,112,250
65,182,491
77,101,263
73,127,271
67,98,359
65,138,317
77,98,160
69,132,265
78,112,171
84,125,280
69,115,111
32,106,163
67,141,307
79,101,180
77,83,234
80,121,250
69,118,377
78,109,242
83,90,276
65,101,226
68,106,248
79,115,214
32,165,951
190,71,6448
32,138,213
69,110,5657
88,119,308
32,118,209
70,118,527
73,106,240
83,168,276
73,100,318
67,121,356
79,101,239
32,81,316
160,291,875
190,99,123
32,84,215
82,123,1251
69,115,319
66,89,647
32,95,259
190,92,1398
32,115,160
77,101,487
85,86,732
82,176,441
77,95,380
85,95,322
76,100,430
76,104,156
79,87,185
32,115,237
86,115,330
69,101,271
83,121,251
73,113,208
67,103,217
85,98,276
76,97,351
65,127,122
82,141,374
32,126,166
68,135,1165
73,78,151
83,104,182
77,89,571
73,97,205
78,97,148
85,87,341
73,112,231
68,98,225
79,89,248
32,101,250
71,141,507
76,109,246
79,103,222
66,89,345
65,101,336
76,90,179
77,78,285
69,124,319
78,106,180
84,123,282
69,147,208
190,75,647
32,107,227
82,69,630
79,92,518
78,95,256
67,103,382
85,109,202
83,119,319
32,84,180
68,100,120
73,104,327
83,110,217
69,138,294
77,92,202
73,109,203
78,92,213
65,110,205
68,123,266
79,83,214
83,121,165
190,115,522
32,106,239
83,110,1820
79,101,214
76,104,205
73,103,237
67,110,1734
73,103,636
84,98,202
79,100,493
32,126,242
69,109,336
65,107,439
66,141,473
190,83,471
32,107,187
32,86,2572
13,98,2791
83,78,470
65,101,214
84,89,154
32,109,262
67,138,704
79,118,464
78,98,413
32,98,194
79,98,2583
50,154,598
32,110,269
32,113,2464
65,161,226
32,78,143
50,95,989
32,81,179
76,92,219
73,109,240
84,98,256
82,92,188
79,104,501
83,133,299
32,92,152
160,414,667
57,79,88
57,76,176
32,101,394
8,190,997
8,75,454
8,98,165
32,92,877
57,92,840
57,109,160
160,228,2671
53,84,95
190,112,1089
32,126,291
32,106,1692
57,92,1085
49,104,413
32,80,163
70,92,785
67,92,225
32,109,248
111,90,918
8,98,2487
8,104,214
8,100,214
8,86,843
20,142,512
70,118,1048
67,104,143
32,98,1396
111,70,584
32,92,1794
32,159,8618
8,132,4238
48,101,820
84,127,55192
65,173,269
32,99,161
49,140,323
50,159,1028
48,121,164
32,95,363
111,136,579
104,133,1281
96,133,335
77,107,1541
77,101,180
8,116,937
8,110,215
20,197,795
77,95,373
77,126,154
72,109,488
71,150,1020
13,63,2376
