VK,HT,FT
97,78,-2147483648
104,93,280
97,81,151
104,71,580
80,153,791
65,104,149
67,109,357
73,95,210
69,101,144
78,88,136
84,112,353
69,100,71
32,80,120
69,95,187
78,73,519
8,80,496
8,64,419
81,88,494
85,65,166
69,119,184
32,71,128
83,104,392
69,88,227
32,73,88
82,88,207
69,72,200
8,112,787
8,166,328
8,0,210
8,0,26
8,77,410
8,0,230
8,0,26
8,0,167
8,0,26
8,0,25
8,63,30
8,55,26
8,61,25
8,0,26
8,89,25
8,0,160
8,73,185
8,0,210
8,0,25
8,57,30
8,80,24
8,64,168
8,0,29
83,80,613
69,79,192
32,72,132
82,73,331
69,62,190
67,96,296
73,76,210
66,72,346
69,105,174
32,70,136
76,58,461
65,83,212
66,49,351
79,71,433
82,87,300
65,117,414
84,75,324
79,89,1074
8,64,1427
8,104,340
8,72,232
8,64,150
8,83,131
8,78,160
8,0,25
8,92,28
82,96,717
69,94,224
83,103,220
85,75,1313
76,80,434
84,80,569
65,117,138
68,80,293
79,72,207
32,115,897
68,28,254
69,117,149
32,64,135
76,62,243
73,80,250
81,130,1066
32,110,167
68,88,132
69,75,199
32,86,136
80,64,472
85,47,352
78,72,507
67,89,330
73,81,208
79,164,134
78,126,204
160,394,1016
190,88,119
32,56,434
162,728,925
160,249,1214
86,116,434
32,80,219
13,60,799
68,80,207
88,103,723
32,77,177
80,110,455
82,87,208
69,86,192
83,43,188
85,97,139
78,92,263
84,88,757
73,88,512
67,45,280
8,96,600
86,120,424
79,69,260
160,389,1357
77,80,344
8,160,615
160,394,731
190,12,11
32,38,207
77,96,793
69,105,169
78,105,167
73,99,415
78,80,280
71,80,344
85,56,463
73,56,209
84,67,319
73,90,338
83,104,189
32,73,262
8,80,647
8,0,234
8,57,30
8,63,203
8,70,168
8,82,29
73,79,593
84,78,355
73,83,482
83,92,152
32,73,258
86,95,169
73,86,596
82,79,263
65,87,153
76,80,256
13,81,554
80,77,948
65,80,187
67,113,266
73,88,248
69,112,223
78,92,551
84,80,247
69,79,121
32,92,147
81,108,604
85,80,203
69,115,174
32,86,134
80,72,1106
8,65,681
8,0,208
78,94,1040
8,80,1128
32,95,754
80,64,499
69,64,206
82,74,199
77,80,231
65,147,229
78,91,119
69,1,73
67,104,305
69,83,250
32,98,21
67,113,666
8,151,590
70,88,880
69,96,85
66,80,334
82,82,218
73,84,539
76,77,296
190,88,1222
32,47,858
190,75,558
13,80,525
65,165,1031
71,110,269
73,71,312
8,83,461
8,88,230
8,60,174
8,0,198
32,118,1285
83,109,207
69,118,192
32,79,171
68,72,231
69,73,192
82,121,102
73,176,146
86,137,473
65,82,126
32,124,199
65,166,262
32,99,40
85,64,337
84,88,232
73,71,489
8,80,1231
20,194,586
83,104,526
8,100,1102
32,126,989
65,132,132
71,97,458
85,72,316
65,80,110
82,57,260
68,82,170
65,101,99
32,65,216
67,100,420
65,88,670
77,88,152
65,118,109
32,30,1299
69,95,276
78,78,221
32,86,152
85,86,639
84,86,291
73,69,552
8,80,416
8,104,214
8,65,175
8,129,1118
8,55,176
8,14,188
70,72,204
69,95,240
66,72,379
82,112,257
73,101,322
76,64,251
32,103,117
80,71,466
69,67,178
82,82,160
83,56,444
73,69,214
83,116,139
84,87,424
82,105,163
69,114,183
78,174,120
84,123,324
69,122,325
8,0,621
8,84,264
8,0,160
8,183,429
8,78,184
8,0,167
8,0,34
83,104,623
84,80,159
69,79,205
78,83,272
77,88,197
84,81,520
69,80,282
8,159,650
8,0,317
8,72,176
8,157,169
78,70,1180
84,96,240
69,86,183
