VK,HT,FT
97,54,-2147483648
105,78,252
100,96,262
104,79,392
76,87,200
65,81,200
32,72,77
80,96,495
65,88,225
67,89,334
73,69,193
69,112,181
78,72,201
69,110,49
84,93,5
32,69,215
69,64,896
83,80,289
32,102,169
69,100,191
86,114,369
65,79,132
76,7,390
73,90,239
8,159,707
85,72,520
65,98,232
68,81,189
65,129,274
32,111,137
80,107,352
79,47,120
82,95,179
32,79,128
73,104,221
78,81,245
70,96,288
69,101,218
67,72,304
84,92,221
79,110,505
32,61,9
81,104,394
85,116,152
69,116,205
32,90,101
73,94,523
78,12,217
68,90,311
73,96,240
67,72,200
65,169,391
32,135,186
84,70,370
79,84,387
77,95,243
65,96,177
32,88,137
68,72,1325
69,86,225
32,97,104
72,72,180
78,73,207
8,74,736
77,112,318
67,89,704
32,144,176
83,96,860
73,98,174
32,19,223
80,86,1129
82,64,232
69,84,979
83,69,320
69,98,162
78,84,174
84,110,226
65,104,166
32,71,307
83,94,313
73,80,153
78,90,156
84,88,282
79,63,622
77,98,208
65,72,71
83,63,330
32,80,0
73,89,295
78,88,209
70,96,280
76,95,171
65,104,224
77,71,240
65,88,70
84,120,396
79,86,347
82,111,256
73,134,233
79,112,121
83,109,150
32,88,175
68,73,313
69,77,200
32,87,81
73,109,240
78,100,387
70,80,483
69,118,60
67,79,461
67,87,174
73,86,240
79,102,153
78,96,286
32,88,199
69,111,20
78,73,296
68,146,201
79,63,208
86,89,116
65,182,151
83,101,209
67,74,252
85,64,485
76,74,266
65,127,212
82,89,272
190,79,693
32,63,219
78,63,768
79,55,144
32,116,280
83,87,292
85,88,214
71,101,351
73,79,295
69,103,419
82,74,348
69,95,210
32,89,160
65,112,214
78,85,360
84,97,281
73,89,552
66,64,296
73,127,156
79,88,169
84,88,632
73,100,480
67,71,376
79,65,248
83,95,238
32,118,852
84,80,480
69,86,159
82,72,114
65,80,312
80,102,376
73,91,236
65,150,195
190,51,446
13,71,269
69,84,489
83,80,270
32,116,251
69,109,467
86,102,313
65,88,148
76,71,264
85,80,255
65,90,139
68,110,238
79,64,248
8,71,377
65,112,784
32,81,288
8,159,1142
20,102,335
76,89,255
20,189,1
65,81,659
32,109,175
80,128,200
65,84,203
67,89,449
73,72,194
69,96,53
78,84,188
84,104,241
69,92,154
32,106,183
69,109,2
83,112,223
32,84,197
69,86,191
86,114,336
65,97,174
76,115,457
85,64,295
65,88,129
68,93,216
65,26,273
32,101,144
80,142,302
79,50,156
82,214,292
32,85,141
67,144,85
65,143,818
82,3,186
68,127,833
73,88,336
79,72,168
32,95,109
8,105,783
76,64,1388
79,75,151
71,95,355
73,88,208
65,162,402
32,105,143
80,132,1173
79,96,128
82,114,231
32,88,192
162,997,928
86,54,117
80,95,816
79,101,144
82,96,239
32,127,162
80,80,3
82,101,211
69,80,224
83,111,670
69,21,192
78,64,144
84,86,208
65,87,108
82,88,159
32,34,568
8,77,759
80,105,346
65,79,264
82,72,367
65,131,277
32,55,205
69,86,263
86,73,355
65,96,184
76,72,355
85,43,309
65,75,121
67,114,311
73,81,522
79,106,30
78,99,336
32,89,41
80,101,554
79,103,151
82,72,110
32,112,176
72,84,1182
69,86,121
77,73,484
65,97,61
84,50,316
79,85,437
76,70,184
79,71,189
71,65,290
73,88,144
65,111,209
32,78,89
89,80,924
32,71,264
8,88,863
8,55,216
32,127,415
69,88,236
32,56,207
73,104,448
78,88,200
70,74,265
69,80,201
67,97,191
84,86,215
79,72,552
76,38,214
79,78,175
71,100,303
73,91,243
65,116,165
190,61,854
32,85,242
13,89,1102
13,95,920
67,96,777
79,72,233
78,71,232
84,70,287
73,85,521
78,77,111
85,88,345
65,97,188
32,72,112
73,95,661
71,21,352
85,48,392
65,96,109
76,80,177
32,64,271
190,95,564
13,96,570
65,103,1181
70,96,303
69,104,270
66,72,331
82,64,262
73,69,516
76,89,215
32,71,213
188,97,647
32,83,174
72,72,278
69,88,203
77,72,301
79,82,368
68,73,253
73,79,266
78,81,196
73,105,707
77,81,151
65,96,119
67,88,571
65,104,316
77,64,450
69,126,215
78,83,198
84,96,257
69,104,257
32,64,181
67,104,272
79,95,186
77,105,227
80,89,392
69,97,207
78,95,379
83,80,323
65,84,245
68,71,290
79,63,255
78,72,303
79,106,408
162,1032,566
86,72,494
78,89,239
79,99,181
