VK,HT,FT
97,80,0
102,129,167
97,89,272
96,79,201
80,80,21127
65,89,176
67,113,272
73,80,233
69,96,272
78,72,120
84,79,224
69,111,32
32,81,183
83,105,280
73,63,217
78,64,192
32,80,168
68,96,152
79,48,240
76,65,255
79,72,185
8,64,1368
8,71,168
8,73,183
8,0,169
8,0,500
8,0,24
8,0,26
8,0,24
8,0,25
8,0,25
8,0,25
8,0,25
8,0,26
8,12,24
8,81,147
8,64,225
8,73,207
20,136,937
20,159,616
80,71,384
20,80,199
65,88,3481053
67,103,337
73,80,199
69,80,328
78,88,184
84,93,248
69,96,104
32,72,152
67,88,720
79,80,192
78,64,248
32,64,176
66,64,464
8,56,944
8,72,192
8,64,320
8,64,208
8,72,192
72,88,936
69,87,208
77,64,248
79,64,376
68,96,336
73,80,240
78,64,296
65,103,256
77,63,240
73,64,352
67,89,191
65,87,345
77,72,192
69,80,224
78,89,144
84,89,272
69,87,89
32,71,159
67,88,200
79,72,232
77,65,216
80,79,320
69,97,319
78,72,489
83,88,208
65,64,232
68,80,208
79,64,344
188,64,736
32,73,191
69,87,1033
67,88,247
79,73,264
32,64,225
65,89,160
66,64,320
68,73,239
79,87,241
77,96,176
73,104,224
78,88,152
65,104,288
76,80,216
162,192,18817
162,303,855
86,64,119
46,135,2746
46,111,343
46,106,176
46,119,648
46,152,1008
46,128,351
46,112,1801
46,95,400
46,110,1017
46,112,375
46,120,1391
46,80,409
46,111,1232
46,81,415
46,87,1257
46,104,439
46,87,1001
46,81,263
46,86,1074
46,79,430
13,95,1945
76,73,1135
65,79,233
66,56,312
79,55,392
82,71,248
65,88,104
84,65,103
79,73,448
82,88,217
73,143,208
79,112,128
160,334,1617
190,54,207
71,72,120295
82,73,568
99,64,1432
110,72,224
105,72,360
98,79,432
111,80,1056
72,81,2232
84,72,1168
79,72,752
8,64,4648
8,80,184
8,64,288
32,128,1128
71,72,400
66,72,257
97,65,1983
98,88,520
96,80,272
96,81,168
96,48,176
111,87,1224
72,64,864
84,65,592
79,72,608
99,80,832
101,71,208
111,55,632
71,56,976
76,64,575
85,64,289
97,72,984
104,104,200
103,80,288
111,64,600
85,72,1552
82,48,384
69,136,376
65,128,800
102,89,975
97,80,265
111,111,600
67,95,1208
82,88,248
69,72,336
65,113,455
89,72,289
8,87,1280
84,72,464
100,64,18448
110,80,440
105,73,391
111,64,401
70,72,1911
65,87,217
76,80,392
99,89,1287
102,89,296
100,80,264
111,97,416
84,97,6760
71,112,449
79,105,1503
98,104,2097
99,119,144
111,94,592
84,113,1207
71,97,288
98,119,7625
101,111,296
111,87,736
78,80,839
65,95,337
97,105,943
99,128,225
97,103,240
111,89,1199
75,71,673
101,72,15943
110,79,457
97,87,600
13,64,2840
83,103,4296
79,72,264
76,80,200
73,104,215
67,103,257
73,88,207
84,80,336
79,78,3025
8,86,1856
8,72,183
8,73,160
8,80,153
8,73,159
8,64,169
8,80,144
8,57,423
78,72,6776
79,73,384
83,73,2376
69,80,192
32,55,121
85,72,263
8,63,617
73,87,320
78,73,198
68,72,273
73,72,192
67,72,208
65,135,337
32,65,143
69,96,208
88,121,312
84,104,216
69,81,184
82,56,160
78,87,409
65,81,103
67,112,288
73,152,208
79,119,121
78,89,511
32,104,280
80,79,1561
65,80,255
82,88,176
65,79,129
32,64,167
8,64,704
8,65,192
8,63,177
8,72,159
8,57,720
89,64,10360
32,71,232
83,71,161
69,88,167
71,64,280
85,56,384
73,64,224
77,56,296
73,97,280
69,95,217
78,79,183
84,72,256
79,89,440
32,97,288
80,120,1808
79,101,97
82,88,279
32,64,176
71,89,280
65,79,209
83,88,176
84,89,119
82,89,120
79,72,512
69,97,184
78,80,209
84,96,248
69,95,80
82,64,111
79,63,520
76,89,168
79,97,184
71,72,336
73,79,377
65,112,303
