VK,HT,FT
97,88,0
98,72,255
99,80,345
103,72,392
80,79,3784
65,96,248
67,104,352
73,80,192
69,104,280
78,72,128
84,103,264
69,86,96
32,65,239
32,65,1064
77,64,601
65,72,232
83,72,240
67,89,359
85,88,264
76,79,425
73,63,1072
78,56,351
8,80,5905
8,63,199
8,56,193
8,64,176
8,64,176
8,65,183
8,56,185
8,65,167
70,113,904
69,103,377
77,105,367
73,87,328
8,87,2041
8,88,464
77,80,751
69,105,280
78,56,216
73,81,255
78,65,281
65,112,1697
32,72,416
8,57,5055
8,57,216
8,56,200
8,55,193
8,73,407
8,64,321
69,120,1400
78,80,336
73,104,200
78,81,207
65,98,224
32,71,233
68,72,1447
69,79,217
32,64,136
56,113,367
55,96,273
32,88,303
65,97,296
59,80,417
79,80,239
83,105,191
32,73,217
68,104,112
69,96,248
69,96,216
32,71,65
68,81,215
65,97,328
8,160,608
8,89,400
8,81,200
8,89,176
32,63,554
69,103,447
68,79,288
65,119,352
68,79,431
32,71,417
81,137,759
85,64,137
69,128,199
32,78,65
8,0,2248
8,0,500
8,0,26
8,0,25
8,0,25
8,0,24
8,0,26
8,0,25
8,0,25
8,0,25
8,0,25
8,0,24
8,0,27
8,0,26
8,0,24
8,0,26
8,0,25
8,0,25
8,0,25
8,0,25
8,0,26
8,0,24
8,0,25
8,0,25
8,0,24
8,0,27
8,0,25
8,0,25
8,0,26
8,0,28
8,0,24
8,0,26
8,13,24
32,31,870
67,89,375
79,64,241
78,71,360
32,80,240
66,64,2295
85,80,408
69,96,297
78,80,176
65,136,271
32,72,241
69,64,704
86,113,311
79,80,184
76,49,264
85,88,360
67,152,657
73,166,121
79,151,95
78,86,384
32,80,279
188,80,1440
32,65,272
83,80,136223
69,88,224
32,80,152
82,64,160
69,72,168
65,87,409
76,64,143
73,88,264
90,88,224
65,104,208
32,65,152
84,104,544
67,105,375
32,64,177
68,80,200
69,88,216
32,73,112
84,81,296
79,72,1680
77,73,624
79,73,312
71,96,328
82,80,176
65,65,4232
70,97,312
73,89,192
65,89,240
8,152,124087
8,73,272
8,48,192
8,56,344
8,46,193
8,64,175
8,73,176
8,72,177
8,88,335
8,104,2144
32,56,912
84,80,296
79,72,304
82,39,216
65,80,472
88,128,304
160,263,4552
190,64,144
32,56,319
81,145,2041
85,70,145
69,113,262
32,62,66
77,64,599
85,104,280
69,80,200
83,88,240
84,215,241
82,110,184
65,120,159
32,72,224
84,113,1576
82,73,600
65,89,208
67,73,344
84,64,232
79,63,552
83,136,192
32,56,168
70,104,248
73,80,240
66,71,297
82,98,246
79,65,272
83,96,273
79,57,296
83,102,33
32,73,3391
111,160,8216
65,95,976
78,64,256
69,90,271
85,80,225
82,72,216
73,72,320
83,80,264
77,88,256
65,80,240
32,79,1248
68,81,191
69,72,193
32,88,40
65,72,368
79,80,528
82,96,312
84,105,247
65,105,432
190,57,17920
32,65,207
8,72,69786
32,77,91448
65,95,760
71,96,223
85,97,247
65,102,74
82,64,239
68,80,151
79,64,537
32,96,232
73,80,320
67,120,448
32,40,192
67,96,408
79,71,184
78,73,239
32,73,224
67,81,152
65,121,400
82,73,152
68,74,161
73,73,471
79,81,192
76,56,192
79,103,177
71,96,408
73,88,208
65,121,335
13,49,179631
65,95,4129
71,96,263
85,97,208
65,105,184
82,57,240
68,73,160
79,81,464
32,80,280
73,89,248
78,88,169
70,105,487
79,79,201
82,80,215
77,56,241
65,119,472
32,185,1143
8,80,3440
8,64,200
69,143,921
32,88,183
68,95,3609
69,161,199
32,87,129
69,113,5583
67,89,408
79,73,248
67,71,465
65,112,463
82,105,408
68,129,344
73,247,249
79,230,129
78,73,3102
79,71,201
