VK,HT,FT
83,120,0
73,64,241
69,103,248
78,72,279
68,88,225
79,63,352
32,63,320
96,64,6888
104,72,464
99,65,775
103,65,328
76,79,3593
65,111,240
83,97,231
32,64,177
48,96,1384
56,72,399
160,503,4961
190,73,247
52,56,2528
48,72,184
8,88,3345
8,65,207
52,95,985
48,80,223
32,71,3089
65,120,384
77,57,343
32,56,296
78,63,5929
79,72,399
32,81,296
83,103,1137
69,88,255
32,72,224
67,119,761
79,72,215
78,64,296
83,97,336
84,88,336
65,113,568
84,80,512
65,119,201
80,71,9896
65,72,352
67,97,319
73,71,241
69,95,224
78,72,192
84,87,232
69,81,127
32,71,169
8,0,4015
8,0,502
8,0,24
8,0,25
8,0,26
8,0,26
8,0,24
8,0,26
8,0,25
8,0,25
8,0,25
8,0,24
8,0,26
8,0,25
8,0,24
8,0,26
8,18,25
20,151,571
80,63,272
20,111,103
65,81,472
67,105,344
73,73,264
69,113,208
78,72,193
84,97,247
69,103,81
32,89,207
80,73,1240
82,57,224
69,64,225
83,56,240
69,88,183
78,64,128
84,96,248
65,89,200
32,64,144
8,0,2593
8,0,500
8,2,25
8,79,211
8,64,224
8,63,200
8,57,191
8,39,201
8,57,183
8,48,233
32,152,351
32,86,897
81,127,20623
85,96,216
69,120,224
32,71,105
73,88,296
78,64,199
84,80,256
69,89,152
82,72,89
67,89,567
85,64,304
82,64,224
82,79,176
69,145,312
32,65,304
67,113,304
79,72,304
8,88,760
8,64,585
78,72,927
85,81,200
69,88,248
86,73,248
65,105,240
77,64,248
69,88,216
78,79,193
84,79,296
69,88,183
32,64,168
69,95,832
78,73,280
8,97,1128
8,80,256
67,112,832
79,72,448
78,88,360
32,56,272
80,73,608
65,80,224
82,87,305
79,72,367
67,72,360
65,112,368
82,88,432
68,89,280
73,144,201
79,110,120
82,72,343
83,160,552
80,88,296
73,80,496
82,81,184
65,88,456
84,87,408
79,80,320
82,88,240
73,88,216
8,0,1128
8,0,500
8,0,25
8,0,26
8,0,24
8,0,27
8,0,25
8,0,26
8,0,24
8,0,26
8,7,25
65,72,1192
67,104,312
79,96,280
188,81,2759
32,72,249
83,89,704
69,103,240
32,80,160
82,72,184
65,95,433
76,88,263
73,88,248
90,73,239
65,80,257
78,88,288
32,63,264
77,95,1320
65,80,272
78,73,248
73,64,264
79,71,760
66,80,336
82,104,216
65,96,352
83,103,209
32,80,207
20,134,729
82,96,215
67,88,928
80,80,1424
20,144,288
32,134,6200
65,87,1344
86,80,240
65,81,168
78,88,848
90,64,288
65,87,264
68,80,256
65,120,248
83,112,224
190,136,3912
8,72,1056
32,64,4048
68,111,480
85,89,536
82,89,183
65,72,505
78,64,248
84,81,279
69,95,218
32,80,455
50,97,1079
48,80,281
32,64,328
8,72,1120
8,72,240
8,57,248
51,96,2400
48,81,487
32,62,21738
77,80,239
73,78,224
78,72,224
85,80,288
84,63,280
79,56,568
83,95,312
32,72,512
83,128,2208
73,89,295
78,89,280
32,64,1192
82,89,456
84,72,305
65,79,392
190,88,1200
32,80,4591
13,81,816
79,96,1344
66,81,456
73,71,457
84,104,376
8,72,984
8,81,215
8,64,224
8,72,297
83,152,664
73,96,239
69,144,273
78,89,207
68,89,280
79,72,209
32,57,247
76,80,361
65,96,224
83,96,239
32,88,185
48,104,1575
56,65,224
160,176,3481
190,80,135
52,88,1048
48,97,240
32,65,440
83,88,1385
69,105,199
32,80,177
67,73,375
79,72,209
78,72,336
83,81,239
84,112,289
65,81,510
84,105,209
65,96,137
32,64,359
79,86,1121
66,80,543
73,80,377
84,119,360
79,80,255
190,200,1937
8,104,31104
20,142,424
83,64,255
20,113,160
65,119,3593
77,48,240
32,87,888
80,80,5512
65,113,335
82,71,193
80,89,759
8,89,704
79,72,352
32,57,1696
67,128,208
65,120,816
82,97,208
68,80,160
73,71,1473
65,127,320
67,88,719
8,0,1640
8,0,502
8,0,24
8,0,25
8,0,26
8,0,25
8,0,25
8,0,24
8,0,26
8,0,25
8,0,25
8,0,26
8,0,24
8,0,25
8,0,25
8,0,25
8,0,26
8,0,25
8,0,25
8,23,25
32,87,10216
83,88,311
69,87,209
32,72,119
72,72,256
65,87,257
66,63,200
76,79,456
65,128,127
32,72,160
67,88,296
79,71,209
78,48,207
32,72,200
70,80,880
65,112,440
77,72,264
73,87,185
76,64,415
73,87,217
65,79,184
82,81,271
69,64,216
83,89,256
190,87,1897
