VK,HT,FT
97,72,0
105,64,224
98,55,344
104,72,271
80,55,4449
65,71,256
67,73,327
73,80,248
69,78,241
78,57,151
84,73,272
69,104,257
32,63,120
67,81,1039
8,113,768
8,47,409
8,65,151
8,64,177
8,80,159
8,79,161
8,73,167
8,88,161
8,81,159
8,80,161
8,95,136
83,88,488
69,87,192
32,64,112
67,63,928
65,72,480
78,64,192
67,56,272
69,89,279
76,72,241
65,95,192
32,72,136
85,80,903
78,56,209
85,73,359
68,57,312
65,80,240
68,80,216
32,73,208
68,64,112
69,65,176
32,71,65
71,80,2128
82,104,440
32,57,191
80,104,497
79,94,89
82,168,383
32,86,105
8,112,1318
8,63,241
8,72,175
8,80,161
8,89,159
8,80,161
8,80,151
20,159,577
71,88,559
82,88,561
32,63,160
188,71,936
32,56,191
80,95,433
79,80,120
82,95,296
32,64,135
69,80,432
82,65,208
82,56,145
79,80,488
82,97,383
32,113,112
68,73,224
69,96,176
32,79,41
76,64,527
65,89,184
66,65,384
79,73,392
82,89,248
84,72,241
65,81,471
82,96,425
73,215,200
79,183,144
8,0,1511
8,0,503
8,0,24
8,0,24
8,0,25
8,0,25
8,0,26
8,0,24
8,0,25
8,0,25
8,0,25
8,0,25
8,0,25
8,0,25
8,0,25
8,0,25
8,0,26
8,0,24
8,0,26
8,0,25
8,0,26
8,0,25
8,0,25
8,0,26
8,17,25
8,65,193
188,80,1609
32,87,176
8,64,5151
73,63,1145
83,103,17808
69,87,216
32,65,95
82,72,168
69,71,193
67,70,344
73,81,215
66,71,313
69,96,175
32,57,136
76,64,496
65,80,192
66,56,288
73,41,361
79,47,0
82,72,216
65,64,407
84,80,312
79,105,216
82,87,161
73,96,191
79,103,425
188,78,2056
32,73,199
67,79,1049
79,63,168
76,56,200
79,64,215
13,81,2088
8,48,880
8,63,177
8,64,175
8,63,185
8,72,167
8,71,233
32,56,1063
80,103,2497
79,63,105
84,81,374
65,72,536
83,87,209
73,143,208
79,127,104
32,80,367
68,97,816
69,119,241
8,56,551
8,71,193
8,73,167
8,73,160
8,57,192
8,65,160
8,64,168
8,56,176
8,56,168
8,72,152
8,66,168
8,73,160
8,65,160
8,63,161
8,73,159
8,64,169
8,64,167
8,64,160
8,64,169
8,72,152
8,57,167
79,55,832
82,80,208
65,64,472
84,79,353
79,63,216
82,79,408
73,120,191
79,112,113
32,64,359
67,88,912
79,80,945
78,80,224
32,65,231
75,81,752
32,55,305
97,56,3679
110,64,288
105,71,297
32,104,791
83,161,968
69,105,304
32,48,120
80,80,552
82,80,257
79,73,223
67,72,328
69,72,328
68,63,201
69,72,167
32,73,120
65,104,280
32,62,65
76,88,351
65,88,120
32,63,137
82,88,264
69,81,199
80,128,496
79,89,136
83,104,296
73,72,328
67,63,249
73,144,151
79,125,106
78,79,311
32,97,191
69,96,545
78,63,311
32,71,177
51,88,751
48,64,256
48,72,144
32,72,336
68,55,224
69,80,184
32,57,104
70,72,888
73,73,288
8,96,752
8,81,192
8,71,161
8,56,191
8,55,177
8,48,183
8,88,408
8,72,185
8,56,191
8,65,248
8,63,185
8,72,175
68,64,1048
69,87,185
32,64,167
51,80,696
32,65,176
65,72,440
77,55,233
80,72,439
32,72,217
68,96,671
69,88,192
32,62,49
75,62,1112
32,79,192
69,88,1511
78,63,144
32,73,192
51,80,656
48,64,296
48,80,137
32,56,351
77,64,1169
76,73,407
32,73,224
68,64,432
69,94,177
32,64,135
70,72,609
73,80,183
68,64,272
8,97,1040
8,56,320
8,72,184
70,87,1280
73,73,240
68,80,272
73,145,288
79,111,105
76,72,368
79,96,223
71,95,504
73,72,424
67,72,328
79,33,320
80,32,1
8,88,536
8,48,311
79,87,1057
8,88,9991
8,81,208
8,57,184
8,72,160
8,80,168
8,88,176
8,72,192
8,79,169
8,80,167
83,89,1592
73,81,272
76,120,1216
79,80,296
8,159,1465
8,73,311
79,64,5520
76,72,192
79,64,200
71,103,520
73,89,176
67,121,392
79,72,208
188,57,2768
67,80,128096
79,65,207
78,80,216
84,136,257
82,88,136
79,57,511
76,71,153
32,55,264
69,88,152
78,64,247
32,80,153
50,88,464
32,56,144
72,64,248
83,103,368
13,47,440
13,64,2400
82,72,736
69,72,192
83,71,256
84,64,256
79,72,456
32,73,223
68,88,121
69,103,176
76,65,167
32,57,208
76,56,392
65,97,208
66,65,368
79,39,425
82,31,200
65,105,415
84,56,113
82,88,423
73,185,272
79,150,130
8,0,3598
8,0,502
8,0,25
8,0,25
8,0,25
8,0,25
8,0,26
8,0,25
8,0,25
8,0,26
8,0,24
8,0,27
8,0,24
8,0,25
8,0,25
8,0,25
8,0,25
8,8,25
8,87,273
8,79,256
8,81,223
13,79,1457
67,112,3559
79,72,209
76,87,184
98,65,1767
97,65,192
104,105,264
111,89,872
71,64,984
82,96,481
100,56,1160
96,47,544
8,79,2616
8,65,167
102,65,1943
110,64,314
96,47,2023
102,55,377
111,87,952
71,73,1479
66,128,977
101,65,1087
103,64,1176
96,64,408
96,56,200
111,96,640
72,80,1625
84,79,399
79,112,985
99,65,1263
100,63,321
111,72,400
72,112,1840
66,120,431
97,55,1033
97,65,167
110,64,297
99,64,272
111,71,952
81,72,1583
85,65,456
73,72,184
67,72,968
75,79,545
98,81,1831
100,88,632
110,65,1320
103,63,377
111,64,744
75,48,1959
80,73,576
84,87,441
84,87,200
98,56,879
103,56,425
111,65,479
82,89,1672
73,81,352
78,64,273
97,56,1295
110,72,312
105,73,304
111,65,1112
71,79,993
76,71,312
85,64,408
67,55,272
69,88,327
77,80,320
73,89,208
65,96,256
32,120,785
97,55,464
103,80,207
105,73,336
111,81,840
85,80,777
82,81,271
69,73,200
65,80,536
99,72,592
100,65,320
111,73,592
32,96,2296
67,72,273
82,72,487
69,72,192
65,80,472
84,112,384
97,64,1216
110,80,264
97,104,312
111,105,1008
70,71,641
65,95,495
76,63,497
97,63,1336
97,64,151
103,72,320
111,81,392
32,119,1433
84,81,479
71,80,384
79,113,536
100,56,872
102,64,1585
111,89,783
84,80,1144
71,73,384
80,72,745
97,72,976
96,72,216
97,57,239
111,55,993
77,64,2503
65,73,328
97,63,553
99,103,823
99,81,360
