VK,HT,FT
97,80,0
101,88,167
97,103,177
97,88,352
105,95,184
80,71,5664
65,71,248
67,78,1128
73,71,240
69,97,215
78,72,168
69,104,256
84,79,1
32,64,232
69,88,152
78,80,280
32,81,231
66,65,224
85,72,368
69,97,176
78,65,184
65,136,177
32,56,159
67,95,361
79,79,344
78,48,456
8,111,384
8,73,191
8,81,176
8,88,160
8,65,192
8,96,145
8,87,176
8,95,160
8,80,176
67,72,735
79,72,249
78,64,231
68,64,281
73,71,192
67,129,271
73,103,225
79,159,40
78,79,312
69,79,168
83,129,215
32,73,168
67,81,720
76,81,240
73,65,256
78,64,264
73,95,257
67,95,584
65,104,151
83,120,265
32,72,135
70,72,881
65,97,151
86,63,321
79,64,424
82,79,632
65,102,120
66,65,927
76,64,424
69,72,160
83,88,241
190,64,551
32,65,216
77,79,265
79,63,224
86,88,384
73,64,223
76,47,248
73,64,280
90,80,384
65,71,201
32,48,151
52,78,721
32,63,312
77,73,407
73,71,401
69,88,279
78,81,248
66,80,304
82,120,312
79,65,400
83,103,185
32,72,247
8,56,1784
8,56,168
8,71,169
8,80,159
8,88,152
8,72,185
8,48,183
69,96,1504
77,79,1105
66,73,366
82,88,226
79,72,311
83,97,232
32,63,273
84,183,4015
82,102,137
79,73,535
70,98,279
73,88,233
83,135,305
77,80,279
79,80,272
32,63,257
67,88,311
79,56,224
78,72,232
83,71,249
69,65,215
82,73,176
86,80,392
65,88,136
68,80,256
79,96,360
190,80,528
8,54,13833
20,134,312
73,81,383
8,78,1089
20,168,351
80,48,248
20,120,576
13,71,3193
69,95,320
83,144,263
32,81,168
69,104,584
86,79,280
65,81,152
76,89,392
85,80,248
65,88,216
68,64,248
79,65,264
32,56,216
80,111,401
79,80,127
82,81,248
32,79,169
67,96,399
73,80,208
82,88,272
85,80,472
82,79,321
8,97,806
8,72,217
8,48,312
8,240,144
8,88,328
8,80,160
8,87,169
8,88,175
8,88,168
8,80,168
8,89,160
8,81,184
8,89,176
8,88,184
8,89,176
8,64,192
8,73,160
8,79,177
8,79,176
8,80,175
8,64,480
8,40,440
32,64,920
69,88,608
83,145,776
8,64,2536
8,87,8400
20,88,352
69,80,1952
83,120,224
32,65,967
69,80,297
86,72,312
8,56,608
8,65,184
8,72,160
8,80,152
8,87,160
83,96,1208
69,79,217
32,71,207
80,80,1200
82,80,280
69,88,248
8,72,624
8,62,184
8,56,192
8,72,248
8,88,160
8,72,240
162,711,12248
86,48,432
32,87,5744
83,111,120
69,96,192
32,80,128
82,88,168
69,72,200
67,96,280
73,80,192
66,88,248
69,104,152
78,72,272
32,64,192
32,192,3392
46,104,551
46,96,273
46,64,232
46,64,288
46,103,928
46,104,760
46,104,1288
46,127,945
46,111,1680
46,145,878
46,112,1280
46,143,681
46,128,1288
46,151,744
46,111,1616
46,104,392
46,113,375
46,87,954
46,95,359
46,64,240
46,129,263
46,136,1336
46,103,337
46,136,1255
46,161,296
46,87,289
46,96,231
46,88,1545
46,119,272
46,79,256
46,79,224
13,63,1592
69,88,263
83,103,281
32,72,168
69,82,446
86,81,241
65,120,473
76,89,231
85,88,209
65,71,89
68,72,263
79,80,224
32,72,224
80,121,1167
79,64,121
82,96,264
32,72,183
67,88,401
73,88,327
84,63,224
85,88,553
71,56,288
73,79,328
65,120,160
32,64,151
80,97,456
76,88,120
65,88,97
83,104,287
84,80,305
73,80,400
67,96,447
65,113,128
32,88,248
80,127,27721
79,87,104
82,96,256
32,55,184
84,71,256
82,64,215
65,80,648
85,104,649
78,79,224
65,130,110
32,81,153
68,87,521
69,88,223
78,63,241
84,72,175
65,104,424
76,80,360
32,80,209
69,96,184
78,72,167
32,56,192
76,81,352
65,80,152
66,97,384
73,86,193
79,80,184
32,72,207
83,104,209
85,79,216
80,72,423
69,80,169
82,80,200
73,80,200
79,72,200
82,97,503
190,73,848
32,64,240
73,104,408
68,112,1168
8,120,505
8,62,240
78,72,3943
79,72,360
32,64,192
80,72,232
82,57,224
69,72,240
83,63,257
69,73,215
78,55,129
84,90,278
79,57,489
