VK,HT,FT
97,72,0
103,81,232
100,64,256
100,71,129
68,56,14279
8,63,672
83,89,328
69,79,249
32,73,174
73,88,1233
78,64,272
70,64,512
8,112,552
68,104,288
73,89,168
67,87,272
65,120,464
32,56,168
84,88,416
67,95,449
32,73,143
68,72,200
69,80,192
32,55,73
84,89,471
79,80,232
82,72,176
65,105,408
88,89,400
32,72,392
83,95,233
73,80,239
78,73,208
32,96,184
69,73,256
86,72,320
73,73,176
68,55,265
69,80,191
78,72,136
67,120,392
73,81,192
65,136,144
32,64,144
68,56,152
69,80,168
32,71,57
67,102,272
79,73,223
78,72,224
84,87,233
73,64,271
8,166,417
85,80,551
83,96,280
73,72,272
79,80,176
78,88,216
32,96,192
80,64,46400
85,88,272
76,64,600
77,48,256
79,64,368
78,72,272
65,64,280
82,89,256
32,73,168
78,73,368
73,88,376
32,72,216
70,89,200
88,104,480
32,56,176
190,72,808
13,80,384
83,88,552
69,96,192
32,57,119
73,88,945
78,112,248
68,80,288
73,97,520
67,72,128
65,72,416
32,72,224
65,81,2703
76,86,258
84,88,495
65,80,424
32,72,184
188,72,2976
32,64,248
67,103,4320
79,55,264
78,64,232
32,64,184
80,64,512
65,88,304
85,72,264
84,80,272
65,104,376
83,103,208
32,72,160
68,64,152
69,80,160
32,46,81
65,105,319
76,65,199
65,102,66
82,88,303
77,81,279
65,111,153
190,87,624
32,96,208
13,80,1800
65,128,1016
73,112,184
78,88,216
69,97,175
80,56,3425
65,56,272
67,96,360
73,81,191
69,72,313
78,72,136
84,88,272
69,86,41
32,80,303
70,81,736
69,96,272
77,80,216
69,71,144
78,73,223
73,87,377
78,72,192
79,56,376
32,88,232
68,64,144
69,64,184
32,54,25
56,88,1831
48,80,304
32,72,264
65,88,352
59,80,208
79,96,216
83,113,232
32,72,192
68,56,152
69,96,168
32,79,17
69,80,191
68,63,208
65,64,224
68,72,200
32,64,88
81,87,232
85,88,151
69,81,208
32,64,97
73,56,472
78,64,208
71,64,256
82,47,200
69,56,176
83,80,368
65,104,216
32,64,120
65,119,104
32,55,56
71,81,391
85,80,385
65,78,49
82,72,295
68,57,215
73,80,297
65,105,184
32,63,105
80,88,991
82,72,232
69,72,200
83,95,232
69,96,216
78,87,191
84,64,329
65,88,456
68,88,296
79,90,255
32,72,257
67,88,216
65,112,344
73,88,232
68,96,288
65,104,464
32,65,135
68,64,169
69,49,175
83,73,200
68,56,176
69,80,161
32,63,56
83,88,272
85,80,288
32,73,199
80,48,505
82,64,264
79,79,200
80,62,209
73,72,206
65,121,184
32,71,177
65,95,216
76,57,199
84,79,417
85,80,471
82,81,176
65,128,329
32,56,208
32,71,1528
67,96,360
8,175,928
188,64,1296
32,56,144
80,80,440
82,64,216
69,57,207
83,96,185
69,88,192
78,72,120
84,88,272
65,120,247
78,96,249
68,111,176
79,80,264
32,56,239
68,86,241
79,71,248
76,56,192
79,80,176
82,104,160
32,81,143
69,104,561
78,72,208
32,65,199
80,79,417
65,88,176
82,80,336
82,95,152
73,80,216
76,55,280
76,72,168
65,121,127
32,71,137
67,89,471
79,63,233
83,89,191
84,97,248
65,96,169
76,81,447
73,55,1658
90,105,446
81,112,713
188,89,511
32,72,225
13,80,432
69,88,2088
78,48,280
32,64,175
84,63,209
84,71,152
79,64,216
32,40,248
72,56,520
65,64,184
66,55,232
73,64,352
84,104,312
73,72,408
65,97,159
76,104,385
32,64,272
67,80,216
79,49,255
78,56,233
32,57,199
77,64,1065
69,87,207
77,64,129
69,72,96
8,127,560
65,89,223
78,64,384
84,97,336
73,71,449
78,65,239
65,134,129
32,65,167
97,49,672
96,104,185
111,89,479
32,87,1369
69,104,464
83,79,336
67,79,248
73,63,200
84,103,311
65,81,264
76,63,393
79,40,232
80,89,160
82,72,128
65,95,312
78,79,320
32,64,512
97,56,704
96,88,215
111,56,497
32,105,1439
86,113,304
65,73,272
76,64,328
83,63,233
65,56,192
82,96,288
84,81,207
65,135,305
78,65,231
32,127,953
97,57,807
102,72,344
96,135,305
111,79,1792
32,144,1471
67,104,609
76,81,231
79,87,241
78,88,264
65,80,232
90,73,255
69,89,240
79,80,296
65,120,192
8,87,825
80,88,248
65,96,104
8,79,1976
8,81,215
8,104,169
8,73,263
69,79,929
80,71,272
65,96,208
78,64,543
32,89,232
50,87,1857
77,56,384
71,81,431
111,89,1264
32,72,12576
59,72,640
8,97,544
76,65,560
69,87,249
86,96,367
79,56,232
84,87,233
73,79,264
82,88,280
79,89,311
88,113,656
73,112,160
78,71,257
65,128,255
32,56,248
49,88,1505
48,63,256
48,57,151
190,64,1001
13,80,383
8,71,14881
8,80,183
8,63,1761
8,64,175
32,72,1224
73,80,656
90,104,344
81,88,721
83,112,5016
73,80,183
