VK,HT,FT
96,69,-2147483648
105,95,388
97,79,832
101,77,422
80,175,685
79,95,152
65,98,251
8,119,1305
8,81,501
8,69,906
80,106,842
65,81,209
67,96,304
73,80,278
69,75,210
78,85,160
84,48,245
69,95,183
32,56,248
67,125,145
79,81,216
78,65,268
32,106,200
66,80,297
8,9,590
8,0,144
8,0,209
8,81,174
8,55,48
67,69,989
79,72,274
78,94,188
32,48,73
82,89,31
69,103,227
71,123,358
85,88,381
76,72,465
65,96,217
82,94,365
32,103,224
69,80,120
8,119,975
8,74,252
8,72,159
8,0,170
8,114,18
8,0,49
8,87,175
8,72,239
8,55,169
65,118,307
78,83,265
8,83,855
8,73,227
72,129,745
69,103,168
77,64,509
79,80,235
68,74,426
73,85,240
78,72,174
65,126,212
77,100,328
73,86,265
67,48,411
65,141,341
77,88,312
69,120,231
78,22,185
84,136,249
69,90,97
32,115,189
69,87,394
83,108,221
84,80,239
65,160,126
66,79,404
76,78,459
69,109,166
190,84,998
32,47,278
83,128,277
65,80,225
84,77,195
32,80,242
56,80,664
56,100,1013
160,317,1362
53,91,66
8,72,26
80,98,370
8,88,670
20,112,324
80,72,203
20,178,137
190,56,544
32,126,195
65,95,651
32,39,45
76,108,213
65,119,154
32,84,130
69,80,311
8,0,1195
65,101,782
85,82,234
83,71,272
8,96,1102
8,36,205
8,64,198
8,64,49
8,0,30
8,159,31
8,83,26
8,0,26
8,6,48
32,80,631
83,93,311
69,118,199
32,65,129
65,124,397
85,78,282
83,96,128
67,82,252
85,63,281
76,72,739
84,127,356
65,157,361
78,74,192
32,64,200
83,80,607
73,47,185
66,46,334
73,72,376
76,64,234
65,162,215
78,95,320
67,96,370
73,80,123
65,154,192
83,104,343
32,123,89
68,91,147
73,104,255
83,113,147
69,122,216
77,79,373
73,109,288
78,72,151
65,76,113
68,103,250
65,90,267
83,104,206
32,71,120
69,111,300
83,103,213
67,30,384
65,113,220
83,131,182
65,104,310
32,21,90
8,18,1010
83,95,428
32,64,152
190,76,1220
32,86,241
78,89,390
79,55,278
82,66,200
77,65,443
79,80,216
84,80,273
69,150,337
78,88,402
83,80,329
79,114,247
32,77,134
188,80,453
32,94,192
65,105,177
70,99,391
69,88,232
66,104,256
82,100,251
73,71,297
76,84,247
188,59,525
32,55,234
76,64,363
85,91,267
67,94,153
73,115,249
68,104,268
79,93,307
190,97,454
32,74,356
13,89,432
83,127,301
69,120,291
32,72,115
82,109,199
69,98,418
65,101,368
76,90,300
73,81,238
88,95,388
8,17,555
90,79,362
65,60,241
32,64,226
69,103,302
65,128,232
66,179,371
20,119,415
83,63,293
65,75,248
84,72,354
32,57,330
56,80,442
56,67,95
160,901,1194
53,84,117
78,72,209
79,80,359
32,84,256
79,118,1178
82,105,281
73,127,110
69,84,141
78,101,168
84,105,240
65,104,213
68,88,351
79,25,223
32,70,224
69,83,144
78,86,245
32,72,208
84,74,309
73,80,133
69,115,309
77,98,139
80,79,439
79,63,167
32,78,304
8,0,873
8,73,416
8,0,176
8,88,140
8,72,175
8,0,30
8,72,173
8,0,48
8,112,152
8,72,25
8,0,171
8,0,49
8,0,25
8,57,29
8,0,177
8,0,25
8,0,48
8,69,31
8,89,185
20,133,710
82,95,249
73,158,450
69,103,162
78,88,192
84,106,41
65,104,352
68,80,316
79,66,310
32,116,103
69,99,192
78,91,237
32,71,185
84,75,268
32,63,373
89,69,286
32,87,251
69,88,99
190,96,192
