VK,HT,FT
97,163,-2147483648
104,114,290
101,88,372
105,78,232
80,65,839
65,63,154
67,81,319
73,92,218
69,104,198
78,98,176
84,79,197
69,89,444
32,89,140
67,89,224
79,81,220
78,64,319
32,64,193
68,87,210
79,80,124
76,75,177
79,117,145
82,138,12
32,89,132
65,30,456
66,124,310
68,136,354
79,70,227
77,97,243
73,89,124
78,88,159
65,146,199
76,88,232
32,56,415
8,140,1053
8,0,501
8,63,193
8,48,253
8,0,159
8,74,162
8,0,150
8,0,177
8,81,50
8,0,1139
8,0,183
8,0,239
8,29,184
8,115,175
8,72,25
8,80,184
8,0,49
32,77,614
68,56,520
79,72,204
76,64,182
79,95,165
82,143,136
32,58,89
65,85,174
66,90,296
68,54,348
79,81,240
77,141,217
73,89,204
78,11,152
65,115,286
76,89,115
32,4,59
82,106,552
69,64,200
73,88,222
84,185,257
69,96,104
82,97,220
65,28,343
68,43,264
65,119,256
8,94,611
0,262,292
8,101,150
8,79,49
8,0,176
8,0,191
8,0,25
8,77,496
8,0,30
8,80,179
8,88,25
8,72,196
8,73,178
8,0,51
8,92,30
8,0,191
8,0,183
8,71,168
8,77,179
8,103,150
8,0,26
8,0,156
8,58,48
8,0,25
8,0,239
8,80,26
8,0,31
8,88,48
8,80,28
8,107,25
8,23,25
81,127,231
85,87,266
69,119,127
32,71,65
65,99,357
71,78,322
85,120,239
65,72,135
82,58,228
68,87,223
65,111,246
32,60,147
69,117,708
67,41,264
79,88,292
71,66,423
82,121,224
65,73,191
70,116,352
73,76,279
65,11,79
32,152,235
188,88,753
32,103,184
69,89,937
83,92,263
32,91,192
69,111,541
86,82,90
65,97,189
76,57,265
85,88,300
65,88,148
68,66,247
79,87,229
32,69,224
80,143,280
79,85,174
82,101,71
32,82,122
67,130,406
73,80,216
82,116,271
85,80,281
71,65,493
73,89,329
65,151,182
32,50,175
81,93,273
85,78,73
69,112,160
32,57,149
73,43,374
78,80,222
70,0,508
8,88,560
68,65,1026
73,80,180
67,94,199
65,96,374
32,89,153
73,80,875
78,68,256
84,154,249
69,105,131
82,80,89
78,69,234
65,94,166
67,123,270
73,70,189
79,97,147
78,73,319
32,87,183
80,119,755
79,64,120
82,88,246
32,87,185
80,84,495
69,93,253
82,84,230
83,105,501
73,83,232
83,116,227
84,77,195
73,72,104
82,88,270
32,64,209
69,86,229
76,89,434
32,72,291
68,56,36
79,75,171
76,80,210
79,70,205
82,98,254
32,61,78
190,64,524
32,88,212
8,60,1439
8,72,233
8,31,153
8,109,201
8,72,159
8,70,171
76,105,678
79,96,201
82,80,255
32,70,192
65,99,466
66,76,364
68,94,388
79,24,229
77,78,165
73,121,102
78,79,202
65,168,281
76,88,412
8,100,1227
20,143,443
80,40,321
79,63,120
8,147,575
188,101,28
32,65,231
83,96,49
79,63,215
76,93,176
73,80,211
8,65,692
8,74,391
8,74,1
8,49,189
8,0,187
8,88,190
190,91,1044
13,76,272
67,117,116
79,109,280
78,80,206
84,116,261
85,88,443
8,20,1225
73,146,319
78,95,222
85,80,176
65,129,215
32,72,251
73,95,511
78,68,242
84,121,249
69,119,217
82,104,35
78,72,482
65,161,168
68,101,291
79,72,381
68,106,223
79,63,229
76,54,217
79,98,144
82,106,202
32,64,23
65,127,384
66,54,296
68,151,255
79,61,26
77,28,177
73,118,227
78,88,161
65,116,85
76,83,90
