VK,HT,FT
97,187,-2147483648
104,97,222
96,44,138
96,73,751
80,132,789
65,80,370
67,95,352
73,71,241
69,149,248
78,79,149
84,95,256
69,87,165
32,71,549
72,73,274
69,99,109
77,24,303
79,80,71
68,92,397
73,80,371
78,15,350
65,106,223
77,66,194
73,80,363
67,71,564
65,111,279
77,88,223
69,112,231
78,89,183
84,132,232
69,103,241
32,46,185
69,80,116
83,112,239
84,80,270
65,112,110
66,86,564
76,104,487
69,113,247
188,153,1296
32,63,354
83,115,284
65,121,224
84,93,144
32,86,244
57,116,1273
56,79,377
32,98,1156
84,147,1032
65,88,167
32,67,233
49,80,505
49,111,221
48,80,507
111,126,1311
8,89,176
8,88,200
8,91,150
50,88,593
48,72,412
111,101,640
54,72,94
48,89,549
32,72,328
84,129,241
67,110,427
32,102,131
51,80,704
54,89,381
13,144,872
76,130,184
85,86,533
67,103,264
73,72,201
68,61,215
65,146,287
32,143,252
79,56,625
82,57,253
73,159,191
69,80,228
78,109,144
84,98,248
82,109,152
65,112,66
68,69,302
65,88,253
32,96,313
69,122,365
78,71,351
32,85,194
84,75,94
73,95,210
69,89,468
77,25,149
80,120,353
79,71,176
32,64,264
89,0,376
89,63,428
32,78,704
69,72,425
83,86,215
80,96,15
65,104,208
67,132,351
73,64,213
79,135,71
8,101,888
8,64,161
8,56,170
8,67,153
8,18,411
8,87,160
8,69,25
8,64,171
8,0,26
32,64,649
69,88,653
83,88,297
80,64,85
65,122,209
67,89,520
73,64,240
79,72,80
190,87,1129
32,52,273
67,119,207
79,96,260
78,60,201
32,121,208
78,72,91
79,92,344
84,11,288
65,88,198
66,92,195
76,21,264
69,123,168
32,71,159
77,2,597
69,118,240
74,72,363
79,69,402
82,98,180
73,79,146
65,112,218
32,56,455
68,70,184
69,90,229
32,93,84
69,82,105
83,104,225
84,135,204
65,104,128
68,88,137
79,72,57
32,82,224
65,108,536
76,86,199
69,87,171
82,52,201
71,71,264
73,71,208
67,72,298
79,71,285
190,60,187
32,70,245
13,80,980
66,73,299
69,118,135
65,96,357
66,85,886
190,78,108
32,155,265
77,81,303
86,80,244
32,59,254
67,120,168
79,72,209
78,77,275
83,135,283
69,76,223
82,109,168
86,87,291
65,184,163
68,103,275
79,80,224
190,71,1158
32,69,273
13,98,539
83,67,710
69,105,230
32,57,159
73,81,232
78,80,177
68,85,1270
73,85,253
67,72,292
65,109,275
32,34,170
69,66,831
88,115,661
84,103,319
69,122,257
82,91,94
78,80,391
65,116,151
67,119,395
73,169,169
79,136,119
78,98,179
32,71,215
67,112,441
79,92,21
78,77,227
32,72,221
80,70,307
65,80,258
85,81,410
84,86,232
65,104,251
83,96,182
32,83,174
68,112,174
69,75,232
32,99,84
65,152,210
76,80,315
65,89,134
82,99,297
77,43,456
65,98,89
32,59,198
89,80,75
32,72,11
67,128,244
79,86,247
82,87,309
84,12,244
73,86,375
67,105,280
79,73,280
73,70,12
68,98,272
69,129,202
83,92,206
32,72,73
86,99,117
73,89,111
65,119,332
32,61,375
79,90,632
82,105,244
65,96,357
76,80,488
