VK,HT,FT
97,118,-2147483648
105,103,224
100,80,436
99,80,1060
80,89,1214
65,80,230
67,104,384
73,98,200
69,88,239
78,88,160
84,112,64
69,78,6
32,72,229
81,105,505
85,73,228
69,82,178
32,80,136
83,85,141
69,80,199
32,62,114
76,70,246
69,79,205
32,88,172
82,64,277
69,72,112
65,88,432
76,88,153
73,64,240
90,112,224
65,104,242
32,83,166
84,104,354
67,103,327
32,13,171
68,80,149
69,73,209
32,62,73
67,64,1081
69,146,278
82,53,184
69,89,176
66,95,334
82,69,208
79,72,352
32,89,279
81,119,578
85,88,171
32,20,214
69,80,943
77,56,270
85,88,336
69,88,200
83,87,240
84,120,214
82,86,226
65,122,116
32,87,217
73,80,407
78,74,256
70,64,271
65,117,387
82,88,351
84,68,200
79,78,259
32,96,232
67,96,568
69,96,248
82,69,123
69,83,168
66,88,292
69,86,175
76,55,360
79,96,151
83,155,208
79,114,248
190,80,208
32,103,273
8,111,760
20,143,384
80,39,306
20,130,102
8,0,179
8,73,266
8,0,168
32,88,815
20,128,834
89,80,191
67,84,616
8,104,928
8,48,874
84,104,424
67,135,541
32,91,160
8,48,759
8,93,214
69,110,880
32,77,156
8,0,1187
8,57,254
20,131,1024
69,64,212
32,71,165
83,59,284
69,115,199
32,58,91
82,71,181
69,83,200
8,104,1259
8,0,231
8,72,187
8,81,365
8,0,176
49,93,593
49,85,264
48,71,339
111,102,1408
49,101,388
49,105,249
48,75,293
77,80,220
77,87,148
77,90,216
8,83,438
72,103,62
71,88,392
188,80,592
8,64,30
8,10,343
8,106,193
55,86,850
48,72,183
8,0,167
8,82,223
8,0,31
8,0,194
190,100,1057
32,80,190
76,89,400
8,115,803
77,90,354
79,64,482
86,97,140
73,87,242
76,67,232
73,104,74
90,96,360
65,94,264
32,95,31
52,96,850
32,83,253
77,71,779
73,80,259
69,80,14
77,98,172
66,89,63
82,31,215
73,101,600
8,0,758
79,72,416
83,134,393
190,72,982
32,105,216
71,80,386
76,86,396
65,92,230
83,79,205
71,63,396
79,56,527
87,104,558
32,112,202
49,73,383
53,89,431
55,104,872
49,80,323
53,75,964
8,72,25
8,0,168
8,57,25
111,72,432
97,65,983
101,95,163
32,78,68
190,112,464
32,66,217
80,72,654
69,64,247
82,57,173
77,101,444
65,104,98
78,72,89
69,91,172
67,110,336
69,87,255
32,63,177
73,80,351
78,89,206
84,101,212
69,102,91
82,101,34
78,78,534
65,90,179
68,104,329
79,72,193
32,72,220
190,87,615
32,117,180
83,49,943
79,64,205
76,94,187
73,81,200
67,94,302
73,110,229
84,78,338
79,86,221
32,47,256
73,75,309
78,80,154
84,95,58
69,110,166
82,111,100
78,88,199
65,137,113
67,123,97
73,66,171
79,161,102
57,87,532
78,80,180
32,175,216
69,80,312
8,120,983
8,80,211
8,72,169
8,0,29
8,74,48
8,0,30
8,0,175
8,0,24
8,0,25
67,108,184
79,85,216
78,75,232
83,66,274
85,97,39
76,23,407
84,102,149
65,99,209
32,89,159
67,96,476
79,64,86
78,83,272
32,72,201
85,64,541
67,89,554
79,80,247
32,100,243
111,70,137
85,90,1293
84,91,234
73,65,347
86,88,302
79,76,133
77,80,192
73,89,192
84,98,256
79,87,218
83,121,145
32,72,174
78,88,862
79,78,362
32,61,261
78,63,231
73,103,232
83,105,273
84,83,231
65,111,128
71,116,361
77,80,784
85,105,296
83,113,342
111,62,1292
32,107,1397
77,89,966
65,103,172
82,55,218
69,43,216
79,105,304
83,127,192
32,82,139
80,130,310
69,97,218
82,86,306
83,216,530
73,83,294
78,88,245
8,80,736
83,74,394
84,96,160
69,123,91
78,49,237
84,64,304
69,166,142
190,106,376
