VK,HT,FT
97,71,0
96,71,208
97,64,248
105,72,247
80,70,1928319
65,63,360
67,95,328
73,80,223
69,95,257
78,72,192
84,96,263
69,97,112
32,80,152
70,72,1041
69,97,335
77,80,241
69,96,112
78,72,271
73,80,241
78,72,208
65,121,311
8,121,512
8,73,256
8,72,169
8,80,168
8,89,167
8,71,177
8,80,167
8,80,584
32,56,1112
77,72,185
65,64,191
83,64,273
67,97,319
85,63,249
76,56,368
73,72,200
78,63,224
79,89,247
32,89,256
68,89,152
69,111,177
32,63,72
52,48,1904
49,88,480
32,56,152
65,81,367
59,88,465
79,80,239
83,97,192
32,96,208
68,80,120
69,79,209
69,95,168
32,78,72
68,73,183
65,88,256
68,80,240
32,80,184
8,79,27961
69,79,11304
32,159,1992
81,136,983
85,79,185
69,79,216
32,87,56
80,80,551
82,64,152
69,72,192
83,96,232
69,89,216
13,185,831
8,0,0
8,0,502
8,0,26
8,0,26
8,0,25
8,0,25
8,0,26
8,0,26
8,0,25
8,0,25
8,0,24
8,0,25
8,0,27
8,0,26
8,0,25
8,0,25
8,0,25
8,0,26
8,0,24
8,0,25
8,0,26
8,0,25
8,0,26
8,0,25
8,0,26
8,0,25
8,0,24
8,0,26
8,0,26
8,0,25
8,0,26
8,0,24
8,0,25
8,0,25
8,0,26
8,0,25
8,0,26
8,0,25
8,0,25
8,0,26
8,0,26
8,0,26
8,0,24
8,0,26
8,0,26
8,0,26
8,0,26
8,0,26
8,0,24
8,0,26
8,0,25
8,6,25
80,80,15383
65,88,271
67,80,376
73,72,200
69,56,248
78,72,152
84,96,232
69,63,72
32,64,216
67,81,1656
79,96,224
78,65,263
32,56,209
66,72,272
85,79,280
69,80,216
78,72,144
65,120,328
32,46,105
69,72,351
86,105,384
79,79,249
76,72,215
85,72,312
67,87,384
73,72,264
79,64,232
78,96,328
32,88,240
67,120,416
76,80,224
73,81,248
78,79,209
73,96,271
88,64,480
8,87,552
67,64,208
65,136,288
32,74,287
188,112,993
32,104,200
83,70,1944
69,96,232
