VK,HT,FT
97,64,0
97,57,264
8,96,2744
8,81,208
80,72,3192
65,63,289
67,96,279
73,73,200
69,88,232
78,80,168
84,88,232
69,96,144
32,72,192
69,88,224
83,88,217
32,45,90
80,56,549
82,72,200
69,64,208
77,64,344
69,73,160
68,73,200
73,80,185
67,87,279
65,79,297
68,72,239
79,88,144
32,72,200
89,72,240
32,72,176
84,129,240
82,102,105
65,80,239
83,80,217
76,81,295
65,72,120
68,73,464
65,95,265
68,80,383
79,80,216
32,72,232
72,63,393
65,121,119
67,104,312
73,81,248
65,112,1192
32,57,176
84,105,560
82,48,136
8,56,648
79,64,433
77,72,271
79,73,192
71,64,304
82,96,208
65,121,256
70,81,208
73,81,432
65,120,160
188,79,673
32,56,159
68,96,272
79,80,160
78,81,256
68,72,384
69,88,184
32,73,128
83,80,192
69,73,192
32,64,112
69,65,368
86,64,328
73,79,392
68,48,248
69,72,192
78,64,144
67,96,336
73,81,224
65,96,200
32,49,176
84,104,1225
82,72,143
79,89,1360
77,72,240
66,88,560
79,88,232
32,81,256
69,96,144
78,71,232
32,80,208
65,113,2120
82,69,114
84,80,159
190,57,2335
80,89,920
85,72,345
76,64,423
77,80,184
79,81,232
78,81,304
65,104,328
82,71,184
190,81,2504
32,88,256
32,127,4473
71,97,599
82,88,232
65,81,192
78,71,337
69,79,9919
78,73,231
32,72,153
73,72,608
84,80,424
73,72,528
78,73,248
69,88,168
82,112,200
8,80,1352
8,78,176
8,81,160
8,65,168
8,64,160
8,65,160
73,88,7176
84,57,343
73,72,433
78,56,240
69,80,160
82,64,224
69,79,216
32,72,544
83,72,280
69,88,184
32,72,120
80,64,304
82,113,367
79,81,520
68,112,329
85,64,232
67,80,592
69,89,263
32,63,273
80,64,296
65,80,208
82,88,192
65,96,136
8,72,1247
79,72,761
32,72,304
67,80,488
65,97,151
82,64,665
68,64,264
73,72,512
79,72,656
82,104,928
69,88,144
83,72,176
80,80,448
73,68,168
82,72,279
65,112,201
84,72,152
79,64,440
82,72,280
73,72,432
79,80,304
188,112,2152
32,87,136
83,104,2712
69,96,200
32,72,160
67,104,360
79,64,176
77,87,144
73,73,239
69,97,272
78,72,481
90,71,320
65,97,215
78,72,177
32,72,176
67,80,4920
79,71,185
78,63,223
32,72,200
77,72,504
65,80,160
78,88,336
73,64,215
79,64,185
66,72,488
82,81,247
65,96,177
83,112,199
32,80,129
68,73,175
69,81,184
32,63,129
82,72,176
67,88,480
80,72,320
32,56,304
65,72,256
86,65,303
65,80,169
78,65,455
90,72,280
65,63,209
68,64,200
79,64,408
32,72,5248
73,65,383
78,80,345
79,88,208
84,71,352
82,80,168
79,64,592
80,80,448
73,81,175
67,88,425
79,56,191
83,80,393
188,73,791
32,73,168
83,96,3121
69,105,207
32,73,120
67,87,521
79,64,191
78,72,241
84,71,272
73,64,519
78,73,280
85,81,296
65,88,281
8,0,1032
8,0,501
8,0,26
8,0,24
8,0,26
8,0,25
8,0,25
8,0,26
8,0,24
8,0,25
8,0,26
8,0,24
8,0,27
8,0,26
8,0,25
8,0,26
8,0,25
8,0,27
8,0,24
8,0,25
8,0,24
8,7,26
8,79,249
8,65,263
188,80,1401
32,87,192
83,81,287
69,89,200
32,71,177
67,80,232
73,73,231
8,71,657
79,81,303
78,65,288
84,73,264
73,72,481
78,72,247
85,73,232
65,120,297
78,72,239
32,64,225
68,105,1423
85,81,255
82,88,194
65,104,344
78,73,207
84,81,240
69,96,193
32,57,143
52,79,521
53,81,183
32,56,273
77,81,511
73,72,241
78,72,208
85,72,272
84,73,287
79,71,497
83,113,223
32,73,184
83,104,241
73,80,208
78,72,216
32,65,199
79,64,433
66,72,496
84,80,279
69,111,177
78,88,576
69,103,89
82,121,222
32,89,208
80,63,15489
85,47,272
76,56,424
83,79,304
79,64,255
190,64,513
32,72,200
13,55,423
72,49,496
8,128,897
79,73,863
66,72,344
73,56,400
84,65,208
79,65,440
32,56,240
97,72,744
98,56,208
100,72,849
101,55,200
72,72,1279
83,137,392
8,64,1961
8,73,159
8,88,153
8,56,352
160,671,2776
190,56,456
49,95,1440
53,65,1679
72,81,1400
83,95,217
97,88,16143
99,88,185
96,55,2608
96,72,135
80,96,16344
65,113,240
84,64,232
8,88,512
82,96,296
79,81,184
32,49,536
67,88,320
65,97,144
82,55,121
68,144,1391
73,80,272
79,73,176
80,72,264
82,89,200
69,88,232
83,72,271
80,64,809
73,97,488
8,104,672
8,88,184
8,96,248
8,96,184
8,89,176
8,88,176
82,81,736
69,97,200
80,96,448
73,88,232
82,88,352
65,96,200
84,72,56
79,88,504
82,87,352
73,129,200
79,110,105
