VK,HT,FT
96,95,-2147483648
105,87,307
97,72,1318
104,80,263
80,110,832
65,113,280
8,120,1031
20,159,565
65,129,536
67,106,309
73,71,231
69,81,181
78,75,185
84,97,248
69,104,157
32,86,183
67,104,523
79,80,258
78,72,279
77,91,236
8,109,641
32,115,1146
8,0,936
8,55,216
8,0,53
8,48,168
80,109,819
85,80,272
69,115,205
82,101,458
80,90,472
69,74,88
82,91,208
65,88,220
32,80,257
188,94,523
32,89,196
81,112,609
85,80,287
69,104,168
32,65,134
80,64,487
82,106,184
69,72,196
83,69,213
69,90,246
78,80,192
84,112,284
79,72,736
32,91,271
20,147,111
82,80,193
65,116,384
79,103,456
20,140,497
188,92,359
32,73,213
80,96,501
79,71,127
82,113,304
8,51,1194
8,80,125
8,72,142
80,69,1267
79,81,112
82,18,263
32,132,152
76,71,405
79,76,186
32,113,123
81,89,299
85,87,246
69,110,206
32,72,123
69,112,185
83,86,239
32,84,86
8,83,937
8,78,164
8,0,186
32,82,1144
69,78,304
83,80,200
32,105,108
69,87,191
86,104,486
65,157,122
76,19,277
85,88,245
65,87,149
68,79,263
79,102,224
8,53,575
65,120,104
32,71,144
69,81,231
78,71,232
32,89,181
71,101,384
85,96,364
65,108,76
82,91,287
68,91,206
73,103,425
65,106,179
32,18,328
77,88,232
8,83,977
188,104,1184
32,70,211
73,96,912
78,72,208
68,96,384
73,78,232
67,80,342
65,113,321
78,79,318
68,85,265
79,82,215
76,77,165
69,94,616
32,64,173
67,113,258
79,72,181
76,72,215
79,80,179
67,122,280
65,101,434
67,104,303
73,170,194
79,133,79
78,95,308
32,111,229
68,80,178
69,132,185
32,70,119
83,95,281
65,94,224
79,55,224
78,87,396
68,92,253
65,82,286
32,47,224
86,93,89
69,99,219
83,136,245
73,150,289
67,116,292
65,116,320
76,85,407
8,11,986
8,0,163
79,82,1066
32,81,247
89,80,478
32,16,246
67,120,554
79,86,216
77,87,271
80,81,392
76,47,160
69,10,240
77,98,218
69,79,160
78,12,271
84,110,208
65,81,213
82,88,168
32,29,190
69,63,173
8,87,810
8,79,162
8,44,160
8,85,28
8,0,189
8,72,325
8,0,175
8,0,25
8,63,52
8,0,160
8,0,26
8,80,183
8,0,297
8,0,25
8,0,171
8,0,30
8,104,200
8,0,165
8,16,224
65,77,348
76,113,551
190,56,667
13,74,551
78,72,536
8,80,504
8,58,237
80,70,138
65,103,240
67,121,444
73,100,216
69,88,256
78,117,266
84,96,247
69,102,40
32,64,136
67,91,720
79,80,351
78,88,258
32,64,191
66,64,279
85,81,247
69,135,181
78,78,198
32,71,109
68,85,155
69,103,397
66,109,556
73,59,468
84,63,543
79,124,317
32,97,233
8,80,923
8,114,648
8,115,185
8,71,52
8,89,30
8,0,29
8,0,31
8,48,49
8,88,26
8,0,208
8,79,30
8,0,26
8,0,48
32,107,644
68,55,159
8,83,710
8,55,184
8,0,177
8,0,311
8,72,263
68,45,803
73,80,488
85,63,210
82,72,328
69,92,211
83,120,248
73,159,43
83,103,166
32,93,253
80,80,1028
79,101,136
8,112,393
8,48,184
107,87,1383
32,72,233
80,135,270
79,52,168
82,159,266
32,95,96
83,105,460
79,104,18
78,88,410
68,91,366
65,82,246
32,95,143
78,88,1425
79,95,113
32,54,260
80,63,975
82,97,234
69,96,179
83,72,251
69,72,215
78,64,221
84,122,242
65,124,189
8,75,552
32,56,924
86,92,727
69,113,270
83,104,305
73,95,22
67,72,220
65,150,270
76,19,61
32,56,224
50,106,510
48,88,212
48,87,59
77,96,263
76,48,143
8,112,805
8,180,174
8,77,488
79,86,815
8,80,503
48,105,299
48,89,146
32,81,350
77,88,336
76,71,120
190,88,371
32,61,883
78,88,531
79,92,248
32,122,250
82,138,137
69,96,199
70,18,259
73,95,20
69,63,32
82,80,200
69,110,176
32,52,160
68,80,312
79,59,217
76,56,217
79,66,171
82,119,185
190,78,1265
32,88,506
13,89,1240
65,104,451
71,81,206
85,73,430
65,91,58
82,66,137
68,72,229
79,82,449
32,7,169
32,109,357
65,113,170
78,64,193
84,88,275
69,84,207
67,84,262
69,86,193
68,65,200
69,28,193
78,42,164
84,88,115
69,80,110
83,86,147
32,94,170
68,72,296
69,96,161
32,102,83
67,87,272
65,17,461
32,72,175
68,64,155
69,119,215
32,97,40
77,72,304
65,95,208
77,88,207
65,140,134
32,55,684
78,89,349
79,153,182
32,64,216
84,80,330
69,80,158
82,75,176
77,98,514
73,87,86
78,95,120
8,78,761
8,82,183
8,56,166
8,80,161
8,0,24
8,72,25
8,57,153
8,73,25
8,14,170
8,0,48
32,67,766
78,80,480
79,80,208
32,101,241
84,110,246
69,96,283
82,83,87
77,89,456
73,80,208
8,94,902
8,55,240
8,98,197
8,63,30
8,61,169
8,77,26
8,0,48
8,0,182
78,67,677
79,95,360
32,80,232
67,88,379
79,27,173
78,105,166
67,103,392
76,71,256
85,72,294
89,185,228
79,72,438
32,56,288
84,80,254
84,72,143
79,64,550
32,46,209
67,107,263
79,104,260
78,30,257
32,73,214
32,88,270
84,80,353
65,162,262
77,157,224
79,70,65
88,79,394
73,111,294
70,72,570
69,63,234
78,88,208
79,64,152
78,95,272
79,88,264
