VK,HT,FT
96,103,-2147483648
104,93,572
100,56,194
97,71,816
80,110,110
65,72,352
67,103,350
73,86,290
69,112,248
78,79,160
84,99,200
69,107,75
32,92,144
69,104,283
78,64,446
32,89,251
82,88,177
69,102,185
71,8,397
85,74,288
76,44,473
65,86,87
82,71,227
32,105,219
69,81,169
83,85,200
84,72,74
65,103,32
68,85,284
79,43,193
32,79,232
71,89,248
69,115,208
78,16,315
69,66,162
82,83,473
65,120,398
76,73,314
188,86,613
32,79,232
82,88,207
69,80,191
70,110,248
73,88,183
69,104,14
82,78,228
69,79,196
32,72,234
68,64,161
79,83,200
76,83,217
79,63,136
61,322,193
8,83,167
8,98,208
8,0,176
8,71,159
8,0,48
8,262,26
8,0,176
8,0,26
8,0,30
8,0,25
8,0,156
8,27,25
8,0,49
8,74,160
8,72,248
188,86,281
32,63,133
68,78,165
79,74,202
76,67,184
79,95,164
82,138,99
32,57,137
65,121,302
8,123,724
61,812,817
8,0,26
8,56,182
8,0,48
8,64,25
8,56,31
8,25,25
8,0,49
8,0,25
32,64,441
8,83,1056
8,72,233
190,26,1134
32,80,265
65,101,115
32,69,162
76,85,223
65,153,103
32,62,198
80,90,392
65,66,224
76,95,272
80,48,1
65,85,172
67,93,384
73,109,205
79,120,106
78,80,294
32,48,973
188,106,575
32,88,204
68,77,190
79,56,95
76,77,182
79,80,168
82,96,189
32,136,231
65,80,164
66,104,336
68,88,350
79,96,301
77,93,154
73,89,230
78,86,162
65,73,199
76,68,263
32,91,395
8,89,945
8,74,281
76,72,137
32,140,249
8,64,1241
20,110,1011
80,81,457
20,185,103
68,80,440
73,81,189
70,89,368
85,96,321
83,88,91
79,48,147
188,66,921
32,55,230
65,126,111
66,80,319
85,111,391
78,98,224
68,87,240
65,98,288
78,86,270
84,95,243
69,92,262
32,80,200
83,67,272
69,115,204
67,104,313
82,72,269
69,80,175
67,42,288
73,167,345
79,126,101
78,114,375
69,103,158
83,131,195
8,78,624
8,83,208
8,87,173
8,57,191
8,80,162
8,0,27
8,80,27
8,72,26
8,55,171
8,0,49
8,15,25
8,61,26
8,15,148
8,0,26
8,0,25
8,64,197
8,0,175
8,0,25
8,72,171
8,0,28
8,64,25
8,81,156
13,67,935
84,92,395
79,63,558
83,150,297
32,80,158
67,121,538
79,72,208
78,43,240
32,98,184
69,104,516
83,60,229
80,80,148
69,88,207
67,82,282
84,80,224
8,69,654
8,88,160
8,64,26
8,73,167
8,71,30
8,0,156
8,0,167
8,73,26
8,79,31
8,0,167
8,0,216
8,96,29
8,0,48
8,73,501
82,90,493
69,84,170
71,93,461
85,62,262
76,76,445
65,88,212
82,112,280
32,72,167
77,101,425
69,105,228
67,88,254
65,146,520
78,63,373
73,88,264
67,64,319
65,88,423
32,78,172
86,97,379
69,103,139
78,71,232
84,88,256
73,64,284
76,79,234
65,200,412
84,110,190
79,64,411
82,103,217
73,189,127
65,111,286
188,80,417
32,80,189
72,92,293
73,76,405
80,144,284
79,106,112
86,89,389
69,75,217
78,88,209
84,105,245
73,59,379
76,84,264
65,87,207
67,109,336
73,80,232
79,120,88
78,112,260
32,64,199
66,83,411
73,63,376
66,71,539
65,127,183
83,118,192
65,81,197
76,98,464
32,56,212
65,96,213
32,55,134
80,94,977
82,81,194
69,58,192
68,171,164
79,56,97
77,112,153
73,90,251
78,109,150
73,79,231
79,127,168
32,96,380
68,55,91
69,80,193
69,87,205
67,106,271
72,91,198
79,93,524
190,87,545
32,92,254
77,72,232
79,70,247
86,89,438
73,65,377
76,73,205
73,85,147
90,68,207
65,121,187
32,55,125
65,123,678
66,71,412
85,75,300
78,56,216
70,95,395
8,86,758
68,73,889
65,119,224
78,69,279
84,97,60
69,95,167
32,71,272
83,83,268
69,113,208
67,105,245
82,91,240
69,121,152
67,89,337
73,81,191
79,128,115
78,94,281
69,79,124
83,132,212
190,82,1019
32,14,153
13,98,1146
68,96,352
73,105,298
84,173,310
8,150,887
85,73,417
82,79,518
69,104,159
83,64,200
73,98,365
83,96,104
32,57,235
80,18,440
79,49,20
82,145,231
8,112,1303
8,101,216
8,91,134
88,101,304
32,75,184
83,96,240
79,62,223
78,72,252
68,72,225
65,113,250
190,72,1457
32,85,313
13,88,1074
67,124,177
85,86,549
77,77,342
80,106,424
76,71,176
69,87,277
32,49,187
84,108,299
84,88,126
79,94,11
32,63,210
67,87,621
79,52,264
77,152,227
32,80,249
65,130,160
77,87,318
80,118,463
73,109,579
83,110,86
85,75,78
76,80,15
66,64,287
65,6,327
67,124,360
84,47,187
65,130,450
78,74,262
111,62,744
67,87,368
76,78,276
65,114,352
82,112,271
73,71,434
84,109,204
82,110,151
79,104,93
77,111,201
73,139,223
67,80,191
73,117,225
78,78,286
65,27,245
32,71,235
69,68,262
86,98,356
190,64,985
32,96,286
83,95,254
69,112,222
32,124,185
82,72,168
69,98,192
65,97,298
76,68,138
73,79,272
90,95,320
79,80,223
32,32,241
20,102,418
72,92,375
77,92,254
67,88,245
20,149,730
32,46,785
88,127,726
50,143,322
78,64,174
66,84,155
76,95,392
8,96,936
8,0,227
8,0,167
8,0,168
78,92,764
8,133,1415
68,80,766
79,81,288
76,70,199
79,63,215
82,103,327
32,63,131
65,94,385
66,86,207
68,92,324
79,96,192
77,72,140
73,118,175
78,87,401
65,74,44
76,89,261
