VK,HT,FT
97,95,-2147483648
103,89,862
98,88,479
99,80,423
80,118,543
65,90,256
67,115,352
73,89,204
69,96,218
78,92,177
84,121,231
69,84,271
32,87,165
69,100,202
78,84,321
32,79,170
82,65,506
69,78,184
71,72,730
85,56,288
76,72,304
65,101,195
82,71,365
32,80,157
69,63,176
83,88,393
84,86,152
65,94,118
68,97,347
79,57,471
32,84,27
71,88,489
69,110,184
78,80,274
69,106,123
82,67,235
65,122,311
76,103,88
188,89,625
32,68,238
32,72,239
83,79,311
65,84,223
84,72,30
32,18,273
55,79,448
48,101,144
32,57,267
84,81,352
65,136,272
32,64,160
49,89,505
49,82,233
48,73,313
111,116,1240
54,79,196
48,89,289
32,84,472
65,80,360
70,93,644
69,18,232
66,71,464
82,126,181
73,79,299
76,72,246
188,115,540
32,101,248
83,133,296
69,113,196
32,100,115
80,64,632
82,81,497
79,89,254
67,83,324
69,80,247
68,71,191
69,72,144
32,98,230
65,81,474
32,55,102
82,133,257
69,82,197
65,128,271
76,88,157
73,79,334
90,92,359
65,96,232
82,79,275
32,77,231
65,126,197
83,101,263
80,88,224
73,27,457
82,105,215
65,121,218
67,52,372
73,72,234
79,102,112
78,89,390
32,101,222
32,76,931
67,96,587
79,71,144
78,78,280
32,65,184
83,113,228
69,72,207
67,94,266
82,60,255
69,79,255
67,99,326
73,80,259
79,127,183
78,94,160
69,79,184
8,56,379
8,109,145
8,69,167
8,0,170
8,47,48
8,0,24
8,141,9
8,90,25
8,98,26
8,0,176
8,0,29
8,81,30
8,152,25
8,89,30
68,62,694
69,142,179
32,86,60
83,113,308
69,93,184
67,105,253
82,129,209
69,88,205
67,97,271
73,81,293
79,133,112
78,94,303
69,82,159
83,71,202
188,72,1408
32,57,196
67,112,374
79,91,225
76,65,27
79,72,170
67,142,510
65,129,287
67,86,109
73,122,188
79,152,86
78,80,317
32,83,231
67,100,858
8,139,659
68,86,267
69,80,182
32,78,221
86,98,393
78,92,456
73,88,393
188,86,645
32,71,336
83,112,298
73,29,158
78,85,177
32,108,274
77,106,394
69,104,279
74,56,636
80,63,497
8,141,1139
79,22,263
82,136,6
73,124,179
65,110,414
32,64,163
68,88,856
69,72,200
76,43,625
32,83,272
67,80,313
85,73,193
65,92,301
68,85,271
82,136,184
79,46,391
8,93,574
8,103,255
8,83,198
8,49,167
8,69,499
8,0,48
8,72,26
8,0,30
32,124,656
83,110,362
65,96,183
84,80,152
85,63,496
82,87,235
65,104,415
67,79,421
73,129,225
79,95,96
78,187,247
32,80,280
190,68,1381
32,76,240
13,172,808
162,714,448
162,547,899
66,64,376
162,314,492
86,49,391
83,96,312
69,150,208
32,89,116
82,87,171
69,80,200
82,65,207
65,71,229
76,20,267
73,125,216
90,88,255
65,136,201
32,85,95
69,44,231
65,135,256
66,80,560
13,80,756
83,109,322
69,99,200
32,70,265
80,64,375
82,105,248
79,80,254
67,72,379
69,72,208
68,63,195
69,93,74
32,88,140
65,103,457
32,66,182
8,69,510
8,98,185
32,96,1128
65,96,558
32,66,70
8,161,579
8,0,164
8,87,25
65,74,433
84,83,361
77,80,999
8,77,668
8,81,166
82,68,687
77,98,283
190,81,143
32,88,263
80,106,496
65,86,151
83,104,175
69,55,200
32,71,153
65,87,168
32,71,104
85,80,1009
84,109,503
73,80,835
188,104,1316
32,72,219
82,102,135
79,95,537
84,111,339
79,82,160
32,80,263
65,88,167
84,64,439
66,102,104
