VK,HT,FT
96,110,0
104,92,406
99,98,486
100,84,234
162,1567,31428
86,84,1176
13,78,19136
162,723,480
86,79,422
32,133,30293
20,198,1089
20,133,496
73,116,326
20,121,158
78,95,867
84,115,317
69,133,202
82,75,86
78,86,505
65,98,288
67,185,345
73,190,232
79,136,135
78,80,269
32,118,205
68,95,145
69,95,205
32,106,126
8,121,883
32,113,1146
8,115,8182
76,80,439
32,83,268
54,94,903
111,96,627
105,109,899
32,129,5778
80,164,3746
79,115,118
82,95,365
32,109,262
84,98,305
84,109,202
82,86,194
65,104,424
83,101,249
84,98,755
79,95,743
82,121,2701
78,87,256
79,106,257
32,118,233
68,72,134
69,115,188
32,87,65
76,104,371
65,139,165
32,86,147
67,104,330
79,92,291
65,110,202
71,75,379
85,92,470
65,174,296
76,97,17
67,86,521
73,195,484
79,136,154
78,101,334
32,115,3433
82,150,644
8,115,943
190,104,943
13,95,5057
69,110,1392
78,75,254
32,89,196
69,100,197
76,83,282
32,115,210
68,104,208
73,95,183
65,185,233
32,101,372
8,95,1422
8,69,188
8,83,182
8,74,185
8,66,185
8,74,176
8,83,176
8,89,179
8,98,182
8,109,183
69,159,1173
78,69,192
32,72,207
69,121,279
76,84,225
32,107,228
68,132,126
73,112,199
65,132,240
32,101,92
68,92,222
69,101,202
32,97,112
65,103,359
89,138,430
69,106,183
82,97,268
32,95,307
73,97,915
78,89,267
71,113,293
82,147,243
69,104,191
83,98,217
65,133,191
32,107,163
80,164,416
79,101,138
82,152,268
32,83,177
80,104,575
82,84,202
69,89,217
83,101,219
69,98,197
78,95,188
84,124,304
65,124,189
82,98,163
32,101,840
80,86,707
82,101,304
79,101,191
67,133,387
84,101,331
79,84,524
82,92,256
82,84,222
65,124,399
71,115,411
73,112,439
65,131,179
32,83,278
89,110,791
32,156,581
72,84,5746
69,115,376
77,81,262
69,81,142
8,92,826
65,150,297
89,106,297
69,132,584
77,95,322
69,101,165
83,122,302
73,109,206
83,133,134
32,92,329
8,110,1227
8,60,214
8,74,145
8,80,162
8,89,159
8,78,159
8,81,168
8,98,253
84,86,721
69,147,276
77,89,300
69,69,213
83,110,262
73,103,203
83,116,159
188,101,1254
32,83,211
65,110,310
80,104,348
82,103,220
79,100,245
88,116,746
73,106,192
77,86,302
65,125,227
68,86,531
65,104,256
77,92,320
69,101,207
78,92,237
84,121,276
69,89,165
32,103,160
68,89,148
69,97,208
32,101,116
51,103,485
32,109,185
68,84,327
73,113,202
65,110,211
83,124,958
190,147,1211
13,106,1736
67,123,991
79,89,308
65,130,1204
8,153,1391
8,86,243
8,86,162
82,187,1245
73,132,360
78,72,296
32,98,213
78,95,1456
79,101,404
32,95,302
67,101,1851
8,190,1182
8,104,443
32,84,1102
77,104,265
69,103,214
68,113,247
73,98,160
66,81,441
76,104,453
69,103,197
32,95,216
84,100,1581
8,86,951
20,127,285
84,96,288
79,90,568
8,176,708
80,116,792
20,140,357
160,268,1059
188,87,155
32,164,1021
77,86,2505
65,118,214
89,98,251
79,104,481
82,147,530
32,118,391
8,95,906
8,78,228
8,81,196
8,84,185
8,104,182
8,92,194
8,115,165
32,104,664
160,459,5671
60,85,147
49,121,1311
50,139,223
48,98,289
190,106,1279
13,98,527
80,121,3603
83,55,308
8,89,641
65,113,247
67,100,397
73,98,216
69,109,214
78,97,137
84,103,256
69,99,62
32,83,229
77,104,768
65,98,200
83,98,231
67,109,291
85,83,496
76,107,338
73,87,262
78,86,251
79,97,265
32,98,273
68,95,3318
69,92,211
32,97,157
55,95,1028
56,84,495
32,92,262
65,119,433
0,63,266
79,90,218
83,130,197
32,92,192
68,95,125
69,90,216
32,92,94
69,95,484
68,69,211
65,98,225
68,103,274
188,81,683
32,98,174
71,109,302
69,86,154
82,95,210
73,95,256
65,130,257
84,121,166
82,103,143
73,98,541
90,63,1478
65,81,219
68,95,228
79,104,299
188,100,576
32,100,225
67,199,4941
79,121,241
78,147,718
32,107,282
66,124,470
85,101,231
69,136,205
78,83,189
65,185,236
32,93,141
72,92,565
8,118,945
69,115,257
86,176,378
79,100,278
76,104,199
85,109,265
67,118,305
73,176,179
79,173,132
78,106,281
32,87,247
67,127,735
76,95,251
73,112,248
78,84,216
73,100,288
67,106,339
65,133,430
188,118,602
32,106,231
80,101,2791
65,136,205
76,83,201
73,110,267
68,109,294
69,86,219
90,142,310
32,92,184
67,126,265
85,104,239
84,110,259
65,122,134
78,101,391
69,72,188
79,87,669
32,98,276
77,112,462
85,104,350
67,147,288
79,92,784
83,107,245
65,162,297
188,86,1448
32,86,265
13,77,9194
8,207,7260
20,129,1665
80,110,1347
78,127,11990
8,109,992
83,153,63666
79,96,195
8,121,1355
8,51,258
8,52,165
13,87,1005
13,63,29038
72,113,1757
84,84,254
79,86,498
32,89,254
50,125,368
52,93,241
111,85,1222
32,104,1030
72,96,448
66,83,478
32,101,188
56,92,989
190,90,737
51,136,1455
190,89,2176
32,86,234
83,125,840
79,98,247
76,81,228
73,101,309
67,95,320
73,115,174
84,89,266
79,98,846
32,98,271
49,133,3302
32,118,178
85,110,657
71,110,752
82,159,329
190,83,1230
32,211,3590
67,162,1147
79,95,247
78,101,248
84,115,286
82,118,286
79,95,280
76,109,495
32,115,280
68,81,200
69,98,203
32,84,57
83,84,291
65,84,246
78,87,169
71,96,374
82,101,209
65,119,174
68,92,284
79,110,363
32,87,283
190,80,729
32,92,214
65,142,474
71,83,233
85,95,374
65,134,140
82,80,153
68,84,228
79,83,283
32,80,280
82,118,311
69,95,566
83,87,237
85,90,309
76,83,386
84,107,328
65,101,192
68,125,277
79,104,189
32,115,258
68,101,254
69,86,209
32,116,54
76,138,3379
65,122,240
66,95,407
79,89,412
82,104,331
65,118,189
84,95,86
79,90,483
82,150,280
73,104,195
79,106,355
190,83,640
78,98,1195135
79,75,486
