VK,HT,FT
97,88,-2147483648
98,56,255
100,89,313
97,202,639
80,95,224
65,139,264
67,97,320
73,88,219
69,96,176
78,81,152
84,112,200
69,104,65
32,89,152
83,88,372
69,26,202
32,64,116
82,72,690
69,81,200
65,104,333
76,54,212
73,85,214
90,98,442
65,78,223
32,95,81
69,88,305
67,93,24
79,80,223
71,65,206
82,107,236
65,92,173
70,72,5
73,67,344
65,95,87
32,80,169
81,112,369
85,64,211
69,118,213
32,64,104
77,89,447
85,96,312
69,97,173
83,88,229
84,120,106
82,97,187
65,12,168
32,86,240
188,125,106
32,104,234
68,64,384
8,155,80
65,130,988
83,89,229
67,105,283
73,89,200
84,118,295
73,86,113
83,104,296
8,80,837
162,431,874
86,74,295
46,88,30
46,160,1008
46,94,1216
46,159,167
46,111,298
46,70,1133
46,0,176
46,65,31
46,82,25
46,0,415
46,136,30
46,0,30
46,95,24
46,0,112
46,67,25
13,112,859
13,87,887
0,125,235
8,55,185
76,128,273
65,143,167
66,76,251
79,80,457
82,73,296
84,72,59
65,89,199
79,72,160
82,95,296
73,118,176
79,112,143
32,83,866
160,163,1188
190,88,111
162,588,440
86,64,294
46,79,760
46,128,1443
8,64,180
39,0,30
46,126,359
46,97,31
46,0,292
67,91,352
8,105,702
20,95,249
67,72,328
190,72,151
13,80,559
83,92,628
85,72,396
83,106,186
80,88,610
69,74,156
78,72,239
68,79,332
79,79,196
32,63,229
84,72,252
67,80,295
32,99,189
68,89,200
69,111,193
32,72,112
65,125,211
66,120,373
68,92,235
79,80,271
77,106,226
69,112,240
78,77,175
188,65,784
32,63,225
83,112,371
79,96,215
76,64,174
73,87,232
67,104,251
85,83,556
84,90,439
79,63,263
32,64,320
8,0,1438
8,0,501
8,108,196
8,70,368
73,81,967
84,96,440
79,74,538
32,112,238
65,95,170
66,72,370
68,85,182
79,84,96
77,72,247
69,148,42
78,79,256
32,95,206
68,6,245
69,109,129
8,85,312
8,112,156
8,72,159
8,81,189
8,0,24
8,71,167
8,32,26
8,0,24
8,69,27
8,63,193
32,160,1163
82,87,158
88,131,308
32,115,197
65,120,152
66,80,320
68,86,279
79,96,222
77,108,218
69,94,215
78,101,196
32,98,195
68,112,236
69,108,175
32,63,97
80,73,644
73,88,275
69,112,259
188,92,587
32,146,396
65,87,151
71,79,230
85,95,369
65,31,145
82,101,344
68,82,60
79,81,458
32,80,56
83,97,212
8,102,1452
67,112,510
79,8,251
77,60,281
85,96,334
78,72,296
73,94,240
67,88,398
65,94,199
67,107,408
73,152,266
78,83,180
32,121,191
67,104,377
79,63,304
78,57,216
32,88,220
79,81,633
78,80,248
67,92,215
79,81,247
76,80,232
79,88,216
71,96,318
65,115,440
32,63,144
68,104,219
69,124,216
32,101,82
32,72,1079
76,103,710
65,150,298
32,121,147
80,89,56
65,102,121
67,88,331
73,7,224
69,110,156
78,87,160
84,96,272
69,120,264
32,81,165
160,1482,1350
56,52,255
54,64,172
49,104,138
49,100,168
52,64,1059
52,95,1022
56,63,526
51,104,1109
56,83,494
8,144,1176
49,109,623
49,93,216
160,335,669
56,88,83
8,74,193
162,573,417
56,88,291
32,72,282
84,99,296
69,96,176
76,59,249
32,89,287
78,72,190
79,80,101
