VK,HT,FT
97,87,-2147483648
100,31,205
97,81,449
101,94,464
82,80,680
69,72,199
67,116,288
73,92,229
66,13,300
79,80,496
32,106,232
76,64,135
65,96,216
66,55,395
79,80,310
82,105,297
65,92,351
84,116,424
79,95,0
82,92,185
73,78,194
79,116,119
160,246,1350
190,55,145
81,88,592
85,104,181
73,135,247
67,121,263
75,73,589
97,57,781
100,72,298
110,72,458
105,81,495
111,5,551
75,63,1206
80,80,689
84,95,447
84,88,168
98,72,209
100,65,252
111,96,728
82,86,416
73,72,439
78,81,279
97,80,725
110,79,349
97,73,560
105,71,184
111,80,568
71,71,844
76,86,534
85,69,311
67,86,695
100,72,448
101,55,128
101,63,1374
111,80,788
85,87,1179
82,96,233
65,78,93
97,80,620
100,95,505
97,80,1200
111,64,1008
67,116,1199
82,100,85
69,88,125
65,79,195
84,64,97
103,79,439
8,0,501
97,80,1271
111,68,931
32,119,418
32,56,263
70,92,587
65,85,365
76,72,512
101,125,200
99,72,288
103,58,255
111,100,369
66,72,1307
84,96,251
96,113,312
110,64,351
102,56,337
111,88,755
66,108,319
68,109,314
96,65,547
110,79,369
97,68,14
111,95,964
65,96,343
77,64,222
73,73,247
76,86,374
65,163,222
83,87,256
65,104,193
99,120,222
101,43,352
111,90,825
78,72,215
65,104,126
49,95,412
51,80,284
55,98,832
32,73,182
67,85,329
76,68,250
100,80,1
103,64,329
111,65,513
75,127,82
100,85,616
110,80,369
97,79,1014
111,79,836
32,134,366
13,112,1065
69,46,697
65,128,354
66,151,403
32,112,195
79,89,368
50,153,128
32,79,177
49,112,873
48,63,282
48,89,168
160,488,125
188,72,1446
32,71,222
83,88,250
65,128,232
84,93,144
32,89,203
104,72,304
100,71,364
111,70,752
66,64,361
67,80,368
79,89,175
99,97,831
32,89,201
32,120,587
50,129,962
49,114,593
111,63,815
69,136,564
88,120,367
32,83,125
66,97,315
65,95,145
83,75,262
69,100,228
109,89,822
100,59,153
32,73,233
48,64,304
50,96,834
32,97,221
53,95,172
52,92,962
111,103,1107
80,78,77
72,116,1287
103,73,364
96,183,287
98,64,630
32,72,103
80,109,393
76,9,113
65,88,432
81,87,519
101,63,1375
96,154,503
99,80,264
188,94,1408
13,86,928
83,143,450
69,121,208
32,63,169
73,80,784
78,74,224
84,83,254
82,12,305
69,84,260
67,97,168
79,72,262
78,64,328
83,110,270
85,80,205
76,71,499
84,101,304
65,78,158
32,81,171
65,95,505
84,72,157
69,139,99
82,76,186
65,74,346
80,80,372
73,106,239
65,88,359
32,33,278
32,92,459
83,64,271
69,87,208
32,80,116
82,94,214
69,79,193
65,104,279
76,111,257
73,96,224
90,157,431
65,105,208
32,83,98
84,78,867
88,6,285
32,88,207
68,83,213
69,106,192
32,64,152
84,3,975
79,29,280
82,90,208
65,12,926
88,134,282
32,115,154
81,121,1170
85,80,193
69,97,176
32,72,56
77,89,613
85,98,357
69,88,199
83,88,284
84,81,98
82,110,191
65,83,155
32,110,217
67,136,229
79,80,247
78,72,219
83,5,402
79,96,189
76,58,200
73,68,333
68,65,205
65,125,338
67,97,366
73,124,192
79,173,178
78,129,137
32,88,256
65,131,218
80,102,155
73,114,217
67,77,672
65,104,113
76,108,95
32,63,200
32,97,970
73,89,320
90,76,197
81,106,524
85,144,247
73,113,127
82,96,167
69,80,212
8,89,664
68,88,182
65,128,185
190,72,1050
8,88,30
20,87,312
82,89,815
20,112,312
32,85,290
