VK,HT,FT
97,92,-2147483648
97,72,186
98,130,515
104,97,489
80,87,379
65,96,241
67,104,383
73,87,219
69,106,287
78,96,192
84,88,297
69,97,270
32,93,257
69,78,216
78,103,503
32,87,185
82,80,3
69,53,192
71,72,772
85,74,372
76,64,238
65,116,227
82,71,304
32,88,181
69,86,180
83,88,235
84,72,252
65,75,305
68,16,300
79,55,479
32,85,240
71,49,385
69,89,264
78,82,334
69,88,82
82,56,204
65,0,315
76,73,263
32,63,209
190,63,805
32,119,242
13,58,819
83,88,841
86,104,328
160,193,619
190,55,128
32,72,359
70,96,303
67,93,217
103,64,324
101,63,242
111,80,433
70,95,997
82,164,162
97,64,269
98,103,146
111,72,495
84,80,1340
54,120,540
65,96,248
97,80,609
100,103,5
98,72,737
111,80,577
102,136,498
99,73,1453
32,98,217
13,96,849
83,72,375
69,104,239
32,81,143
82,112,657
69,38,172
67,95,275
73,81,206
66,82,288
82,126,323
8,51,1268
69,97,811
32,36,415
80,65,358
82,105,682
73,71,344
77,76,222
69,109,176
82,73,89
32,89,181
74,130,252
85,104,273
69,110,128
71,79,745
79,101,121
32,56,239
69,89,242
78,66,214
90,64,235
73,98,826
77,79,472
65,147,263
84,83,400
73,81,176
67,103,282
79,91,307
32,97,272
80,96,344
79,84,127
83,120,520
73,80,325
84,80,369
73,72,179
86,83,343
79,89,279
190,97,924
32,74,271
83,89,585
69,119,212
82,120,201
86,97,254
73,86,70
86,129,424
8,28,604
67,120,1164
73,120,208
57,92,120
79,79,145
32,64,216
68,47,91
69,87,254
32,54,110
67,128,379
65,49,117
82,134,311
68,80,15
73,71,263
79,110,180
80,80,193
76,70,160
79,72,168
71,65,335
73,88,166
65,89,289
32,71,96
8,45,1444
8,71,163
8,93,153
8,64,26
8,0,1309
8,0,143
8,0,61
8,0,176
8,106,500
8,0,144
8,80,23
8,72,25
8,0,213
8,0,151
8,66,25
8,0,26
8,0,25
8,75,25
8,0,26
79,116,788
32,71,145
68,69,126
69,95,172
32,112,17
67,81,71
65,104,213
82,12,274
68,142,128
73,72,502
79,99,184
76,97,214
79,80,211
71,91,368
73,93,476
65,72,281
32,63,248
73,95,409
78,74,264
84,115,304
69,104,93
82,79,115
80,117,751
82,80,175
69,89,633
84,75,266
65,103,124
32,88,114
83,99,393
8,77,901
20,143,271
83,71,269
67,80,448
65,108,151
83,87,245
69,96,191
83,88,142
84,101,208
20,104,304
32,72,206
20,135,502
8,80,216
20,174,1252
32,72,229
73,115,289
65,96,202
77,72,452
32,92,195
20,139,836
73,86,224
70,72,1457
82,103,225
65,153,435
8,66,629
8,70,1356
8,0,25
8,63,178
8,65,165
8,49,198
8,115,145
8,0,199
73,76,1205
65,191,159
77,80,303
32,52,114
32,64,263
20,119,418
73,80,637
78,71,405
70,80,101
82,81,206
65,118,192
32,73,235
20,118,611
83,104,581
84,83,262
13,92,786
83,88,862
69,121,199
32,80,112
73,80,286
78,80,242
73,96,393
67,84,535
73,64,180
65,124,263
32,72,108
84,74,294
84,88,144
79,73,563
32,80,271
65,127,852
77,86,101
8,26,670
78,96,338
84,96,212
73,81,105
32,59,259
69,88,939
83,96,216
8,78,666
8,79,237
8,98,205
8,0,30
8,0,49
8,66,172
8,0,192
8,0,24
8,0,49
8,62,191
8,0,25
8,0,48
8,88,225
8,81,49
8,0,201
8,58,25
8,55,31
20,103,664
8,0,239
8,56,169
8,0,167
8,0,25
20,91,901
83,144,380
69,114,197
32,72,115
73,95,297
78,81,253
73,86,243
67,95,585
73,64,320
65,120,227
32,82,120
84,64,124
84,88,151
79,79,186
32,87,313
65,87,222
78,113,174
84,80,309
73,81,144
8,86,711
8,55,199
8,0,200
8,121,597
8,0,172
8,83,9
8,0,137
8,0,25
8,92,31
8,0,144
8,0,25
8,0,183
8,56,194
8,0,185
8,0,191
8,0,160
20,73,375
8,96,563
69,108,435
32,104,294
73,45,156
78,87,239
73,80,296
67,86,241
73,64,320
65,62,231
32,95,159
84,70,322
84,72,142
79,91,498
32,64,232
65,79,277
78,86,299
84,103,458
73,64,330
69,106,304
8,56,886
73,219,512
83,93,202
81,64,271
85,72,232
69,120,208
77,80,192
73,103,399
67,70,310
79,73,143
190,85,1411
78,86,256
79,90,243
32,56,51
80,120,440
82,56,173
69,55,107
83,114,232
69,92,198
78,64,87
84,112,272
65,96,162
32,65,157
83,91,687
69,108,200
32,84,115
65,136,390
71,51,309
65,76,103
82,111,311
68,74,134
65,126,239
32,81,160
80,89,661
65,72,164
83,72,131
69,80,198
32,46,88
65,102,214
32,98,194
8,89,1244
39,0,345
39,84,30
39,51,161
8,60,639
8,104,321
8,115,176
85,87,306
65,175,501
82,80,192
68,65,381
65,112,247
32,3,162
85,86,564
67,126,264
79,75,237
