VK,HT,FT
96,144,0
105,164,223
97,92,2084
101,89,205
80,98,50243
79,55,14
65,142,556
8,84,907
8,66,180
8,75,147
80,98,1214
65,99,336
67,104,328
73,71,189
69,92,256
78,83,205
84,112,416
69,83,191
32,107,230
67,101,721
79,78,268
78,98,1014
32,92,257
66,80,781
8,113,1119
8,69,237
8,64,193
8,78,182
8,104,171
67,121,989
79,77,160
78,80,236
32,63,222
82,92,1932
69,77,222
71,124,319
85,77,425
76,83,447
65,121,185
82,129,297
32,119,185
69,92,229
8,0,778
8,0,500
8,0,49
8,0,49
8,0,48
8,0,50
8,8,48
8,78,182
8,291,1319
65,208,19040
78,170,760
8,185,1779
8,168,360
72,118,3606
69,133,251
77,115,787
79,107,234
68,126,294
73,89,194
78,95,393
65,139,242
77,95,258
73,138,236
67,121,665
65,145,379
77,112,303
69,127,265
78,83,152
84,135,296
69,127,151
32,103,206
69,126,499
83,156,533
84,112,298
65,159,242
66,113,312
76,118,522
69,144,274
190,89,1237
32,110,279
83,98,2161
65,121,234
84,121,308
32,127,442
56,89,1163
56,83,291
160,268,2103
53,84,109
8,78,5154
80,77,1402
8,75,1208
20,130,347
80,109,244
20,130,123
190,84,2269
32,92,259
65,119,251
32,69,178
76,75,367
65,159,142
32,89,167
69,95,205
8,86,966
65,130,362
85,92,1990
83,104,248
8,78,1394
8,71,211
8,69,196
8,66,188
8,75,170
8,74,177
8,69,170
8,74,157
8,52,281
32,112,815
83,98,1117
69,112,226
32,98,117
65,136,305
85,83,300
83,131,1453
67,110,534
85,95,422
76,81,387
84,129,374
65,122,302
78,92,252
32,100,242
83,177,527
73,118,238
66,104,485
73,80,687
76,86,236
65,194,413
78,109,336
67,92,299
73,109,202
65,115,166
83,127,245
32,112,107
68,92,219
73,89,365
83,95,174
69,95,228
77,74,197
73,121,222
78,84,279
65,125,182
68,81,289
65,130,265
83,128,485
32,124,5869
69,101,271
83,92,243
67,98,213
65,115,246
83,81,208
65,162,180
32,118,791
8,89,935
83,98,405
32,147,519
190,86,3779
32,81,1057
78,78,464
79,92,228
82,109,351
77,74,248
79,112,236
84,98,393
69,130,205
78,83,300
83,112,265
79,98,231
32,89,248
188,80,707
32,92,193
65,165,197
70,92,494
69,118,237
66,89,331
82,98,256
73,106,299
76,98,410
188,81,2605
32,80,248
76,74,641
85,90,301
67,121,305
73,95,220
68,106,319
79,86,547
190,86,1140
32,84,330
13,103,3161
83,98,256
69,106,226
32,95,151
82,107,256
69,92,214
65,127,296
76,90,183
73,112,240
88,109,234
8,86,593
90,107,196
65,130,229
32,92,163
69,103,1320
65,113,393
66,196,947
20,118,8750
83,92,292
65,113,203
84,100,758
32,124,234
56,81,774
56,93,180
160,269,1849
53,85,28
78,96,2930
79,95,295
32,32,6236
79,99,362
82,130,375
73,98,166
69,118,272
78,104,226
84,107,280
65,107,198
68,98,306
79,89,183
32,92,203
69,86,146
78,84,377
32,116,171
84,98,284
73,101,480
69,151,214
77,98,198
80,118,355
79,95,189
32,107,343
8,43,1167
8,54,168
8,61,162
8,60,160
8,57,157
8,55,153
8,57,149
8,57,145
8,61,145
8,58,157
8,58,151
8,54,157
8,58,142
8,58,151
8,52,160
8,52,148
8,60,131
8,66,148
8,44,145
20,128,806
82,139,857
73,104,226
69,126,240
78,80,1335
84,90,2996
65,98,337
68,83,4100
79,87,458
32,109,240
69,84,253
78,83,223
32,60,202
84,77,319
32,107,204
89,95,249
32,118,168
69,118,331
190,109,1391
