VK,HT,FT
97,184,0
103,156,351
100,90,1271
99,66,356
80,115,2737
65,122,268
67,118,300
73,95,214
69,101,259
78,97,194
84,80,259
69,112,233
32,86,137
67,115,299
79,95,208
78,92,239
32,106,185
82,89,279
69,87,199
71,98,390
85,75,214
76,80,333
65,55,230
82,97,365
32,103,168
69,80,151
83,87,233
84,98,174
65,92,114
68,81,296
79,97,177
32,118,247
71,98,488
69,86,273
78,94,302
69,67,59
82,95,322
65,119,393
76,103,226
32,112,285
188,100,678
32,124,219
86,118,1439
73,86,214
71,89,350
73,86,390
76,86,575
188,101,917
32,83,262
67,95,2620
79,112,217
78,107,284
32,126,223
84,109,177
69,92,287
78,103,194
68,90,273
69,104,191
78,112,228
67,89,322
73,92,176
65,133,174
32,112,169
65,116,242
76,98,294
32,101,248
83,96,302
85,97,223
69,118,193
0,98,499
79,110,253
190,84,4472
32,72,276
69,124,2116
76,86,129
32,101,205
80,80,564
65,98,265
67,103,436
73,92,313
69,109,262
78,103,197
84,115,290
69,98,160
32,98,185
8,0,1253
8,0,501
8,0,49
8,0,48
8,0,48
8,0,48
8,0,49
8,0,49
8,2,49
8,80,208
8,80,185
8,83,242
82,69,774
69,80,191
83,101,378
80,104,308
79,75,191
78,92,305
68,81,250
69,95,185
32,77,134
79,106,450
82,86,182
68,69,396
69,66,184
78,101,225
69,72,171
83,92,202
32,92,145
83,112,297
73,92,191
77,92,216
80,104,353
76,144,479
69,116,97
83,118,303
32,115,228
83,72,647
73,100,835
78,109,236
32,113,219
8,86,4051
160,200,928
80,96,112
8,95,4045
20,177,963
82,80,210
20,118,174
8,98,34557
8,77,208
8,94,168
8,83,162
8,92,529
190,101,1470
32,90,293
13,74,18298
162,487,1728
86,82,158
46,101,8279
46,99,1973
46,142,1102
46,102,6152
46,102,2155
46,99,308
46,117,198
46,102,6426
46,96,11506
46,90,2444
162,432,4749
67,81,112
162,1160,3683
86,84,828
46,125,5020
46,107,245
46,102,207
46,102,182
46,102,167
85,89,1705
188,118,3854
8,144,5050
32,227,3088
188,89,7942
46,139,4031
46,139,766
20,98,1378
85,153,505
8,138,6381
32,121,1320
8,109,4489
39,114,1346
46,70,377
46,87,445
46,100,353
46,125,303
46,84,814
67,83,1347
188,78,848
46,82,4567
13,113,5977
13,84,6596
83,101,1312
65,116,232
84,84,180
32,81,360
57,158,2401
56,101,123
32,98,332
160,229,1440
53,79,83
46,145,5330
46,120,997
46,146,443
32,127,1171
13,104,5988
76,84,1766
65,148,277
32,69,156
70,103,743
65,142,411
77,92,216
73,83,220
76,78,374
73,115,231
65,119,320
32,84,101
82,77,409
69,57,211
70,63,208
73,89,168
69,84,174
82,75,197
69,93,191
32,78,160
84,81,266
82,81,194
65,113,451
78,78,267
71,95,497
82,64,242
69,75,183
83,110,217
73,196,235
79,121,184
78,93,240
32,106,192
68,81,160
69,92,160
32,89,97
65,113,306
76,84,237
73,98,229
77,98,214
69,98,280
78,81,174
84,80,272
79,69,391
83,101,1069
188,110,477
32,83,201
78,110,862
79,93,183
32,116,243
67,107,403
85,89,318
77,67,308
80,98,380
76,89,160
69,107,251
32,90,166
84,99,494
84,92,186
79,92,180
32,113,240
80,75,769
65,98,240
82,81,323
65,139,306
32,113,95
68,81,352
73,102,280
65,117,25
66,87,299
69,84,171
84,75,240
69,78,211
83,84,240
32,83,132
8,70,1168
8,93,540
8,63,206
8,63,174
8,66,165
8,66,171
8,67,168
8,72,166
8,75,168
8,69,171
8,83,160
8,84,174
8,84,168
8,78,166
190,98,2312
32,81,260
13,98,1380
83,113,1086
79,75,224
76,80,180
73,109,211
67,116,431
73,78,232
84,83,303
8,69,1220
8,66,188
8,61,191
8,67,171
8,72,171
8,75,163
8,66,354
84,72,831
79,110,457
77,182,329
79,142,192
71,98,381
82,98,249
65,134,231
70,84,284
73,105,391
65,151,26
32,75,253
83,134,1572
73,84,221
78,78,246
32,84,188
76,89,386
69,101,211
83,113,240
73,67,209
79,72,177
78,87,234
69,83,229
83,95,211
32,90,117
65,125,226
71,93,315
85,83,295
65,98,111
68,66,283
65,86,229
83,124,203
8,67,1312
8,72,166
8,69,174
8,60,374
68,86,800
65,98,234
83,96,209
32,78,200
188,106,592
32,81,208
78,70,317
73,78,234
32,87,214
83,84,263
65,90,243
78,74,184
71,84,322
82,87,271
65,99,186
68,78,272
79,75,388
190,95,5196
32,84,314
13,92,11187
83,113,1309608
79,93,335
76,78,209
73,98,214
67,130,574
73,92,212
84,93,274
79,80,715
32,98,262
73,90,486
78,81,231
84,121,283
69,123,198
82,104,103
78,89,3775
65,107,272
67,119,414
73,92,198
79,98,200
78,92,271
32,95,249
8,77,1049
8,96,159
8,81,197
8,104,157
8,90,183
8,75,163
8,69,157
8,144,1803
8,81,266
8,78,203
8,75,191
8,75,194
32,110,951
69,98,8806
86,58,397
65,136,466
76,101,286
85,139,340
65,110,224
67,112,401
73,200,271
79,191,101
78,121,319
32,96,220
80,219,472
79,124,176
82,164,452
32,116,143
78,107,1930
69,96,314
85,81,317
82,124,315
79,78,366
76,84,239
79,87,220
71,87,343
73,83,426
65,136,303
190,69,675
46,88,7594
46,79,545
46,146,308
8,107,266684
8,81,266
190,78,1729
13,74,506
0,32,7
83,96,397
69,116,226
32,90,69
73,95,349
78,84,174
68,104,529
73,84,285
67,75,289
65,110,168
32,72,178
80,101,437
65,104,169
85,81,729
84,93,208
65,110,123
83,127,187
32,92,149
68,90,174
69,83,206
32,84,114
65,122,260
76,86,184
65,113,128
82,83,261
77,81,485
65,101,126
78,81,2498
79,89,252
