VK,HT,FT
96,77,0
105,89,307
101,77,257
97,83,256
80,92,4429
65,119,524
67,109,360
73,86,271
69,115,284
78,69,157
84,107,233
69,107,171
32,153,624
8,0,656
8,0,501
8,0,48
8,0,48
8,0,48
8,0,49
8,0,49
8,0,48
8,0,48
8,0,48
8,27,49
20,229,987
80,106,2267
20,189,208
65,136,880
67,106,378
73,92,293
69,95,231
78,106,171
84,98,268
69,72,102
32,89,199
67,98,758
79,86,271
78,126,242
32,110,256
65,124,1078
78,98,362
84,103,291
69,72,142
67,75,262
69,109,216
68,101,202
69,118,194
78,80,932
84,89,270
69,89,114
83,75,217
32,92,165
68,81,19
69,97,163
32,75,60
72,98,6216
84,89,245
65,130,293
188,87,1667
32,84,188
69,97,1137
78,89,347
70,104,373
32,74,499
68,78,193
69,80,185
32,78,116
80,106,647
65,77,405
82,135,364
75,92,972
73,103,231
78,77,262
83,98,324
79,83,300
78,74,7264
32,95,751
69,101,359
78,81,288
32,98,179
84,83,291
84,106,142
79,92,473
32,80,316
65,141,282
67,106,582
84,78,202
85,104,393
65,185,433
76,113,147
32,95,277
67,130,162
79,87,291
78,104,373
32,89,311
76,81,780
79,80,211
83,89,202
65,104,217
88,67,282
8,109,667
67,123,325
79,89,265
82,141,341
32,87,234
53,86,462
8,138,1783
50,125,1134
53,92,468
32,52,319
77,86,461
71,104,410
32,83,248
88,90,555
32,97,186
68,98,239
73,86,305
65,118,225
111,79,1018
32,135,973
81,118,7934
85,83,311
69,98,287
84,98,262
73,95,462
65,121,202
80,104,317
73,115,265
78,106,274
65,145,145
32,112,184
98,69,1045
101,77,242
32,74,470
77,69,267
71,75,455
32,75,313
88,130,593
32,81,177
68,104,521
73,95,667
65,113,322
188,101,1775
32,83,311
8,66,1056
8,72,148
111,82,872
32,107,1485
65,86,5177
65,116,196
83,118,269
32,178,431
49,141,1844
32,106,215
67,101,501
79,86,385
77,69,256
80,81,392
32,81,259
88,128,1014
32,92,184
68,98,230
73,95,231
65,121,262
111,73,2190
32,83,20824
80,98,430
82,68,362
65,116,475
77,89,240
73,104,293
80,104,829
69,95,248
88,109,402
79,92,177
76,86,245
32,120,769
97,74,1393
110,80,441
101,60,373
32,164,1472
67,92,3325
65,104,328
68,84,242
65,84,211
32,89,180
49,98,299
50,84,202
32,92,243
72,86,2885
83,107,120
32,95,268
111,93,28575
32,141,1522
76,86,17585
69,89,205
86,112,498
79,78,285
68,77,288
79,81,267
80,100,530
65,119,256
32,92,292
50,113,948
53,144,405
32,136,328
52,90,4504
32,83,248
86,93,290
69,78,419
67,72,253
69,90,216
83,87,234
32,74,160
80,109,541
79,69,208
82,118,110
32,83,237
68,106,202
73,75,219
65,86,291
32,83,3994
77,69,358
71,86,436
190,89,3045
13,98,430
65,121,5948
67,95,360
84,92,712
85,86,564
65,98,359
76,95,219
77,90,273
69,118,228
78,89,191
84,100,257
69,100,188
32,80,145
80,110,680
65,98,240
67,124,410
73,124,291
69,104,248
78,81,171
84,95,268
69,129,168
32,86,225
76,83,1020
85,89,407
67,132,296
73,95,248
79,87,199
68,98,302
79,83,217
32,81,267
79,80,604
82,113,287
73,95,217
69,121,171
78,77,228
84,97,262
65,116,239
68,95,294
79,66,194
32,86,227
69,95,188
78,92,151
32,98,208
84,135,350
73,87,604
69,113,276
77,77,220
80,120,387
79,118,111
32,104,285
89,92,260
32,80,228
69,92,210
83,118,234
80,95,208
65,116,134
67,196,434
73,95,217
79,89,177
188,98,766
32,89,214
71,75,1401
76,75,521
65,118,222
83,138,2109
71,130,496
79,103,377
87,104,621
32,107,245
49,116,593
53,115,428
111,179,879
49,98,449
53,159,436
190,72,2220
32,72,230
78,80,302
79,78,461
32,175,305
70,121,399
79,98,257
67,115,348
79,90,173
32,75,325
77,81,313
79,98,373
84,124,293
79,78,402
82,95,330
32,101,251
78,69,339
73,95,393
32,78,270
77,103,228
69,106,228
78,83,159
73,83,422
78,72,324
71,118,376
69,112,872
79,83,336
190,71,1413
32,72,241
84,100,4427
65,174,538
32,86,187
8,72,9064
160,193,1655
190,76,88
57,74,970
48,71,202
111,73,815
54,141,1545
48,80,274
32,60,1626
77,63,233
77,87,153
72,86,331
8,66,1355
72,80,903
71,132,498
111,62,2115
70,101,4086
67,115,390
32,95,228
8,66,1319
8,84,159
8,40,228
32,138,358
70,95,1060
67,95,396
32,95,234
8,74,2327
160,936,717
190,75,754
32,92,446
54,150,1729
56,95,559
111,87,3066
32,106,787
83,80,3057
65,113,199
84,132,357
32,86,314
57,78,657
56,83,177
32,95,962
53,101,1889
160,283,34
8,90,1324
160,401,1345
53,91,88
111,87,1820
8,126,1431
32,109,812
190,69,10605
32,78,259
13,84,521
82,98,353
69,66,234
70,98,236
73,89,213
69,95,137
82,75,199
69,98,205
32,112,236
67,89,724
65,145,823
73,123,201
68,80,205
65,101,253
32,95,209
72,86,376
65,99,173
67,109,320
69,89,211
32,80,159
49,101,1837
48,89,377
32,52,378
8,0,447
8,0,501
8,0,48
8,0,49
8,0,48
8,37,48
8,181,232
8,170,385
32,83,939
72,72,746
65,136,173
67,98,289
69,89,205
32,89,216
49,109,2063
48,86,402
32,84,344
68,136,256
