VK,HT,FT
105,138,0
8,84,1977
96,115,755
105,83,433
100,87,740
99,83,502
80,112,3862
65,104,242
67,130,413
73,98,220
69,101,259
78,100,160
84,135,282
69,112,299
32,86,200
70,141,1495
69,138,2450
77,104,310
69,100,724
78,112,265
73,126,188
78,92,453
65,148,290
32,94,210
68,118,1959
69,141,242
32,133,200
55,92,661
50,133,883
32,121,11297
68,116,285
69,144,200
32,95,180
69,86,239
68,52,552
65,64,535
68,92,242
32,107,199
81,101,502
85,89,240
69,107,221
32,74,132
73,107,295
78,101,265
71,109,1886
82,72,236
69,86,208
83,63,256
65,115,231
32,110,151
67,103,744
79,83,265
78,83,293
32,107,213
68,72,422
69,106,213
84,86,239
69,83,262
82,95,219
73,132,234
79,164,97
82,101,291
79,98,328
32,107,290
68,80,200
69,120,222
32,118,97
83,78,319
69,115,231
78,92,202
83,99,293
79,83,266
82,124,273
73,215,259
79,203,83
188,109,1544
32,106,194
71,78,478
76,81,461
65,101,251
83,84,353
71,127,664
79,106,778
87,113,604
32,109,203
49,113,507
50,86,263
111,142,1103
49,125,668
53,112,1092
190,77,1570
32,71,293
83,101,1891
73,84,219
78,83,231
32,95,216
65,110,256
78,95,323
84,95,279
69,83,279
67,69,524
69,77,250
68,72,216
69,98,190
78,92,114
84,89,245
69,46,276
68,55,227
32,98,296
83,52,558
69,72,236
71,98,393
85,101,245
78,98,333
32,72,251
82,84,355
69,51,237
70,69,230
73,86,162
69,80,142
82,95,182
69,107,216
32,72,177
70,89,609
65,116,410
77,71,303
73,57,287
76,63,273
73,75,224
65,103,160
82,153,370
188,80,639
8,98,5992
190,81,1068
13,101,5765
65,133,1040
76,95,345
32,95,211
69,95,396
88,67,267
65,104,274
77,89,288
69,121,193
78,80,200
32,92,202
70,98,307
73,92,242
83,90,211
73,95,214
67,72,367
79,89,359
32,103,336
68,77,638
69,147,196
8,181,1388
8,92,334
8,72,267
32,80,1014
160,722,347
188,84,335
8,176,625
160,260,673
190,87,135
32,75,229
80,87,566
65,75,240
67,109,441
73,86,242
69,103,191
78,98,213
84,95,248
69,92,279
32,112,168
67,90,652
79,77,197
65,145,10934
76,87,334
84,109,368
69,107,156
82,87,114
65,92,277
67,109,410
73,150,276
79,136,86
78,83,266
32,106,222
32,164,3216
8,150,8001
8,107,328
72,103,1325
69,124,301
77,81,271
79,101,279
68,115,379
73,103,217
78,100,242
65,104,267
77,72,229
73,87,241
67,71,331
65,110,321
77,95,237
69,92,231
78,92,182
84,98,239
69,106,265
32,95,154
67,98,310
79,95,191
77,69,228
80,129,364
69,101,222
78,98,228
83,69,322
65,81,273
68,63,359
79,101,225
190,118,880
32,92,345
84,75,6855
65,118,601
32,101,245
49,107,781
52,112,439
48,104,356
111,96,813
56,89,822
48,103,387
32,144,1731
70,132,1274
67,156,1333
32,129,329
49,93,558
48,101,305
50,113,516
188,83,3259
32,109,786
83,95,1290
65,84,288
84,136,373
32,81,334
57,147,478
53,112,388
188,115,1849
32,161,1359
84,121,1421
67,112,368
32,116,185
51,109,798
53,101,282
188,101,857
57,121,977
32,95,781
188,95,21330
32,98,188
71,118,387
76,86,456
65,92,325
83,69,271
71,104,879
79,83,576
87,104,509
32,187,391
49,99,710
49,83,306
111,128,1718
49,104,1298
53,92,593
190,121,1281
32,95,291
83,130,5221
73,89,186
78,104,976
32,104,208
82,121,302
84,92,399
65,107,182
32,69,140
86,118,527
69,78,333
82,107,182
66,92,473
65,112,200
76,84,316
32,66,305
190,173,11070
32,127,662
72,101,715
69,103,254
77,100,299
73,74,262
80,101,375
65,113,322
82,109,263
69,95,205
83,83,214
73,98,569
65,109,226
32,104,638
68,120,1191
69,130,239
82,109,1362
69,86,308
68,89,1646
8,172,1011
67,97,995
72,126,487
65,119,179
190,84,861
32,104,336
13,92,857
83,106,3262
69,162,1347
32,132,326
82,89,305
69,54,245
65,101,395
76,107,271
73,97,254
90,66,208
65,122,227
32,83,127
84,100,897
67,84,418
32,100,197
81,142,484
85,123,326
69,101,1347
32,141,328
69,86,593
83,80,262
32,107,156
69,92,504
86,109,983
65,128,447
76,130,303
85,113,319
65,75,137
68,77,257
65,133,318
32,126,187
69,139,1415
78,84,234
32,86,191
67,121,347
79,92,226
78,100,276
74,104,612
85,109,291
78,92,230
84,124,325
79,75,285
32,75,233
67,113,290
79,78,234
78,81,253
32,81,199
84,83,305
89,40,8
69,83,336
82,72,199
65,104,344
80,121,322
73,109,229
65,92,245
8,118,1054
8,69,262
8,60,208
8,57,190
8,60,182
8,51,193
8,57,173
69,118,874
82,83,587
65,78,427
80,100,473
73,97,242
65,127,179
190,123,1363
32,84,290
8,115,9092
8,77,228
8,57,313
8,87,671
8,153,3147
8,100,272
32,115,794
73,115,4222
78,95,230
84,92,271
69,135,168
78,92,328
83,84,307
73,120,240
86,95,467
65,104,393
190,92,411
32,124,216
68,98,376
88,101,345
32,107,242
160,250,3373
190,67,163
32,78,251
65,109,593
67,109,630
86,112,327
32,106,240
73,138,618
83,66,248
81,83,422
85,106,370
69,101,290
77,118,334
73,132,208
67,95,313
79,98,231
65,75,2922
67,109,305
86,106,362
32,92,231
73,92,524
83,86,202
81,92,308
85,92,285
69,86,259
77,106,367
73,101,236
67,112,354
79,83,205
32,84,301
190,80,915
32,110,167
71,106,425
76,80,413
65,92,205
83,63,439
71,86,478
79,101,532
87,72,878
32,106,293
49,89,587
49,86,214
111,88,559
49,121,309
53,83,1123
190,98,1344
32,115,165
83,124,926
73,106,249
78,89,233
32,101,191
82,106,285
84,104,407
65,96,202
32,112,157
86,89,624
69,92,211
82,98,142
66,106,487
65,142,188
76,86,346
190,66,669
32,72,236
79,72,1381
66,78,851
69,103,265
68,95,239
69,90,213
67,95,254
69,106,134
32,89,179
79,83,664
82,106,236
68,94,493
69,115,250
78,98,242
69,81,205
83,89,593
188,92,1102
32,95,162
65,86,234
80,118,296
69,109,197
82,109,222
84,89,365
85,98,435
82,95,257
65,118,450
32,109,203
79,89,404
67,104,313
85,86,342
76,98,330
65,109,186
84,89,271
8,190,860
82,98,308
32,100,223
69,92,814
83,87,245
80,118,416
79,89,171
78,92,308
84,95,301
65,107,191
78,109,280
69,83,308
65,110,324
190,103,542
32,115,196
83,92,10112
69,118,217
32,129,185
8,74,1533
8,78,210
8,95,208
13,101,5411
13,98,7363
72,104,555
69,147,208
77,95,348
79,101,510
68,115,436
73,112,245
78,110,558
65,127,217
77,118,320
73,118,245
67,92,387
65,110,359
78,106,226
84,118,276
69,126,166
32,106,188
69,98,621
83,75,279
84,92,225
65,83,154
66,80,430
76,106,427
69,98,205
78,101,2415
79,81,168
32,95,182
80,86,396
82,80,194
69,60,196
83,80,262
69,72,210
78,80,174
84,81,241
79,72,470
