VK,HT,FT
97,150,0
8,98,1806
96,80,633
105,118,261
96,92,285
96,94,166
80,101,6391
65,118,260
67,115,348
73,92,219
69,95,254
78,46,185
84,106,193
69,100,77
32,78,196
70,77,1117
69,109,256
77,80,128
69,46,210
8,75,447
8,61,213
8,74,154
8,75,167
8,78,159
32,118,1288
70,89,2165
69,98,250
77,72,325
32,89,182
68,95,193
69,106,188
32,86,97
55,75,501
54,95,567
32,89,185
65,110,475
0,86,263
79,86,219
83,107,208
32,139,288
68,108,5
69,115,255
69,81,228
32,113,25
69,109,286
68,72,208
65,87,196
68,103,203
32,95,182
81,103,177
85,83,191
69,92,153
32,80,160
73,107,378
78,83,260
8,83,817
8,78,179
8,69,191
8,80,253
8,78,190
8,78,179
8,75,214
32,124,874
8,81,769
8,80,174
8,72,182
8,74,165
8,86,156
8,95,162
8,97,163
8,60,259
69,115,982
32,92,174
69,86,322
68,92,210
65,93,282
68,113,262
32,118,211
81,90,217
85,95,185
69,92,197
32,95,111
67,109,464
85,83,285
82,98,279
83,101,308
65,121,251
32,86,183
79,118,373
66,95,367
83,116,245
69,100,440
82,83,199
86,86,410
65,89,171
67,110,367
73,140,197
79,133,111
78,86,448
32,92,205
80,123,328
79,78,148
82,106,225
32,101,253
83,150,308
77,84,357
69,115,228
32,86,197
67,115,390
79,104,196
78,95,277
70,100,353
85,77,242
83,116,270
73,184,226
79,157,114
78,101,292
65,121,220
76,97,545
188,103,1253
32,98,219
65,133,3042
76,98,155
32,135,248
73,100,371
78,78,247
71,107,276
82,110,225
69,101,154
83,96,242
79,92,525
32,95,233
83,110,185
69,123,252
32,89,219
32,118,2467
82,92,1191
69,71,222
65,110,384
76,86,211
73,89,236
90,72,242
65,110,205
32,95,163
84,101,439
67,112,322
32,98,222
68,86,185
69,89,225
32,103,168
67,83,524
69,97,208
82,83,188
69,84,207
66,106,328
82,112,205
79,104,253
32,95,242
81,109,320
85,86,197
69,106,202
32,94,134
73,92,356
8,95,709
69,100,296
86,89,330
73,92,242
68,75,219
69,110,182
78,89,194
67,103,299
73,95,228
65,130,256
32,123,161
32,87,948
76,107,239
69,92,129
83,92,279
73,137,211
79,121,120
78,78,305
32,89,182
73,92,401
83,87,251
81,118,419
85,78,288
69,92,313
77,103,325
73,103,245
67,92,390
65,118,368
32,123,2342
83,110,5289
73,97,343
65,122,364
8,95,628
78,92,1165
32,103,159
76,115,370
69,90,205
83,104,225
73,173,186
79,136,117
78,98,249
32,81,202
65,98,174
71,98,473
85,101,222
65,98,168
8,72,1698
68,86,752
65,99,458
190,109,2402
13,77,10650
65,101,1729
76,95,225
32,95,228
69,109,407
88,104,302
65,98,371
77,110,225
69,92,206
78,86,242
32,95,199
70,104,290
73,92,265
83,90,239
73,89,297
67,74,373
79,97,239
32,100,276
80,109,792
65,92,191
67,118,336
73,92,211
69,138,185
78,86,237
84,113,250
69,98,160
32,86,157
67,89,259
79,80,299
78,72,216
32,81,190
83,87,142
69,72,203
67,126,222
85,92,231
69,115,256
76,84,179
65,116,231
32,77,149
77,78,270
79,86,239
84,98,678
79,101,202
82,95,282
32,100,419
32,104,2375
68,72,308
69,63,196
82,66,170
69,75,208
67,75,270
72,94,587
65,101,216
190,92,1658
32,92,262
83,81,6936
73,92,410
78,87,253
32,98,188
70,89,319
8,72,1131
8,69,207
8,78,205
8,86,222
8,81,558
72,100,678
69,95,259
77,86,248
79,124,256
68,92,461
73,95,271
78,115,273
65,110,257
77,92,245
73,135,325
67,72,305
65,133,282
77,83,220
69,113,344
78,90,191
84,100,257
69,101,256
32,104,185
69,86,171
83,87,233
84,98,194
65,98,129
66,86,322
76,95,415
69,123,257
188,153,649
32,115,272
32,113,11971
67,195,417
79,127,228
78,89,266
32,98,202
65,133,396
78,112,357
84,106,288
69,86,196
67,69,265
69,86,216
68,74,208
69,89,182
78,83,213
84,92,270
69,81,191
83,80,587
68,69,219
32,104,162
68,95,359
69,101,225
32,95,219
72,95,2527
84,86,213
65,101,225
32,78,217
188,98,843
32,89,191
70,92,757
65,96,464
32,97,306
160,239,982
56,85,123
32,92,332
65,119,1267
67,113,878
79,74,414
160,170,540
57,78,112
32,127,2390
68,121,698
66,103,525
84,141,333
32,92,274
84,75,561
73,72,518
80,178,304
79,101,149
32,83,297
73,87,3024
73,78,222
8,118,1384
8,92,314
20,174,721
73,86,233
73,84,202
32,128,457
20,181,45
188,81,11850
32,89,197
72,86,356
73,72,432
80,109,251
79,112,114
84,101,615
73,98,302
82,98,231
79,124,287
73,106,152
68,86,379
73,95,193
83,77,234
77,100,245
79,98,276
188,112,464
32,92,8127
20,141,874
65,110,651
67,110,366
86,90,277
32,101,286
20,133,237
32,69,474
72,86,1424
65,109,180
67,63,311
69,98,213
32,83,171
49,93,575
48,109,277
32,92,259
65,144,1154
0,110,1237
79,115,271
83,104,336
190,98,1542
32,106,242
8,133,5688
20,118,406
80,110,322
20,124,349
83,139,24344
79,101,192
76,110,205
73,95,325
67,95,319
73,89,251
84,118,307
79,115,265
32,112,288
73,95,473
67,130,618
32,115,280
67,144,532
79,121,232
78,124,273
32,147,257
78,107,1638
69,141,445
85,101,644
82,109,470
79,86,285
76,75,222
79,83,179
71,132,362
73,92,256
65,130,325
190,83,2140
78,92,2549
79,95,325
32,83,216
80,92,422
82,80,216
69,83,404
83,86,245
69,106,208
78,89,97
84,86,336
65,110,242
