VK,HT,FT
49,170,0
57,145,1512
48,126,1275
56,92,343
80,89,39495
65,90,225
67,96,358
73,102,301
69,90,266
78,75,189
84,107,245
69,95,183
32,60,169
81,88,318
85,81,222
69,111,205
32,61,126
79,75,512
8,104,1092
80,83,343
82,71,215
69,71,199
83,74,239
69,96,216
78,78,250
84,126,268
65,129,140
32,71,247
85,100,1048
78,20,335
8,141,1787
8,98,240
8,71,206
32,79,680
67,96,490
85,88,293
65,92,206
68,95,271
82,92,231
79,128,309
32,106,420
8,94,12652
8,92,204
8,77,183
8,78,197
8,94,371
8,79,218
8,80,181
8,72,1273
8,67,181
79,104,1061
32,77,436
67,117,930
85,102,272
65,80,329
68,96,321
82,98,328
79,110,266
32,171,207087
70,96,818
8,112,717
68,101,268
82,98,219
32,77,183
8,110,583
69,118,280
32,84,373
8,94,6951
8,104,231
8,71,308
69,122,10669
32,123,268
66,110,2293
82,91,572
65,112,585
68,120,5822
73,93,351
67,94,1226
65,98,555
82,88,3336
68,90,301
73,98,278
65,109,224
188,106,4539
32,85,169
83,100,405
85,80,224
68,82,185
79,93,289
82,83,199
65,76,448
67,102,303
73,161,169
79,125,96
78,65,276
32,59,187
80,77,448
82,98,207
79,92,254
70,100,347
85,102,345
83,90,236
65,113,282
188,108,1132
32,92,323
188,90,5769
32,88,165
83,127,248
79,77,227
76,77,187
73,92,215
67,94,246
73,92,187
84,101,270
79,89,213
32,96,266
69,103,735
86,98,305
65,106,458
76,83,297
85,95,286
65,94,296
67,139,327
73,187,228
79,158,118
78,71,339
32,116,196
67,104,171
65,92,874
82,83,305
68,108,233
73,130,203
79,110,143
76,80,293
79,81,196
71,89,419
73,102,216
67,85,278
65,150,319
32,100,365
81,119,1606
85,79,277
69,209,177
32,59,175
73,102,329
78,77,240
68,81,257
73,112,399
67,94,284
65,135,345
32,96,265
32,131,3228
73,136,6562
78,89,327
84,97,276
69,89,365
82,93,195
78,88,272
65,102,250
67,98,315
73,154,173
79,155,118
78,81,320
32,92,219
69,112,177
78,67,248
32,98,248
85,108,549
67,108,353
79,89,264
190,90,1369
13,106,482
83,133,622
85,76,690
83,114,238
80,81,416
69,112,207
78,85,389
68,104,411
69,112,431
32,108,434
65,112,925
77,85,266
73,79,352
79,84,696
68,79,266
65,92,253
82,112,276
79,121,234
78,81,307
65,139,104
8,98,974
8,141,2883
8,106,251
79,104,1643
78,76,284
65,118,192
111,120,766
65,94,1138
78,46,254
8,120,606
77,75,394
76,87,405
79,92,225
68,112,471
73,88,268
80,110,343
73,120,256
78,88,332
65,129,173
111,140,1155
83,156,5545
73,87,203
8,94,906
8,112,385
8,72,183
66,89,799
82,75,278
65,106,407
68,85,317
73,77,280
82,71,439
82,100,158
73,85,309
84,89,442
77,89,304
73,77,514
65,105,219
188,81,1641
32,77,211
111,92,622
83,150,638
65,115,362
84,91,198
32,93,250
56,86,803
55,81,1598
111,93,1566
32,100,639
70,98,872
67,106,369
32,77,214
51,88,609
54,102,381
32,110,626
190,108,1252
32,89,278
32,97,6849
70,86,352
67,79,242
32,77,203
51,94,651
54,75,204
32,75,302
111,93,587
32,63,433
83,86,169
65,106,216
84,89,202
32,87,256
70,96,96510
82,83,448
160,442,1381
190,86,298
32,69,299
50,108,3155
48,82,505
80,99,2650
65,84,235
83,51,212
69,76,183
32,71,161
65,111,197
85,79,376
67,91,490
79,77,141
