VK,HT,FT
97,108,0
101,99,489
98,126,316
97,81,256
100,31,12
80,76,4259
65,114,256
67,87,446
73,85,249
69,106,229
78,70,129
84,112,251
69,129,53
32,97,232
67,120,2076
79,71,258
78,50,237
32,63,194
66,80,315
85,88,262
69,108,206
78,67,193
65,133,272
32,72,119
69,96,262
86,122,353
79,71,276
76,73,197
85,81,259
67,118,282
73,139,165
79,127,99
78,63,268
32,69,183
67,116,292
76,84,240
73,86,242
78,73,193
73,88,296
67,86,347
65,106,206
32,63,176
81,98,328
85,89,281
69,110,182
32,79,163
73,69,35839
78,69,286
68,91,597
73,83,351
67,94,243
65,104,707
8,139,579
8,93,260
8,97,187
8,98,187
8,124,175
8,131,197
73,72,1711
78,83,273
71,157,347
82,98,336
69,93,228
83,113,249
65,135,400
32,63,302
65,155,373
32,63,113
8,159,570
8,96,251
8,100,177
8,78,175
8,76,185
8,82,175
8,84,189
8,90,175
8,67,198
8,81,171
80,104,927
82,94,238
69,77,216
83,116,246
69,112,248
78,71,159
84,138,314
65,137,208
32,61,331
8,165,2941
8,416,276
8,149,464
8,81,259
8,95,179
8,71,213
8,75,185
8,81,195
8,157,219
8,122,1125
32,202,1941
8,131,1617
8,82,253
8,83,185
8,65,201
8,69,179
190,72,1842
32,90,278
83,120,361
73,89,264
78,94,255
32,114,254
68,93,345
79,81,239
76,72,237
79,92,228
82,178,579
32,126,326
65,131,1559
66,97,249
68,106,348
79,84,365
77,85,289
73,81,259
78,73,261
65,124,161
76,83,897
32,76,264
20,122,1509
82,108,259
72,96,768
65,118,434
32,83,279
20,147,608
107,165,631
32,63,1046
188,104,1413
32,65,293
67,108,5813
65,108,246
84,112,266
65,125,149
82,124,178
83,123,329
73,90,356
83,126,141
32,59,313
107,161,1014
188,91,1241
32,73,282
83,116,3287
69,155,276
32,75,159
73,92,448
78,81,250
68,98,407
73,100,252
67,79,272
65,121,486
32,79,236
69,114,2820
88,115,381
84,134,255
69,104,149
82,140,244
78,100,359
65,119,212
67,110,364
73,149,280
79,154,94
78,90,319
32,81,281
67,106,922
79,104,259
78,67,302
32,83,217
69,121,466
78,75,267
69,108,417
77,85,273
65,137,268
8,122,1977
8,84,244
8,89,167
8,84,187
8,75,190
8,83,189
8,138,852
8,104,278
8,67,236
32,77,857
89,106,465
32,91,269
67,120,270
79,108,315
78,79,260
84,117,320
82,94,253
79,82,224
76,83,224
32,79,330
80,193,492
79,113,167
82,118,246
32,74,234
71,112,260
65,100,208
83,115,246
84,96,146
82,118,238
79,83,462
69,90,174
78,77,207
84,114,296
69,85,129
82,87,211
79,96,472
76,75,244
79,84,229
71,87,299
73,112,439
65,126,283
190,124,945
32,71,372
13,89,1112
73,85,1114
78,83,629
68,118,300
73,110,290
67,82,278
79,81,316
32,79,249
66,99,359
65,69,221
82,85,308
69,80,219
88,123,456
32,84,186
83,109,400
79,94,279
66,122,304
82,86,230
69,79,226
83,115,261
190,77,1530
13,100,551
68,110,618
73,86,221
69,106,468
84,96,389
65,178,248
32,81,277
66,94,1118
76,81,492
65,127,223
78,98,232
68,85,264
65,141,294
111,158,1579
72,153,1272
73,84,271
80,189,381
79,118,165
83,106,340
79,108,192
83,69,155
68,100,250
73,98,177
67,79,264
65,106,470
78,73,3293
79,75,294
