VK,HT,FT
96,72,0
105,65,376
99,95,265
98,79,151
80,64,3104
65,72,152
67,87,321
73,80,263
69,104,200
78,72,152
69,112,264
84,88,1
32,72,207
69,105,120
78,64,281
32,48,191
66,64,320
85,79,377
69,129,103
78,73,152
32,64,184
69,80,208
83,120,616
84,80,225
65,80,167
68,88,249
79,64,255
32,64,232
71,88,248
69,120,105
78,73,343
69,175,57
82,161,639
65,104,5320
76,96,305
188,80,2087
32,70,265
65,121,4975
76,64,144
32,80,225
69,81,215
88,72,280
65,103,265
77,87,184
69,96,184
78,71,144
32,47,240
70,96,343
73,79,233
83,112,343
73,88,200
67,96,312
79,87,345
188,89,527
32,55,265
80,79,1823
65,80,208
67,96,320
73,64,280
85,39,9
8,119,1095
69,144,1072
78,72,248
84,96,248
69,112,168
32,65,120
76,57,528
85,88,264
67,96,208
73,80,256
68,88,369
65,152,455
32,65,184
79,64,632
82,88,224
73,64,240
69,87,201
78,72,239
84,96,304
65,88,185
68,80,327
65,127,233
32,48,247
188,72,520
32,64,176
80,73,520
85,64,384
80,72,600
73,79,784
76,71,281
65,87,200
83,96,207
32,72,192
82,80,144
69,81,184
65,112,233
67,87,304
84,87,199
73,80,536
86,88,280
65,120,128
83,136,240
188,78,545
32,79,216
8,103,2583
73,94,1392
83,111,312
79,87,248
67,96,312
79,81,200
82,87,240
73,88,248
67,72,344
65,80,400
83,87,241
188,80,407
32,136,817
84,121,1319
65,160,680
32,128,1744
97,72,1560
99,79,353
96,56,287
111,168,560
104,72,1704
96,120,272
32,144,912
70,72,2144
67,104,624
104,104,960
100,80,504
111,104,1008
70,112,1000
82,168,256
97,64,1192
104,80,392
32,104,904
83,96,552
65,104,256
84,64,192
105,128,808
104,111,129
32,48,1239
188,80,7152
32,64,200
8,144,1624
8,71,288
8,72,184
188,88,896
8,55,6184
20,119,3241
80,69,258
20,88,117
65,80,839
67,89,320
73,71,217
69,88,224
78,80,120
84,80,232
69,119,8
83,127,4256
73,97,311
78,86,225
32,63,184
78,48,8
83,88,328
73,72,192
8,87,1288
8,104,143
8,64,217
83,129,599
73,64,393
71,88,320
78,72,424
79,71,368
68,104,216
32,55,144
68,87,216
69,88,208
32,65,111
70,96,345
79,71,200
67,137,255
79,64,177
32,56,216
77,57,303
79,55,345
84,120,255
79,64,249
82,95,207
32,63,265
78,64,288
73,64,384
32,47,200
75,40,192
8,136,952
77,88,776
69,113,391
78,65,288
73,88,577
78,88,280
71,72,391
69,96,201
79,47,520
190,102,1688
8,96,1488
188,64,760
13,88,576
65,104,408
66,56,280
68,88,296
79,64,272
77,89,223
69,120,209
78,71,168
32,72,224
66,65,503
76,64,473
65,112,168
78,80,240
68,80,240
79,72,216
32,57,255
68,87,121
69,71,240
80,71,400
82,72,176
69,72,232
83,55,248
73,95,296
66,64,352
76,80,399
69,112,249
188,73,1063
32,71,265
73,95,320
78,80,216
68,104,280
79,73,183
76,79,177
79,103,192
82,94,176
79,73,455
190,72,1761
32,65,223
68,128,321
73,72,256
82,128,279
8,121,784
85,81,1216
82,88,249
69,96,240
83,120,344
73,88,360
83,121,151
32,79,3081
80,94,680
79,80,144
83,104,352
73,80,200
84,121,375
73,97,264
86,87,425
65,144,504
190,72,2727
32,80,281
13,80,840
83,96,744
69,105,239
32,80,145
69,104,423
88,112,456
80,104,233
76,87,160
8,128,936
8,55,248
8,65,175
8,80,169
73,80,1575
78,80,176
68,88,289
73,79,280
67,104,247
65,136,408
32,62,122
67,136,830
85,73,760
69,80,545
76,73,239
76,57,168
79,80,161
32,87,216
68,87,136
69,105,231
32,88,17
80,72,543
72,57,360
73,79,353
76,72,272
65,96,248
68,79,256
69,72,200
76,72,224
80,88,1000
73,97,3047
65,113,216
188,113,3536
32,80,304
69,121,896
86,81,320
65,127,249
76,72,495
85,80,456
65,129,168
67,81,824
73,136,529
79,103,112
78,96,247
32,72,209
80,96,471
79,57,120
82,160,273
32,57,167
84,112,353
82,96,223
65,136,169
85,87,576
77,88,256
65,160,128
84,88,247
79,96,1521
32,72,863
69,87,209
78,63,240
32,73,175
67,145,632
79,72,240
78,88,241
83,120,272
85,80,216
76,64,400
84,88,295
79,64,504
82,208,192
73,128,177
79,127,104
190,89,519
78,81,2600
79,32,312
