VK,HT,FT
97,104,0
102,128,215
96,120,1583
98,88,231
80,64,19719
65,80,311
67,96,327
73,72,279
69,95,239
78,72,223
84,87,255
69,104,167
32,48,215
67,127,13352
80,88,279
8,88,1727
8,72,215
67,48,2255
8,72,783
8,72,175
8,64,175
8,79,159
8,80,166
8,72,183
8,88,167
8,96,159
8,72,183
8,80,167
8,103,159
83,104,559
69,112,239
32,72,127
76,72,695
69,144,207
32,32,231
8,48,1071
8,72,215
8,72,199
8,72,191
8,72,175
8,72,175
8,87,159
83,103,399
69,112,214
32,46,97
76,79,414
69,88,174
32,56,159
73,88,312
78,104,391
68,120,303
73,96,575
8,0,1327
8,0,501
8,0,29
8,0,30
8,0,30
8,0,31
8,0,28
8,0,29
8,0,29
8,0,30
8,0,31
8,0,28
8,0,29
8,0,30
8,0,31
8,0,30
8,0,30
8,0,29
8,2,29
83,80,394
69,80,207
32,72,135
82,64,167
69,72,183
65,80,415
76,64,255
73,72,223
90,104,175
65,104,247
32,55,151
73,71,911
78,72,263
84,80,295
69,72,223
82,54,200
67,88,333
79,96,199
78,88,247
83,87,343
85,79,223
76,72,439
84,79,183
65,117,447
20,78,8
32,72,173
84,80,615
69,104,239
76,80,391
69,87,80
70,104,342
79,79,215
78,104,479
73,87,151
67,72,319
65,112,351
32,80,159
67,88,303
79,88,311
78,71,303
32,55,214
8,143,895
8,104,247
8,0,151
8,0,500
8,0,30
8,0,31
8,0,29
8,0,30
8,0,30
8,0,28
8,0,30
8,0,29
8,0,29
8,0,30
8,0,30
8,63,151
32,71,750
84,88,39030
69,119,215
76,56,367
69,80,143
70,80,311
79,79,176
78,88,231
73,96,247
67,88,367
65,152,423
32,72,175
67,88,423
79,72,183
78,56,199
32,56,191
67,80,415
65,88,215
82,72,110
68,96,319
73,223,287
79,157,152
76,80,261
79,88,191
71,111,455
73,80,206
65,126,263
32,54,120
8,0,1093
8,0,501
8,0,30
8,0,30
8,0,30
8,0,29
8,0,30
8,0,29
8,0,30
8,0,30
8,0,30
8,0,30
8,0,30
8,0,29
8,0,30
8,0,30
8,0,31
8,0,28
8,0,30
8,0,29
8,0,30
8,0,30
8,0,31
8,63,176
8,56,182
8,72,159
8,72,159
20,103,943
84,64,727
69,80,183
76,56,327
69,64,87
70,80,311
79,72,191
78,80,247
73,88,191
67,72,327
65,96,383
32,64,119
67,72,351
79,72,183
78,72,223
32,64,207
67,88,399
65,80,519
82,55,271
68,80,206
73,88,335
79,88,135
76,55,255
79,72,191
71,64,383
73,72,359
65,93,319
188,47,711
32,56,206
81,88,343
85,80,287
69,120,191
32,32,135
73,64,400
78,64,231
68,80,263
73,64,271
67,64,231
65,79,415
32,56,175
67,120,1271
79,64,159
76,32,215
79,71,143
67,64,246
65,80,311
67,96,295
73,153,167
79,133,113
78,64,277
32,64,199
68,88,87
69,111,207
32,46,96
70,80,238
85,64,359
82,72,247
79,72,271
83,80,279
69,104,231
77,80,223
73,64,351
68,71,632
65,103,175
32,47,150
68,72,214
69,80,215
32,47,127
50,104,455
48,80,239
32,40,351
67,56,2343
65,64,719
68,80,215
65,104,247
32,144,23727
56,88,186030
32,80,263
72,64,367
83,96,359
190,80,1071
32,55,239
80,63,4695
65,80,262
67,88,335
73,64,199
69,72,287
78,72,143
84,95,232
69,86,64
32,56,214
67,72,223
79,72,263
78,64,247
32,56,191
77,72,327
69,80,191
74,136,623
79,56,271
82,72,295
73,72,239
65,150,392
32,62,119
78,72,262
79,71,359
84,64,327
65,88,158
66,56,231
76,80,439
69,112,223
32,56,127
68,72,175
69,96,191
76,72,311
32,72,215
68,127,287
79,71,151
76,56,183
79,80,167
82,144,199
32,56,239
188,64,2423
32,80,143
160,182,679
56,72,55
32,71,271
77,80,447
79,71,271
82,80,247
70,128,351
73,88,279
78,64,239
65,113,199
32,48,183
160,269,1023
57,79,143
32,56,398
32,40,4711
84,72,551
65,96,215
32,48,175
56,73,1095
48,64,367
111,72,1679
53,88,1752
56,80,655
32,80,1255
77,72,295
77,72,151
72,80,439
71,72,623
32,39,687
32,55,14286
83,72,294
65,96,247
84,72,167
32,64,264
57,104,591
56,88,111
160,207,1295
53,64,96
32,47,919
70,88,4287
82,72,1951
8,112,1255
8,96,223
20,191,3047
70,88,871
20,159,375
82,80,439
32,56,303
50,88,767
48,80,271
32,48,631
70,88,1823
8,96,1191
20,167,335
70,80,567
20,159,575
82,80,3103
8,88,2207
67,104,359
32,56,439
57,96,4663
8,104,927
56,95,479
54,63,647
32,120,1231
8,79,3304
20,119,326
83,64,751
20,127,799
32,63,5400
65,96,246
70,64,439
69,95,191
66,80,279
82,88,271
73,80,543
76,64,215
190,64,447
32,64,223
79,63,9512
76,40,231
73,56,206
79,80,1223
65,96,503
78,88,279
85,56,279
82,64,327
73,71,503
67,111,303
79,71,286
190,88,1567
