VK,HT,FT
97,83,0
99,77,880
8,78,580
98,86,319
96,74,219
96,66,173
80,112,2842
65,119,89
67,112,140
73,127,74
69,88,132
78,126,74
84,95,91
69,126,131
32,133,97
77,54,562
65,124,167
83,115,175
67,114,186
85,76,53
76,121,741
73,98,191
78,97,188
79,140,179
32,133,131
68,78,146
69,92,179
32,110,122
98,72,3693
101,49,179
32,109,250
65,109,151
0,66763,934
79,110,199
83,121,149
32,113,154
68,92,117
69,75,205
32,133,96
69,101,89
68,118,265
65,132,188
68,121,112
32,150,168
73,112,186
78,103,160
71,106,125
82,161,216
69,130,112
83,147,217
65,129,218
32,170,112
80,98,191
79,108,200
82,112,88
32,127,91
71,121,183
85,86,126
65,156,142
82,109,118
68,92,205
73,118,117
65,122,168
32,118,126
84,89,19168
82,149,165
65,116,128
85,87,146
8,109,311
73,97,262
68,103,700
79,104,398
32,149,126
80,90,105
79,101,191
82,88,66
32,124,71
65,98,169
77,90,102
66,94,143
85,80,148
76,112,236
65,124,134
78,89,160
67,95,133
73,95,86
65,98,156
32,124,60
84,81,331
82,129,179
65,125,120
83,131,149
32,109,135
65,112,146
67,89,148
67,78,179
73,101,128
68,72,142
69,72,179
78,40,182
84,89,96
69,83,160
32,103,142
68,100,669
69,92,199
32,121,105
84,129,7018
82,170,202
65,131,126
78,124,172
83,101,209
73,106,151
84,90,492
79,132,180
32,106,994
8,83,18003
190,74,427
32,98,190
80,107,1742
84,95,271
82,75,8
69,118,182
8,69,465
8,101,147
82,66,857
8,95,96
82,121,473
8,98,191
8,103,231
82,130,150
8,89,371
8,89,168
8,1785,529
32,109,612
80,106,1409
82,150,227
69,141,112
83,118,189
69,101,134
78,155,120
84,98,120
65,133,145
32,133,112
84,117,212
69,118,190
67,106,220
32,124,128
67,113,202
8,118,1754
83,115,1959
73,107,100
78,128,146
32,132,111
80,153,74
69,135,130
82,121,85
68,107,197
73,106,123
68,95,128
65,106,140
32,132,140
68,87,79
69,86,174
32,113,71
67,109,143
79,86,114
78,130,139
79,103,135
67,100,128
73,92,133
77,92,197
73,78,96
69,69,117
78,101,110
84,75,160
79,98,130
32,110,279
69,106,163
83,118,157
67,106,171
79,112,131
82,87,162
73,89,103
65,98,159
67,92,203
73,161,173
79,121,137
78,137,75
69,115,120
83,112,140
32,124,74
69,77,377
78,95,133
32,118,165
65,104,191
77,89,143
66,89,114
79,112,139
83,109,134
32,115,86
77,109,254
73,84,210
69,72,114
77,92,136
66,89,191
82,86,239
79,127,119
83,106,132
32,155,89
8,0,760
8,0,501
8,0,31
8,0,30
8,0,31
8,0,30
8,0,31
8,0,31
8,0,31
8,0,30
8,0,31
8,0,31
8,0,31
8,0,31
8,0,31
8,0,30
8,0,31
8,17,31
77,100,545
65,95,159
78,86,117
79,164,134
32,147,111
89,89,286
32,92,222
80,106,1429
8,0,527
8,0,500
8,0,30
8,0,30
8,0,31
8,12,31
8,80,151
8,75,173
77,103,473
73,91,185
69,95,82
77,98,171
66,84,230
82,95,228
79,131,100
32,127,97
83,110,60
85,74,118
80,139,167
69,138,157
82,118,109
73,146,129
79,124,117
82,86,140
32,123,91
68,84,162
69,117,177
82,125,97
69,89,111
67,112,165
72,80,123
79,150,130
32,109,115
89,86,305
8,104,520
73,72,268
90,96,82
81,89,414
85,101,193
73,110,279
8,0,527
8,0,500
8,0,31
8,0,30
8,0,31
8,0,31
8,0,30
8,0,31
8,0,30
8,0,30
8,0,31
8,0,30
8,0,31
8,0,31
8,0,31
8,0,30
8,0,30
8,0,30
8,0,30
8,0,31
8,0,31
8,0,30
8,0,31
8,0,30
8,0,31
8,0,30
8,0,30
8,0,30
8,29,30
8,129,197
8,109,171
32,156,424
69,87,314
78,89,91
32,118,140
65,96,125
77,87,100
66,86,143
79,109,145
83,109,151
32,130,88
8,112,2165
8,86,193
8,81,179
8,86,160
8,84,167
8,103,171
67,98,225
85,109,134
65,119,196
84,81,177
82,90,182
79,124,103
32,161,131
77,135,126
73,83,200
69,80,57
77,87,150
66,87,108
82,100,214
79,89,105
83,104,114
32,121,174
8,69,413
188,109,219
32,112,185
72,68,234
69,103,139
8,87,301
69,101,407
82,83,228
73,104,105
68,115,145
65,105,137
32,112,109
67,95,74
79,127,108
82,69,223
84,95,523
65,90,185
78,98,148
84,98,148
69,89,154
8,95,421
8,74,180
8,72,159
8,83,159
8,72,176
8,98,350
8,80,191
8,83,210
67,106,131
79,115,139
78,92,154
84,75,202
85,80,128
83,98,273
79,111,103
32,127,94
67,97,154
79,130,88
82,61,194
84,89,205
65,87,159
78,97,123
84,101,139
69,86,140
32,115,99
69,75,148
78,89,94
32,161,111
77,101,114
65,104,157
78,80,112
79,124,133
32,127,92
68,74,140
69,106,176
82,136,65
69,83,141
67,115,153
72,109,120
65,125,162
32,113,129
69,92,260
83,107,173
67,103,146
79,118,125
82,83,157
73,98,108
65,92,185
67,106,134
73,130,88
79,153,80
78,133,106
32,100,101
69,77,80
78,103,105
32,112,125
80,101,211
73,95,162
69,95,100
82,87,156
78,92,180
65,99,156
32,109,103
68,80,490
69,136,1830
82,121,146
69,98,131
67,107,182
72,86,120
65,92,424
32,100,154
89,94,6323
32,130,133
83,95,135
79,101,60
76,124,188
73,87,145
8,107,347
85,74,288
89,31,17
67,83,110
73,177,131
79,92,154
8,81,242
8,72,171
8,72,338
8,69,171
8,69,150
67,69,102
8,107,401
8,55,1475
8,66,150
8,60,171
72,80,660
69,129,153
82,118,83
73,106,143
68,121,131
65,125,151
32,107,129
80,98,202
79,100,197
82,89,71
32,104,142
65,104,763
84,66,200
84,83,145
73,90,318
67,66,274
8,81,369
8,83,157
8,74,162
82,95,107
73,92,174
67,72,128
67,87,153
73,170,105
