VK,HT,FT
96,97,0
104,100,406
100,95,389
97,77,241
80,97,3550
65,112,520
67,126,387
73,88,187
69,74,315
78,95,129
84,101,289
69,88,165
32,106,115
69,83,215
78,81,190
32,92,184
82,84,158
69,40,256
71,89,286
85,86,201
76,86,301
65,127,167
82,106,316
32,80,204
69,63,195
83,78,395
84,86,236
65,103,119
68,106,315
79,92,164
32,127,273
71,97,356
69,89,209
78,89,233
69,83,93
82,97,238
65,153,395
76,103,302
188,106,1095
32,99,206
82,94,3358
69,71,235
70,92,229
73,95,170
69,97,141
82,86,226
69,106,224
32,100,232
68,129,509
79,77,241
76,63,215
79,86,166
61,44,739
8,0,34
8,0,499
8,0,30
8,0,30
8,0,30
8,0,30
8,0,30
8,0,29
8,0,30
8,0,30
8,0,31
8,0,30
8,0,30
8,3,30
8,39,202
188,92,1089
32,98,213
68,103,253
79,86,201
76,54,218
79,83,158
82,82,234
32,80,140
65,121,338
8,87,2478
61,63,16
8,80,153
8,77,181
8,72,181
8,80,164
8,84,175
8,80,183
8,80,173
8,72,468
32,106,2862
8,92,873
8,77,188
190,103,1041
32,85,264
65,127,1084
32,77,368
76,89,238
65,119,127
32,88,123
80,95,455
65,129,230
76,72,167
80,103,261
65,107,167
67,135,524
73,207,233
79,137,143
78,104,330
32,109,398
188,69,3528
32,71,187
68,97,153
79,77,424
76,54,198
79,89,160
82,92,170
32,80,221
65,104,309
66,83,316
68,109,278
79,86,244
77,77,269
73,89,261
78,75,448
65,170,302
76,106,2963
32,83,292
8,123,10774
8,80,306
76,101,1397
32,97,276
8,84,32304
20,109,835
80,74,316
20,119,181
68,184,3629
73,86,233
70,138,432
85,71,253
83,95,372
79,83,264
188,103,3634
32,95,190
65,106,803
66,117,227
85,86,457
78,71,267
68,63,275
65,109,278
78,86,224
84,106,258
69,93,182
32,80,152
83,104,218
69,80,213
67,94,266
82,103,206
69,74,241
67,86,343
73,89,221
79,85,230
78,95,825
69,83,150
83,121,233
8,103,2227
8,0,1864
8,0,501
8,0,29
8,0,30
8,0,30
8,0,30
8,0,29
8,0,30
8,0,30
8,0,30
8,0,30
8,0,30
8,0,30
8,9,30
8,99,347
8,89,177
8,77,190
8,89,160
8,86,167
8,94,196
8,116,576
13,118,6338
84,109,749
79,89,179
83,95,398
32,89,182
67,129,614
79,118,307
78,83,261
32,106,190
69,109,309
83,89,2249
80,91,306
69,74,238
67,112,323
84,138,304
8,75,1640
8,63,196
8,77,167
8,86,169
8,72,201
8,149,2913
8,66,270
8,34,221
8,65,164
8,77,180
8,77,198
8,161,3408
8,150,356
8,124,296
82,120,1746
69,80,648
71,94,406
85,89,252
76,86,443
65,118,212
82,112,396
32,95,216
77,86,481
69,92,218
67,83,312
65,94,433
78,88,4866
73,106,247
67,112,711
65,121,458
32,115,191
86,94,398
69,109,269
78,89,241
84,106,210
73,89,403
76,112,321
65,133,207
84,115,405
79,103,216
82,111,192
73,101,213
65,72,316
188,91,1873
32,178,2113
72,110,1808
73,85,302
80,186,420
79,119,152
86,89,580
69,92,318
78,91,230
84,109,243
73,86,316
76,89,272
65,115,207
67,129,364
73,201,276
79,177,106
78,80,341
32,106,189
66,100,395
73,126,412
66,118,389
65,124,190
83,71,310
65,106,241
76,76,2039
32,89,230
65,240,213
32,83,255
80,106,475
82,83,212
69,69,201
68,94,208
79,126,229
77,98,282
73,132,193
78,100,156
73,109,389
79,94,218
32,161,446
68,92,1398
69,109,167
69,92,384
67,106,486
72,78,135
79,83,534
190,83,740
32,80,366
77,94,2369
79,129,235
86,112,503
73,97,196
76,71,244
73,94,220
90,106,339
65,118,286
32,106,219
65,98,415
66,74,287
85,92,417
78,80,292
70,95,286
8,91,805
68,88,1961
65,115,307
78,80,415
84,100,341
69,77,286
32,91,249
83,74,198
69,75,198
67,103,233
82,94,210
69,106,247
67,100,389
73,207,224
79,143,132
78,103,302
69,105,187
83,127,267
190,97,2151
32,74,326
13,83,2318
68,92,440
73,86,247
84,78,264
8,149,862
85,77,1019
82,80,337
69,86,460
83,84,270
73,103,293
83,98,170
32,83,324
80,177,1001
79,116,141
82,353,314
8,140,681
8,100,273
8,83,210
88,109,640
32,89,208
83,89,279
79,106,498
78,100,292
68,92,275
65,176,304
190,93,2797
32,95,252
13,135,2816
67,126,1064
85,95,358
77,80,293
80,120,389
76,118,147
69,115,264
32,86,222
84,88,187
84,74,178
79,74,263
32,98,315
67,126,276
79,106,213
77,66,272
32,94,323
65,118,386
77,75,315
80,118,421
73,91,265
83,124,522
85,100,447
76,86,785
66,99,361
65,92,241
67,77,386
84,112,255
65,101,503
78,88,350
111,148,684
67,117,573
76,92,309
65,124,162
82,112,338
73,103,265
84,101,255
82,89,253
79,79,2015
77,74,4254
73,95,272
67,118,387
73,96,256
78,92,261
65,139,208
32,86,288
69,114,1543
86,115,1616
190,91,1344
32,166,357
83,116,6316
69,118,228
32,86,187
82,75,150
69,80,193
65,133,312
76,91,168
73,86,246
90,165,395
79,79,223
32,92,258
20,128,914
72,89,267
77,92,715
67,92,579
20,168,425
32,86,385
88,121,332
50,98,709
78,90,4479
66,83,525
76,92,816
8,126,1589
8,110,204
8,89,182
8,78,164
78,100,2762
8,177,1406
68,124,404
79,92,165
76,66,190
79,92,179
82,118,130
32,74,199
65,133,392
66,89,405
68,102,312
79,89,224
77,80,227
73,135,178
78,77,150
65,139,149
76,89,294
