VK,HT,FT
97,96,0
105,80,271
97,81,264
99,80,377
69,104,4871
76,64,192
8,80,1137
8,63,175
8,72,168
80,80,1633
65,97,222
67,96,313
73,80,208
69,112,160
78,80,192
84,79,369
82,47,16
69,112,295
32,72,169
69,72,559
83,136,248
32,88,200
69,96,544
86,72,296
65,96,440
76,71,257
85,80,279
65,88,137
68,87,255
79,88,224
32,80,208
80,95,441
79,64,175
82,96,280
32,80,128
78,71,449
69,87,184
85,80,359
82,80,185
79,72,335
76,56,216
79,88,184
71,88,360
73,80,232
65,160,280
32,105,304
188,96,736
32,104,272
83,112,2224
79,72,392
76,88,192
73,104,224
67,88,272
73,80,200
84,96,272
65,136,416
32,89,248
68,80,168
69,81,160
83,88,224
67,73,240
65,63,272
82,88,273
84,65,207
65,121,288
32,95,1137
8,128,727
82,96,416
32,48,200
76,80,400
69,88,144
83,112,248
73,144,184
79,126,105
78,71,280
32,73,199
77,89,392
69,88,160
68,72,264
73,88,208
8,112,1208
85,56,1088
76,72,432
65,105,224
82,128,392
32,97,3295
67,103,530
79,72,271
78,80,248
32,97,208
82,113,296
77,88,472
78,81,280
32,88,272
67,121,1512
79,81,136
76,71,240
32,72,856
67,87,664
69,96,248
82,63,232
86,96,288
73,80,320
67,112,352
79,64,272
68,80,376
79,88,704
82,88,176
83,88,416
79,72,224
76,64,600
85,72,384
77,81,264
66,73,271
79,72,489
83,89,351
65,88,241
67,87,272
82,79,240
65,112,400
190,87,561
32,72,311
67,120,3872
111,112,1032
83,95,432
32,72,320
67,105,1936
84,105,287
69,104,160
190,96,1217
32,88,264
83,136,6160
73,79,200
32,88,240
83,104,384
69,87,225
32,64,143
68,80,464
69,72,184
83,88,240
67,88,272
65,64,327
82,72,345
84,64,200
65,127,360
32,160,1136
67,96,639
79,80,217
77,88,207
69,105,200
78,72,297
90,63,536
65,79,240
82,104,288
32,88,232
67,95,232
79,97,263
78,80,249
32,73,215
73,80,305
78,71,1080
77,104,184
85,79,504
78,48,248
79,88,360
71,88,743
76,81,248
85,80,321
66,120,928
85,80,407
76,72,489
73,87,224
78,72,184
65,129,207
32,73,136
89,96,289
32,57,247
84,104,305
89,57,15
84,136,409
82,104,264
8,120,1256
8,65,263
8,104,129
82,96,800
65,145,143
84,87,129
65,111,264
84,72,8
82,80,407
65,112,1809
77,63,344
73,80,351
69,120,200
78,72,153
84,97,279
79,81,264
32,63,329
8,140,1512
8,56,264
8,64,176
8,81,167
8,80,169
8,72,176
8,73,167
8,71,177
8,64,176
8,64,175
82,97,1193
76,73,328
79,81,207
32,80,249
67,121,311
79,87,217
77,121,711
79,95,177
32,79,248
71,97,335
85,63,473
73,64,200
76,56,368
76,72,168
65,128,192
78,89,375
32,95,209
66,112,504
65,105,343
82,65,632
82,71,161
69,88,400
190,95,8520
32,97,215
13,81,800
83,104,7425
20,87,5936
8,71,12536
65,104,423
76,72,256
32,65,232
69,88,289
88,79,376
65,96,247
77,73,168
69,111,249
78,65,159
32,73,208
70,73,448
73,79,305
83,120,512
73,89,207
67,96,289
79,71,184
32,73,247
83,80,352
65,97,256
84,80,185
32,96,263
105,95,697
103,81,247
32,79,873
188,81,2055
32,81,208
83,71,1272
73,79,385
78,73,247
32,55,201
65,63,200
70,81,303
69,56,224
67,80,232
67,87,177
89,64,631
84,104,296
65,104,208
67,96,416
73,152,208
79,111,129
78,56,247
32,88,200
82,88,144
69,72,200
83,88,232
80,80,224
85,47,313
8,136,567
8,96,488
80,88,1240
73,97,184
82,65,224
65,103,393
84,95,456
79,87,216
82,96,167
73,87,233
65,103,304
190,80,439
32,88,240
65,87,8009
76,71,224
84,89,343
69,104,152
82,72,120
65,88,264
67,104,344
73,64,248
79,71,161
78,80,191
32,126,1913
73,79,6120
78,56,239
68,72,240
73,80,280
67,64,248
65,104,320
32,72,192
80,70,1177
65,80,167
83,88,216
69,104,296
32,88,224
65,87,192
83,104,432
65,104,312
76,72,200
65,128,192
32,72,208
71,96,360
69,80,192
78,88,280
69,96,72
82,64,256
65,104,312
76,96,240
190,80,632
8,63,4185
