VK,HT,FT
97,170,0
105,152,289
100,106,362
99,110,421
80,98,2071
65,98,237
67,112,399
73,95,199
69,118,202
78,92,197
84,104,247
69,107,66
32,89,214
81,127,1119
85,95,223
69,118,176
32,80,98
83,92,498
69,138,185
32,66,115
76,95,315
69,97,180
32,84,170
82,89,242
69,83,208
65,93,367
76,75,262
73,69,205
90,78,242
65,84,296
32,78,194
84,92,490
67,83,330
32,95,176
68,80,154
69,117,182
32,83,80
67,77,319
69,98,213
82,89,179
69,98,202
66,89,299
82,95,239
79,83,308
32,77,225
81,113,435
85,80,286
32,78,298
69,115,712
77,98,501
85,78,658
69,84,233
83,90,262
84,104,168
82,95,171
65,148,154
32,80,167
73,89,401
78,80,202
70,103,313
65,122,125
82,81,166
84,69,182
79,77,467
32,80,225
67,86,347
69,80,253
82,63,202
69,86,190
66,87,387
69,106,311
76,75,290
79,92,199
83,75,311
79,78,1110
190,69,1501
32,89,330
8,110,55958
20,153,394
80,113,257
20,118,152
8,87,4714
8,81,370
8,98,467
32,126,872
20,147,430
89,124,420
67,150,723
8,84,1182
8,78,171
84,107,1199
67,95,389
32,95,280
8,90,5292
8,86,186
69,109,1083
32,135,300
8,86,1680
8,75,168
20,125,1028
69,124,346
32,95,189
83,104,20460
69,104,237
32,112,168
82,89,163
69,89,250
8,92,872
8,78,261
8,98,376
8,86,228
8,89,5491
49,95,709
49,93,265
48,77,334
111,116,1223
49,67,647
49,116,188
48,71,289
77,83,1580
77,83,188
77,60,159
8,106,1093
72,132,1296
71,110,635
188,101,2723
8,92,21993
8,227,854
8,268,318
55,106,885
48,72,518
8,124,15276
8,179,601
8,141,491
8,290,2057
190,115,1543
32,118,285
76,152,14317
8,116,820
77,98,2854
79,90,256
86,133,396
73,100,223
76,68,208
73,86,216
90,90,301
65,104,288
32,98,163
52,112,288
32,83,151
77,61,355
73,86,259
69,63,322
77,103,176
66,103,1102
82,107,296
73,69,251
8,66,754
79,103,1068
83,165,176
190,84,1585
32,87,199
71,107,447
76,74,519
65,110,204
83,104,978
71,104,806
79,80,553
87,118,655
32,164,5320
49,93,411
53,135,479
55,100,516
49,80,433
53,98,418
8,104,1569
8,129,257
8,89,872
111,119,1111
97,129,566
101,110,344
32,155,5802
190,118,30763
32,112,254
80,124,13567
69,118,177
82,101,205
77,95,259
65,110,373
78,101,314
69,95,182
67,81,265
69,103,242
32,80,188
73,109,327
78,101,205
84,106,211
69,103,271
82,100,202
78,95,208
65,101,344
68,92,297
79,104,307
32,89,314
190,95,609
32,87,253
83,130,951
79,106,295
76,83,245
73,89,227
67,123,251
73,95,222
84,101,273
79,87,225
32,80,237
73,101,304
78,107,216
84,106,251
69,86,262
82,109,182
78,94,257
65,139,296
67,103,343
73,143,168
79,106,134
57,65,13
78,86,266
32,118,193
69,118,134
8,89,1410
8,66,222
8,69,179
8,75,171
8,80,168
8,72,176
8,77,168
8,80,162
8,74,179
67,112,808
79,121,262
78,95,285
83,139,365
85,80,232
76,66,313
84,101,281
65,121,214
32,89,169
67,126,390
79,95,333
78,84,276
32,75,225
85,95,541
67,138,541
79,101,316
32,86,288
111,76,593
85,84,1012
84,72,629
73,69,424
86,112,3304
79,72,250
77,98,188
73,127,196
84,80,300
79,89,444
83,113,284
32,83,4242
78,89,239
79,81,210
32,81,242
78,95,954
73,101,202
83,107,282
84,87,188
65,87,174
71,77,647
77,72,438
85,78,734
83,113,268
111,73,1870
32,77,562
77,103,999
65,104,513
82,75,669
69,75,188
79,98,612
83,87,393
32,78,313
80,112,949
69,90,247
82,83,200
83,107,304
73,89,277
78,80,228
8,75,925
83,138,470
84,89,821
69,92,450
78,81,193
84,101,262
69,109,165
190,89,1339
