VK,HT,FT
97,104,0
104,87,303
97,96,223
104,88,183
80,64,3935
65,72,231
67,96,319
73,48,199
69,104,175
78,88,183
84,88,255
69,85,41
32,57,221
69,112,767
78,72,287
8,72,607
8,72,167
81,88,30751
85,71,199
69,88,175
32,47,135
83,88,143
69,80,207
32,62,80
82,64,302
69,64,279
8,0,319
8,0,500
8,0,31
8,0,29
8,0,30
8,0,30
8,0,29
8,0,29
8,0,30
8,0,29
8,0,30
8,0,31
8,0,28
8,0,30
8,0,29
8,0,31
8,0,28
8,0,29
8,0,31
8,0,30
8,0,29
8,0,30
8,9,30
83,80,369
69,112,215
32,64,119
82,79,159
69,64,175
67,72,271
73,56,255
66,72,319
69,96,151
32,56,159
76,64,879
65,72,247
66,48,287
79,55,487
82,87,295
65,104,351
84,72,295
79,56,559
8,144,872
8,79,943
8,56,198
8,64,167
8,64,167
8,56,167
8,56,175
8,64,160
82,88,775
69,80,191
83,88,287
85,48,207
76,40,359
84,80,303
65,96,183
68,96,271
79,64,207
32,48,319
68,96,143
69,120,207
32,55,65
76,56,1317
73,56,256
81,112,751
32,47,144
68,64,311
69,112,207
32,39,112
80,72,486
85,72,295
78,64,271
67,111,247
73,135,223
79,142,96
78,72,294
160,333,1351
190,72,167
32,15,894
162,322,913
160,100,0
86,56,100
32,56,2806
13,88,551
68,80,1039
88,112,471
32,64,175
80,72,511
82,72,199
69,72,183
83,128,223
85,79,319
78,80,318
84,80,287
73,64,463
67,112,231
8,72,703
86,119,223
79,72,311
160,1925,1816
77,48,1511
8,64,1014
160,358,911
190,56,183
32,40,327
77,39,1000
69,111,239
78,47,239
73,56,342
78,73,239
71,55,384
85,56,375
73,56,199
84,80,400
73,48,327
83,88,256
32,32,143
8,48,1087
8,56,191
8,64,183
8,48,191
8,64,231
8,56,255
73,72,1231
84,72,295
73,56,631
83,104,159
32,40,215
86,55,1311
73,40,414
82,72,271
65,88,183
76,48,383
13,74,2848
80,56,1070
65,87,343
67,104,366
73,64,191
69,112,247
78,72,119
84,87,271
69,118,64
32,64,222
81,80,2487
85,80,191
69,96,167
32,49,127
80,56,1039
8,56,679
8,56,927
78,40,823
8,72,1439
32,184,311
80,72,703
69,88,199
82,80,207
77,56,295
65,104,271
78,56,519
69,79,175
67,128,487
69,136,343
32,88,176
67,80,9855
8,64,1119
70,72,1031
69,112,207
66,64,431
82,96,207
73,48,311
76,56,335
190,64,535
32,48,271
190,47,6856
13,64,1582
65,88,383
71,64,303
73,40,359
8,80,623
8,72,199
8,64,431
8,55,183
32,88,1062
83,112,2031
69,120,591
32,64,183
68,80,143
69,72,183
82,64,183
73,64,392
86,64,543
65,103,159
32,48,175
65,134,215
32,55,32
85,64,3030
84,64,279
73,48,495
8,89,2744
20,103,279
83,80,351
8,78,3328
32,40,1670
65,95,151
71,48,278
85,56,303
65,96,135
82,56,191
68,48,167
65,96,87
32,48,247
67,88,295
65,112,263
77,56,199
65,111,56
32,56,206
69,112,263
78,56,231
32,47,175
85,64,622
84,88,375
73,48,783
8,79,7392
8,88,158
8,88,151
8,95,143
8,88,151
8,104,127
70,64,4591
69,80,231
66,72,863
82,80,247
73,56,263
76,47,199
32,32,207
80,56,407
69,64,191
82,56,175
83,96,231
73,56,191
83,104,167
84,61,456
82,46,0
69,104,245
78,64,279
84,88,279
69,95,104
8,55,2646
8,64,174
8,64,151
8,64,175
8,64,167
8,64,159
8,56,175
83,88,879
84,72,327
69,80,207
78,57,223
77,7,8
84,72,263
69,96,95
8,64,1215
8,56,159
8,80,143
8,56,183
78,64,903
84,72,247
69,104,167
