VK,HT,FT
97,87,0
98,80,232
96,64,1552
96,73,184
80,88,6520
65,87,425
67,88,327
73,96,584
69,80,264
78,88,240
84,96,200
69,72,232
32,80,152
67,80,352
79,81,256
78,71,329
32,56,200
65,73,479
78,89,288
84,80,328
69,72,288
67,64,768
69,62,192
68,57,167
69,64,145
78,80,992
84,80,176
69,80,400
68,71,2088
32,88,184
8,95,936
8,88,480
83,73,959
32,72,193
68,56,192
69,71,152
32,79,160
76,88,800
85,80,424
80,96,1192
85,80,496
83,56,336
32,73,183
83,63,633
74,88,3920
79,104,256
71,95,536
82,64,384
69,81,240
77,64,512
8,80,769
78,88,471
32,72,232
83,72,696
77,80,792
69,73,239
32,73,201
68,64,144
69,73,160
32,88,200
83,71,672
85,80,424
80,81,504
69,62,321
82,72,175
80,80,592
79,72,200
67,72,456
8,120,2848
83,95,1480
73,104,360
67,72,456
73,88,216
79,71,184
78,64,336
32,80,208
160,2007,15945
84,111,559
66,105,575
81,96,633
32,64,1183
8,64,1576
188,80,1241
32,63,241
81,85,9497
85,104,197
69,80,257
32,63,232
80,88,519
82,72,305
69,48,200
83,57,183
69,56,169
78,87,320
84,55,216
89,48,1
65,73,550
32,87,169
160,1166,1201
67,88,247
86,88,208
65,88,360
83,72,208
32,104,272
68,64,1591
69,56,169
32,73,199
50,73,744
48,87,321
32,72,352
68,72,816
73,81,175
65,56,225
83,57,191
32,79,169
68,48,159
69,65,160
32,97,152
69,72,793
86,79,504
79,88,408
76,96,319
85,96,313
67,88,312
73,72,232
79,80,183
78,88,400
32,73,232
69,72,63200
78,64,344
32,72,208
84,81,848
82,73,208
65,56,376
84,64,344
65,56,712
77,88,488
73,96,264
52,64,288
8,88,1865
69,71,592
78,88,151
89,89,272
8,79,841
84,72,327
79,72,320
32,112,160
80,79,297
79,87,200
82,81,439
32,72,176
53,80,552
32,97,176
67,81,1040
79,87,401
78,74,374
32,73,201
67,79,281
76,96,447
65,72,191
82,55,490
73,89,279
84,79,409
82,72,543
79,89,120
77,89,784
73,97,224
67,72,712
73,88,224
78,96,344
65,89,304
32,99,152
67,103,91785
73,65,287
8,63,801
79,88,456
78,87,320
32,80,216
82,87,1112
69,81,1159
71,72,336
85,73,288
76,95,441
65,81,311
82,64,289
32,89,183
82,73,432
69,73,184
83,64,200
80,105,456
85,96,361
69,64,320
83,73,543
84,64,305
65,57,375
32,72,225
13,96,53281
67,79,815
79,81,280
78,96,336
83,74,360
85,72,264
76,80,448
84,64,400
65,56,481
32,81,159
80,112,504
79,96,168
82,80,232
32,63,193
67,96,455
79,80,176
78,88,320
83,64,392
85,73,320
76,95,449
84,73,359
79,72,256
82,64,376
73,71,153
79,64,191
32,111,153
69,72,639
88,64,240
84,73,320
69,73,224
82,56,184
78,81,496
79,88,256
83,63,225
32,55,224
83,63,720
69,56,175
32,88,168
68,57,776
69,64,152
67,72,184
73,97,440
68,55,289
69,63,160
32,72,183
13,95,5121
160,437,2763
84,87,388
65,80,400
80,81,1160
81,71,338
85,81,310
73,64,185
78,79,376
69,79,480
65,64,352
190,73,1215
32,81,584
8,88,1217
8,87,264
188,71,1952
32,73,263
67,64,4376
82,80,433
69,79,168
79,105,527
8,88,1456
80,105,640
73,96,369
84,72,1823
65,71,537
78,104,224
84,73,327
69,65,320
83,65,200
32,105,176
69,72,224
78,73,296
32,80,184
66,88,625
65,72,496
83,48,199
69,47,153
32,96,168
73,105,959
90,72,329
81,64,288
85,80,448
73,80,216
69,73,327
82,57,208
68,48,233
65,57,231
32,80,177
73,87,18081
78,80,287
84,72,768
69,64,280
82,56,200
78,89,415
65,72,209
67,73,271
73,73,328
79,72,177
78,63,392
32,56,208
83,64,54432
69,65,184
32,72,192
82,65,304
69,63,185
65,63,232
76,95,872
73,81,239
90,73,304
79,73,184
32,113,176
160,1447,1392
84,105,384
65,80,384
67,63,537
32,72,207
68,63,377
69,64,175
32,72,152
160,1856,568
84,88,264
79,96,1265
8,89,1511
79,72,96065
82,79,664
65,88,497
88,81,391
32,72,1112
89,80,1136
32,96,248
76,97,607
65,72,289
66,88,456
79,88,312
82,73,384
65,81,328
84,81,432
79,89,392
82,64,320
79,80,176
8,80,824
73,104,440
79,96,200
32,64,752
162,730,19376
67,103,568
162,583,3809
86,80,335
