VK,HT,FT
97,152,0
104,124,304
97,149,304
101,97,421
80,107,1912
65,332,259
67,115,789
73,109,184
69,108,315
78,77,161
84,108,244
69,107,74
32,98,194
67,106,215
79,91,282
78,132,272
32,114,261
66,180,785
85,97,635
69,143,218
78,103,181
65,152,267
32,96,101
69,120,280
86,123,1118
79,86,252
76,83,241
85,89,292
67,115,244
73,177,199
79,133,126
78,86,272
32,100,190
67,112,813
76,95,227
73,95,258
78,95,196
73,103,264
67,83,264
65,109,418
188,94,509
32,71,267
8,125,51427
20,134,332
80,125,413
20,129,106
32,119,116606
67,164,2393
79,103,273
78,109,281
32,112,227
77,106,247
69,118,165
74,80,298
79,101,428
82,129,463
73,109,158
65,152,352
32,113,124
68,100,223
69,115,233
76,89,338
32,94,232
68,129,329
79,94,178
76,81,221
79,98,207
82,120,136
32,63,326
188,80,1044
32,118,186
69,89,307
83,121,250
32,100,153
69,109,551
86,95,381
65,121,233
76,94,464
85,106,295
65,107,127
68,100,256
79,101,241
32,95,242
80,145,537
79,113,123
82,112,200
32,89,201
84,86,250
82,83,218
65,101,460
85,85,236
77,89,331
65,66,170
84,120,400
79,86,190
76,68,212
79,112,177
71,103,341
73,83,224
65,165,292
32,89,229
32,112,2112
68,100,304
69,132,187
32,99,40
71,115,397
85,80,623
65,198,306
82,120,54
68,78,214
73,98,435
65,144,105
32,86,165
83,115,301
73,94,282
78,92,260
32,106,201
68,95,181
69,83,213
74,97,290
65,107,161
82,123,287
32,94,175
80,175,457
79,110,135
82,131,465
32,118,92
69,92,476
83,86,264
67,138,320
82,115,452
73,91,327
84,164,391
79,97,361
32,109,235
73,86,480
78,103,221
68,109,403
73,89,184
67,83,241
65,112,392
67,101,370
73,320,196
79,168,260
78,152,318
69,100,258
83,133,289
188,120,31532
32,89,289
13,115,600
68,86,1255
8,105,776
83,112,275
79,95,244
76,100,224
73,106,235
67,106,332
73,105,227
84,112,303
79,126,295
32,100,318
82,89,207
69,94,373
69,135,186
86,80,435
65,101,277
76,103,296
85,88,304
65,107,164
67,115,339
73,106,307
79,135,210
78,86,324
32,106,227
80,132,714
79,117,176
82,132,261
8,101,1747
8,109,304
8,106,227
84,178,1824
82,119,123
65,124,315
85,83,273
77,94,306
65,121,152
84,92,248
79,86,446
76,85,212
79,78,192
71,92,287
73,103,327
65,121,227
67,118,273
65,118,162
32,108,153
8,161,1482
8,98,341
8,95,233
8,129,2232
67,135,1351
65,153,1893
32,120,385
80,132,3937
79,89,409
82,141,210
32,80,213
71,100,423
85,100,440
65,121,210
82,100,307
68,91,272
73,103,278
65,101,235
32,84,213
83,123,14337
69,166,221
32,98,141
82,129,379
69,100,973
65,98,2564
76,86,318
73,101,261
90,72,324
65,110,261
32,95,176
84,135,349
67,117,363
32,118,175
68,97,204
69,118,218
32,95,122
67,86,284
69,97,226
82,75,189
69,89,201
66,95,472
82,117,276
79,92,355
32,92,329
111,148,1099
84,115,1268
79,88,572
82,92,169
65,68,495
88,115,269
32,83,259
83,80,380
73,95,246
78,95,198
32,86,199
76,81,408
69,89,210
83,121,258
73,160,162
79,162,106
78,106,287
190,74,810
32,77,323
32,105,66682
65,130,326
76,83,211
65,130,147
32,72,134
77,77,233
65,121,172
0,100,415
65,97,141
78,83,423
65,106,187
32,175,1104
32,189,4702
32,142,4488
76,103,585
65,140,227
32,92,127
84,117,279
65,137,121
82,116,86
68,91,215
69,123,270
32,109,364
8,73,5763
32,111,5793
68,92,102
69,122,171
32,98,100
71,106,314
85,98,421
65,124,236
82,78,176
68,74,173
73,94,411
65,130,149
32,164,419
83,152,2677
73,95,794
78,97,230
32,86,241
79,95,640
66,80,500
84,109,344
69,131,315
78,113,261
69,104,97
82,112,226
32,98,213
82,102,286
84,112,373
65,136,529
32,106,194
68,100,360
69,118,258
76,88,498
32,77,443
77,86,685
73,146,241
83,108,253
77,92,252
79,91,252
188,89,1092
32,60,236
13,100,819
83,139,2037
79,86,220
76,80,235
73,106,272
67,97,329
82,80,32601
8,218,999
84,155,250
79,109,484
32,118,406
73,97,1252
67,138,411
32,109,176
67,137,421
79,109,201
78,95,253
32,115,215
68,120,250
82,103,266
32,106,585
73,120,341
78,105,229
68,115,292
82,112,221
73,103,270
69,126,355
82,111,284
73,132,389
32,109,407
78,106,11952
79,101,190
32,72,221
