VK,HT,FT
97,81,0
100,95,217
96,80,239
96,57,176
80,64,2952
65,88,272
67,103,657
73,64,335
69,96,272
78,48,120
84,80,216
69,88,152
32,63,121
81,88,327
85,79,185
69,106,183
32,54,106
67,96,550
79,63,193
78,65,231
84,64,464
8,72,976
8,72,192
8,55,201
8,64,167
8,56,177
8,88,847
8,64,200
8,56,336
67,112,664
79,63,305
78,64,263
32,56,192
82,72,320
69,104,225
71,81,455
85,56,424
76,49,351
65,71,218
82,112,367
32,72,249
77,64,471
69,95,152
67,79,305
65,88,343
78,72,200
73,119,233
67,79,408
65,121,175
32,64,136
82,71,280
69,72,208
83,88,248
80,63,225
73,65,247
82,111,281
65,88,367
84,88,384
79,71,241
82,88,207
73,87,217
65,89,1079
190,72,400
32,71,232
83,72,304
69,97,200
32,55,80
82,80,696
69,79,201
65,104,279
76,56,256
73,71,233
90,64,271
65,105,216
32,80,160
72,55,1233
73,64,479
68,87,337
82,79,264
79,73,207
67,89,272
79,79,176
82,96,400
84,73,216
73,80,240
83,97,312
79,63,209
78,72,303
65,89,264
32,56,136
49,104,537
71,72,695
32,80,256
111,72,552
32,39,440
83,95,361
69,80,223
82,89,224
73,64,216
69,97,304
32,56,224
68,72,176
69,105,200
32,56,105
51,103,776
32,71,184
78,81,423
66,55,313
90,88,639
32,72,168
67,81,360
79,64,200
78,56,232
32,56,184
73,65,384
80,64,288
65,151,217
84,96,215
82,88,177
79,64,888
80,63,223
73,96,176
79,56,288
32,72,296
89,72,264
32,70,201
83,80,232
65,80,271
76,72,312
66,80,304
85,72,256
65,152,240
84,112,264
77,72,720
79,48,280
76,56,632
190,56,504
32,47,248
13,111,481
83,104,319
69,105,240
32,79,97
84,96,399
79,73,200
77,73,208
65,112,192
32,48,160
77,80,392
85,87,297
69,80,223
83,103,241
84,102,72
82,80,167
65,112,168
32,80,160
68,73,240
69,104,208
32,71,81
72,73,271
77,72,800
67,72,512
32,56,344
111,88,824
13,88,1504
83,96,439
69,104,217
32,72,112
68,95,360
73,79,256
70,96,360
73,72,248
67,71,297
85,72,223
76,72,344
84,80,320
65,87,209
32,71,160
76,89,535
65,112,208
32,81,144
84,103,441
79,80,199
77,88,224
65,128,208
32,120,776
68,119,536
69,104,296
32,73,128
69,88,320
65,88,352
66,88,424
32,104,360
190,64,1304
32,88,176
13,40,11832
83,88,480
69,113,223
32,56,153
67,120,312
79,72,272
8,63,576
8,48,200
8,56,160
8,56,176
8,56,488
77,72,760
87,104,200
8,79,729
69,128,335
32,72,280
67,136,13080
79,96,240
77,95,512
85,88,288
78,63,200
73,72,256
67,119,304
79,72,208
32,56,264
67,96,416
79,79,224
78,64,248
32,72,184
84,97,215
69,87,257
82,80,192
65,104,368
80,71,336
73,80,192
65,104,152
32,56,280
32,112,153879
80,56,504
65,80,384
82,103,241
65,105,142
32,72,169
82,78,3448
8,88,929
8,64,199
32,72,528
81,120,352
85,87,345
69,72,247
32,71,56
69,96,240
86,56,344
65,105,223
76,88,417
85,56,360
69,103,280
32,87,360
65,95,1488
76,71,240
32,88,200
80,63,264
65,72,160
67,112,264
73,80,200
69,88,224
78,72,160
84,87,232
69,87,81
78,64,1895
79,80,184
32,47,216
